user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,,,attraction_name
俗人@,,1分,不佳,景色1,趣味1,性价比1,2024-10-12 发布点评,去的时候说什么熊猫，每天只有早上出来几个小时，中午至下午都不出来，第二天也不会出来,IP属地:重庆,,,大熊猫基地差评
_WeCh****424545,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-10 发布点评,其他都挺好的，就是携程这个平台很垃圾。投诉没有任何效果，员工态度太恶劣。第一次觉得携程特别特别垃圾。,IP属地:江苏,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味3,性价比4,2024-10-10 发布点评,呆了整整一上午  一个小熊猫都没看见  所有的馆内都是空的 没有熊猫  外面的熊猫也没几只,IP属地:四川,,,大熊猫基地差评
_M13****7110,铂金贵宾,2分,一般,景色3,趣味3,性价比1,2024-10-09 发布点评,人太多了，观光车一直停运，基地内部的道路是山丘，步行就会很累，不推荐去？,IP属地:北京,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色3,趣味1,性价比1,2024-10-08 发布点评,除非你是顶流女明星花花的死忠粉，要不真的真的没有一点必要去成都大熊猫繁育研究基地。几个小时排队到了还绝大多数可能只看到背影或者侧影，除了累，就是有一种被骗的感觉。,IP属地:四川,,,大熊猫基地差评
_gf520****014662,铂金贵宾,2分,一般,景色2,趣味2,性价比1,2024-10-08 发布点评,吃的东西卖的比较贵且份量少，接驳车少，供不应求,IP属地:江苏,,,大熊猫基地差评
M31****444,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-10-08 发布点评,太差了，跑几千公里来看几只只能看到屁股的大熊猫不是很推荐，还是自己城市里看看算了，,IP属地:浙江,,,大熊猫基地差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,2024-10-06 发布点评,差评，以为包含门票，结果害的我票都没买上。到景点才出来不含门票，直接是个坑,IP属地:甘肃,,,大熊猫基地差评
M53****3393,,1分,不佳,景色1,趣味1,性价比1,2024-10-06 发布点评,观光车排队时间太长 排队一个小时坐车两分钟 观光车指示牌太少  至少一个别墅一个坐观光车的上下站 人员拥堵,IP属地:四川,,,大熊猫基地差评
viola瑾,铂金贵宾,1分,不佳,景色4,趣味4,性价比1,2024-10-06 发布点评,很差劲的一次体验，买的188一大一小高价票，然后为了??花花带着孩子六点多就排队，第一批进去，结果刷身份证的时候告知无票，让我到售票处补票，排了一个多小时的对就想赶在第一批进去，结果不知道是携程还是园区的问题导致我没能顺利进入，折腾半小时再进去又排队二小时，真的很无语，还有套票的那个挂坠我也没找到，景区说这是携程自己搞得，携程电话也打不通,IP属地:江苏,,,大熊猫基地差评
136****0652,黄金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-10-05 发布点评,十分垃圾，尽量别去,IP属地:黑龙江,,,大熊猫基地差评
M42****798,,2分,一般,景色2,趣味2,性价比2,2024-10-05 发布点评,确实不太好,IP属地:四川,,,大熊猫基地差评
M35****7201,铂金贵宾,1分,不佳,景色2,趣味2,性价比1,2024-10-04 发布点评,下午去的，熊猫都在睡觉，景区坐车排队很慢，服务人员意识差,IP属地:四川,,,大熊猫基地差评
我是太阳1,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-04 发布点评,"买了两大一小，想退一张大人的，平台不给退，说买了就不支持退款了。
**************************
入园后一只大熊猫没见着，*******
去看熊猫音乐剧要做观光车，观光车排队一小时以上，就迟到了。
大熊猫没见着，熊猫音乐剧错过了。两大一小六百多块钱的票白白打水漂了，唉",IP属地:四川,,,大熊猫基地差评
风度狗,,1分,不佳,景色2,趣味1,性价比1,2024-10-04 发布点评,十一下午去的，一个熊猫都没看到，光排队了,IP属地:四川,,,大熊猫基地差评
_WeCh****24253,黑钻贵宾,2分,一般,景色3,趣味2,性价比1,2024-10-04 发布点评,公交公司真的有点傻 两分钟车程开很慢卖东西 关键东西很二 扫码看视频，车上味道很大。  国庆人多 景区应该多开几个门可以出去。要返回西门或者南门很远。 不够科学,IP属地:四川,,,大熊猫基地差评
宁夏.张sir,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-04 发布点评,55元一张门票，结果我被携程平台骗着买了 277 元的家庭票（两大一小+熊猫挂件/熊猫发箍），可笑的是，送的熊猫挂件还在南门口外边领取，我开车从西门进的园区，莫非还得出去掉头到南门领取？？？好端端的在公众号上花两个 55 元成人票带孩子进去玩不香吗？极力不推荐大家购买，此产品毫无性价比，严重影响到携程平台的声誉，作为资深携程老会员，这次让我对携程平台有了新的看法，两成人 110 元能解决的事，我硬被骗了 277 元解决了，提醒大家不要踩坑！在公众号上买才不会被骗！,IP属地:四川,,,大熊猫基地差评
M23****5293,黄金贵宾,2分,一般,景色2,趣味2,性价比1,2024-10-04 发布点评,性价比不高,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-04 发布点评,买错了，不给换日期，也不给退，强盗行为,IP属地:四川,,,大熊猫基地差评
_noki****808829,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-03 发布点评,体验感极差，人多很多服务跟不上，观光车不足，过节期间三门开2个，不管游客，打车停车都要很远！！不会再来,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色5,趣味3,性价比3,2024-10-03 发布点评,性价比一般，不如单独买票，尤其是儿童票,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-03 发布点评,人山人海，交通混乱，门口人挤人还没有维持秩序的。基本看不到熊猫，参考我的照片，只有远远这么一只。建议大家还是别去了。,IP属地:四川,,,大熊猫基地差评
悠悠,铂金贵宾,2分,一般,景色3,趣味3,性价比3,2024-10-03 发布点评,看的热闹，确不见熊猫,IP属地:四川,,,大熊猫基地差评
iam_Michael,铂金贵宾,1分,不佳,景色3,趣味3,性价比1,2024-10-02 发布点评,人太多，好几次排了一个小时都看不到熊猫,IP属地:四川,,,大熊猫基地差评
刘先圳,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-02 发布点评,人从众，全是人，一个熊猫也没有看到，不建议去看,IP属地:广东,,,大熊猫基地差评
M22****5493,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-02 发布点评,含猫量太低，景区设置不合理，走了上万步，看了不到十只猫,IP属地:四川,,,大熊猫基地差评
MikeWang1122,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-02 发布点评,人好多，看不到熊猫，唯一看了几眼还是从前排人举着的手机里面看到的。回程车也叫不到，滴滴叫车前面排了125人，出租车排了10米的队，然后没车来,IP属地:四川,,,大熊猫基地差评
_WeCh****37462,黄金贵宾,2分,一般,景色2,趣味2,性价比2,2024-10-02 发布点评,什么都没看到  全是人,IP属地:北京,,,大熊猫基地差评
206****779,黄金贵宾,2分,一般,景色4,趣味2,性价比1,2024-10-02 发布点评,没什么好看的,IP属地:贵州,,,大熊猫基地差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,2024-10-02 发布点评,钱花了，一只大熊猫也没看见，工作人员态度恶劣,IP属地:四川,,,大熊猫基地差评
_CFT01****0815605,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-02 发布点评,"非常差的一次体验，下午熊猫压根就不出来，要么就是躲起来，要不就是睡觉，上午票订不到。下午票尽睡觉。
大老远从北方过来，就为了爬山。
除了餐厅就是餐厅，您们要是想收钱就明说。
这次体验相当差，成都的口碑就叫你们给造没了。
在也不来成都了，商业化太严重。",IP属地:四川,,,大熊猫基地差评
134****7500,,1分,不佳,景色3,趣味1,性价比1,2024-10-01 发布点评,情绪价值，观光体验为负数，没有都江堰的熊猫基地好，那边人不多，大熊猫小熊猫都有，环境优美，不需要观光车，没有那么多商业化的商店，这边场馆之间相隔太远，带老年人国庆节来，人多排队，老年人受不了，都江堰的我是走完了的，那边小熊猫跟人零距离接触，这边都有一条深沟隔断，一点都不推荐，我是成都本地人，推荐大家去都江堰那个熊猫基地,IP属地:四川,,,大熊猫基地差评
LucifeRambo,,1分,不佳,景色1,趣味1,性价比1,2024-09-29 发布点评,差评，差评，差评，雨天正常买票，什么也看不到，花钱逛公园了。失望，失望，失望。,IP属地:四川,,,大熊猫基地差评
136****0652,黄金贵宾,1分,不佳,景色2,趣味2,性价比1,2024-09-29 发布点评,大熊猫士多点，没看到花花，走的太累了，隐形消费很多，不会再来了。,IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色4,趣味1,性价比1,2024-09-28 发布点评,大熊猫看了个寂寞,IP属地:广东,,,大熊猫基地差评
摩天，,铂金贵宾,2分,一般,景色1,趣味1,性价比1,2024-09-27 发布点评,排队2小时，路上还遇见********，这个悟空利用聋哑的事情，让人无法拒绝。,IP属地:陕西,,,大熊猫基地差评
M22****1586,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-26 发布点评,莫去。。。。,IP属地:四川,,,大熊猫基地差评
M47****397,,2分,一般,景色3,趣味2,性价比2,2024-09-25 发布点评,"尽管猫猫们都很可爱，但是再也不想来了！！！
1.指示牌冬夏并不一样，因为熊猫夏天基本都在室内场馆，但是很多地标都还是冬季的路标，老远走过去了之后发现啥也看不到！！！！
2.每个摆渡车下车点到要参观的场馆还有巨长的距离！！！我一个正当壮年的成年人，且并未完全参观所有场馆，一天下来都吃不消，更何况带着老人孩子的游客！！！希望场馆能在动线设计上做一些优化改进
3.不要轻信指示牌显示的距离，那并非是实际距离，真的两点间的直线距离，而我们要走的往往都是一个巨大的环线，这个直线距离要被放大三四倍！！！并非危言耸听！！！而且一会儿上坡一会下坡！",IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-09-23 发布点评,"超级无敌糟糕
花钱去买罪受的
7点多进园
排队35分钟检票
所有熊猫都不在室外
所有熊猫的内场都排队之前1小时以上
每个场隔的巨远
还没什么可以坐的地方
结果就排了一个内场的熊猫
排1个半小时
轮到自己的时候
工作人员说不要停留
要一直走
然后就是5秒钟时间路过玻璃房
连拍照都来不及的时间
太无语了
我是来看大熊猫还是来排队玩的？
最起码控制人流
每个人可停留5分钟还好说
连停留的时间都不给
我那门票到底用来看什么呢？
是被节假日的人流惯的吧？
熊猫流量起来了
花钱看一眼的都不配了是么？
一整个园
总共展出了几个？
天气热了熊猫不出来
就干脆直接公告告诉大家好了
所有人涌进去
结果什么都看不到
钱倒是收爽了",IP属地:广西,,,大熊猫基地差评
朱毅zyzgg1976,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-23 发布点评,极差极差极差的一次体验，景区乱嘈杂，无人引导。熊猫懒洋洋，只知道睡觉，没什么看头。极差极差极差的体验，极差极差极差的体验。和网传极不相符，工作人员没服务心。,IP属地:四川,,,大熊猫基地差评
_WeCh****246615,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-22 发布点评,熊猫什么都没看到,IP属地:湖南,,,大熊猫基地差评
M22****1350,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-21 发布点评,比以前差远了，不会再去,IP属地:山东,,,大熊猫基地差评
M22****0673,黄金贵宾,1分,不佳,景色5,趣味1,性价比1,2024-09-20 发布点评,"千万不要买带熊猫挂件的这一个套餐。妥妥的智商税挂件是一个亚克力板，普通的要命。找这家店还要再花点时间。商家根本不care，你到底有没有下订单。
当然你要是很喜欢也没有什么关系，只是这个价格太贵了，还不如单独去买。",IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-20 发布点评,大熊猫别想看到，郁闷,IP属地:甘肃,,,大熊猫基地差评
320****478,铂金贵宾,1分,不佳,景色5,趣味1,性价比1,2024-09-18 发布点评,这个熊猫基地果然像之前网上说的体验感特别差，我从来都不给差评，但是这唯一一次的差评要给这个熊猫基地，与携程无关，早上带着两个孩子从景区入口进去直接去的六号看花花，早上不到八点十分开始在六号入口那排队，但是排了53分钟后工作人员告诉花花回去休息了，那阵是9：04让我们可以不用排了，53分钟我顶着烈日领着俩孩子就在那等着，结果连门都没进去，接下来无论去哪个别墅熊猫都回去歇息了，南门进去一共就看了两个熊猫屁股，还好在产房里看见了几个熊猫，要不然真白去了，虽然太阳是热的但是心里是哇凉的，感觉自己就是上当受骗了，之前我开始排队的时候工作人员什么都不说，排了50多分钟突然告诉我花花休息了，不用进去看了，让赶紧出去，花花休息没问题，毕竟花花怕热，但是就是觉得景区在利用大熊猫的生活习惯在欺骗我们，太不拿消费者当回事，景区的经营模式太差劲，以后不会再去熊猫基地，也会建议身边的亲朋好友不要去，就是骗钱的。,IP属地:四川,,,大熊猫基地差评
M26****1624,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2024-09-17 发布点评,太差，太差，不一般差,IP属地:宁夏,,,大熊猫基地差评
Sulin_360,,1分,不佳,景色1,趣味1,性价比1,2024-09-17 发布点评,花了55元门票，一只熊猫都没看到，简直是吭人的。,IP属地:广东,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-17 发布点评,这是我第一次差评，送给携程的熊猫基地，*****，直通车只有南门的，基地从西门进去，原路返回，不能用，不能退，给携程打电话协商，也不给退，现场我买票是2岁儿童不需要购票，一家三口只需要20元，但是网上购买，写的大小同价，我拍了3份，无法使用，也不给退，这种霸王条款的商家，携程居然还放到网上售卖，现场支*宝*信都可以购买，而且小孩子不用买票，建议大家都不要在网上买，门口随时都有班车去市里，建议携程下架熊猫基地直通车这项服务，玩不起别玩，30块钱给你，你也富不了，就是太恶心人！文旅局投诉你们，太气人！,IP属地:四川,,,大熊猫基地差评
梅37d,铂金贵宾,2分,一般,景色3,趣味3,性价比2,2024-09-17 发布点评,太坑了，就看到两个睡猫，满眼都是竹子,IP属地:陕西,,,大熊猫基地差评
快乐的小白兔叽酱,铂金贵宾,1分,不佳,景色5,趣味2,性价比1,2024-09-16 发布点评,蹦着大熊去看的，结果看了个寂寞 就看了几只小熊猫无语了,IP属地:青海,,,大熊猫基地差评
匿名用户,黑钻贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-16 发布点评,糟糕的一次出行，本以为是小团，实际人数众多，导游态度恶略，全程找不到人。,IP属地:北京,,,大熊猫基地差评
M45****509,黄金贵宾,1分,不佳,景色2,趣味1,性价比2,2024-09-15 发布点评,"可笑可笑 说百十只熊猫 进去走的腿断 见不到一个手指的熊猫
全程单循环 （因为差所以不想买观光车）
出来打车只能出租 要想滴滴 又让你走几百米才能到滴滴打车点  修的好好的路不让滴滴上来 花着纳税人的钱修的路 搞得跟景区自掏腰包修的路一样 凭啥说拦就拦",IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色2,趣味4,性价比1,2024-09-14 发布点评,设计不合理，每个馆距离较远，走路太耗时间。,IP属地:河南,,,大熊猫基地差评
_WeCh****70411,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-11 发布点评,携程客服一问三不知，遇到订单问题，只让自己处理，一律不处理,IP属地:江苏,,,大熊猫基地差评
M48****1657,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-11 发布点评,浪费钱和时间,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色3,趣味1,性价比1,2024-09-10 发布点评,啥也不是！要么别开放，开放了就应该提供游客希望得到的服务，绝大部分游客连根熊猫毛都没看到，收钱不办事，忽悠人啊！,IP属地:云南,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色4,趣味1,性价比1,2024-09-10 发布点评,园区组织差劲，高温天气在外面等观光车需要排队至少半小时。在诺大的园区中， 见到的都是人， 只见到两只小熊猫,IP属地:北京,,,大熊猫基地差评
M24****2923,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-09 发布点评,特别不满意 奔着花花来的 结果根本没看到花花 说是天太热 花花不“上班”  别的熊猫可以在室内参观 花花为啥不能 不为了看花花我们为啥花55一张门票上你家看熊猫啊 哪看不了熊猫啊 三四十块钱门票的随便看 还是森林动物园 啥动物都能看到 就是拿花花当噱头 还贴出公告让理解由于天气炎热 天气炎热室内就不能看吗,IP属地:辽宁,,,大熊猫基地差评
ahqiqi,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-09 发布点评,强烈不推荐，全程累得不行，隔着玻璃只看到一只熊猫的屁屁,IP属地:湖北,,,大熊猫基地差评
水是我的记忆,,1分,不佳,景色2,趣味1,性价比1,2024-09-08 发布点评,只有两只大熊猫营业，而且还是在空调房，另外还有两只小一点的熊猫在产房区域，人群被保安驱赶着走很快，根本没看上几眼！这个地方不会再来了，只是一个试验基地而已,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-07 发布点评,很差，走了3个小时，只看到5只熊猫，每只看不超过2分钟。都是在玻璃房子里。3个小时排队2小时。。。相当糟糕的体验，再也不会去了。,IP属地:福建,,,大熊猫基地差评
七月的安河桥,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-07 发布点评,携程工号0269  表示没有熊猫看 是活该 反正没有熊猫看 主打一个看不着你该的,IP属地:四川,,,大熊猫基地差评
M48****6398,铂金贵宾,1分,不佳,景色4,趣味3,性价比1,2024-09-06 发布点评,**保安 走 走 走 排队1小时 拍熊猫照 都拍不上 跟催命似的,IP属地:四川,,,大熊猫基地差评
M34****0714,铂金贵宾,2分,一般,景色4,趣味3,性价比2,2024-09-05 发布点评,门票贵，熊猫只有两三只，还都在睡觉，人很多，体验非常糟糕,IP属地:广东,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-04 发布点评,熊猫都没。太**了。。。。。还要多少字。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,2024-09-03 发布点评,明明车辆可以直达门口，结果景区老远拦住，要求游客步行进去，一开始以为是怕堵车，结果并不是，没走两步发现里面黄牛车在明目张胆拉客，对你没看错，是黄牛车。37度高温不是逼着游客坐黄牛车吗？听滴滴车师傅讲一次跟着黄牛车进去结果出去时候景区工作人员还拦着他车不给出，连本地人都觉得这种赚钱吃相是真的难看。,IP属地:四川,,,大熊猫基地差评
_WeCh****251096,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2024-09-02 发布点评,没必要专门来，又累又热,IP属地:四川,,,大熊猫基地差评
M52****2636,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-09-01 发布点评,大熊猫基地去过一次不会去第二次的地方，早早过来外面也没有的，都是在室内，排队一个多小时看个熊猫屁股，睡觉一动不动，还不如动物园，很小的baby不开放给看的，能看到的都是一岁以上的了，没有体验馆，就是隔着玻璃远远的看，它们喜欢睡在门口，可能因为饲养员把吃的一般都放在那个门口的原因，离的远基本都看不清。地方挺大，走累死了，又热，自动售卖机比较少。,IP属地:上海,,,大熊猫基地差评
M73****0402,,1分,不佳,景色3,趣味3,性价比3,2024-09-01 发布点评,"简直是个大坑 是个大大坑 我的妈呀 ??
什么??基地 ???♂?
不说两句都不行 ??
最有中国代表性的吉祥物??
建的地方真的是大 ???走了几个小时没见几只??反而见的像这??比?????多 ??
还不如改名换这只??基地??
问了工作人员这里有多少只??他们说 200 多只?? 听好??噢 有200多只?? 简直是笑??死人 ?? 
这么大的基地只看到 五只?? ?????? 没听错?? 只有五只??????????
一路上还听到大人小孩都在吐??潮 连外国游客都摇头???♀?
千里迢迢来到这里只可??到5 ????（??还很肮脏 好像没跟它们洗澡?? ）还不如在国外在看多几次 （虽然只有??）",IP属地:新加坡,,,大熊猫基地差评
_M13****9153,,1分,不佳,景色4,趣味1,性价比1,2024-09-01 发布点评,"1、缺少引导
2、摆渡车等候时间太长",IP属地:青海,,,大熊猫基地差评
M16****757,黄金贵宾,2分,一般,景色5,趣味3,性价比2,2024-09-01 发布点评,西门就是个坑，尤其是推婴儿车的，特别不友好，走的特别远，个人感觉还是南门方便，打车也方便,IP属地:四川,,,大熊猫基地差评
匿名用户,钻石贵宾,2分,一般,景色3,趣味2,性价比1,2024-09-01 发布点评,太大了，天太热，没有遮蔽到地方，每到一处有熊猫的地方，人有暴多。电动车大热天等车一小时，没有防暑措施，39度高温直晒，差点中暑，太离谱。希望园区方能改进。,IP属地:上海,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-31 发布点评,只看到5只熊猫，还不让停下来看，就流水看看一眼，不推荐,IP属地:辽宁,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-31 发布点评,太差了人太多了 完全没有任何去的意义 远远不如去动物园了………,IP属地:江苏,,,大熊猫基地差评
18****995,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-31 发布点评,太坑了，什么也没有，就室内2个熊猫，一动不动。别的什么也没有,IP属地:四川,,,大熊猫基地差评
M39****497,铂金贵宾,2分,一般,景色3,趣味1,性价比1,2024-08-29 发布点评,说是大熊猫基地，排了半天队，就看了个熊猫屁股，大熊猫都养在里面，外面根本看不到，非常不值，再加上天气非常热，蚊子泛滥，等观光车等了一个小时都没来，老人孩子身上都是被咬的包，门票还很贵，对老人和孩子也没有优惠，强烈不推荐,IP属地:河北,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色3,趣味1,性价比3,2024-08-29 发布点评,名气太大，期望太高，国宝太傲娇，带着俩娃，别墅里没见着熊猫，月亮产房和太阳产房，一共看到5只，平均每步行一小时，看一分钟大熊猫，着实体验感一般般，8月的尾巴去的，人已经不算太多了，但是成都的天气依然火热，景区绕的我晕头转向,IP属地:山东,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色2,趣味2,性价比1,2024-08-28 发布点评,没观看表演票哼退不了,IP属地:四川,,,大熊猫基地差评
舞动的?,黄金贵宾,2分,一般,景色5,趣味2,性价比3,2024-08-28 发布点评,去了以后熊猫只看到五个,IP属地:四川,,,大熊猫基地差评
M48****0894,铂金贵宾,2分,一般,景色2,趣味1,性价比1,2024-08-27 发布点评,人多，熊猫一般看不见，暑假不适合去。,IP属地:湖南,,,大熊猫基地差评
爱( ? 3?)??,黄金贵宾,2分,一般,景色2,趣味3,性价比2,2024-08-27 发布点评,不建议去，去了啥也看不到，除非是选取没开门就去排队，里面热的要死，基本看不到花花，不联系大家去看，浪费时间和金钱,IP属地:江苏,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色4,趣味3,性价比1,2024-08-27 发布点评,景区还可以，携程网很**，特别没人性，孩子生病，不让退票,IP属地:青海,,,大熊猫基地差评
M26****3629,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-27 发布点评,真**，熊猫熊猫看不见，电瓶车没票,IP属地:四川,,,大熊猫基地差评
如眉,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-26 发布点评,体验感不好,IP属地:重庆,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味4,性价比1,2024-08-26 发布点评,这个天气不适合去,IP属地:中国香港,,,大熊猫基地差评
M22****3320,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-08-25 发布点评,天气热熊猫不能到室外，可以理解，那你开放干什么，或者提前通知一下啊，太阳晒着我去花钱逛你的竹林了是吗，失望至极 本来起大早想着看到不亏，真让人失望,IP属地:四川,,,大熊猫基地差评
138****7706,钻石贵宾,1分,不佳,景色1,趣味2,性价比2,2024-08-25 发布点评,这个景点太热，太不人性化，累死人,IP属地:四川,,,大熊猫基地差评
M58****1804,,1分,不佳,景色1,趣味1,性价比1,2024-08-25 发布点评,定的酒店离熊猫基地跟近，就是为了看熊猫。早上6点多出门，到了以后人多的受不了。上车后才告诉大家26℃熊猫就不出来活动了。夏天成都哪一天温度没有30℃往上。既然知道了，为什么还要卖票让大家排队。排了一个半小了，看到有两只趴着睡的，还不让停留拍照，就是走马观花！！！太坑了，体验感超级差,IP属地:陕西,,,大熊猫基地差评
231****268,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-25 发布点评,真别来，就看见一小熊猫。吃相太难看了，人也多。我想退票，退票，退票。不展出也不公式，验票完了告诉都不展出大熊猫,IP属地:四川,,,大熊猫基地差评
M24****2214,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-25 发布点评,7，8，9月不来后悔，来了更后悔，排队到怀疑人生，看到看不到熊猫，看自己运气吧，总之，不是为了小朋友来看，还请慎重选择,IP属地:四川,,,大熊猫基地差评
M55****7605,黄金贵宾,1分,不佳,景色3,趣味2,性价比2,2024-08-24 发布点评,除了竹林还是竹林基本看不到什么熊猫，天气太热转了两个小时撤退，没意思,IP属地:北京,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-24 发布点评,不能更差的组织，第一，助理电话竟然是空号，是哪里聘用的兼职？连电话是否接通主办方都没有审核就聘用工作么？第二，结束时，十二点，主办方工作人员带着几个孩子顶着大太阳站在无任何遮挡的小马路中间，非要孩子给家长电话，到马路中间来接孩子，旁边两米远的树荫不站，尽管不是我自己的孩子看着正午晒太阳，也是担心中暑。几个孩子晒得小脸通红。第三，原本说明是给熊猫做窝窝头，变成做什么小饼干，做饼干何必来熊猫基地制作呢，难怪不建议家长跟全程，没有家长就可以随意调整行程，行程完成质量就没有办法进行准确评估，讲解是否专业也无法做清晰了解。绝对不推荐。,IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味1,性价比3,2024-08-24 发布点评,早上7:30开门进去熊猫就已经进去玻璃房了，外面一只都没有。里面很大走路起码两三个小时。每个馆里面进去也不一定看得见熊猫。有的没出来有的在睡觉。坐观光车出去排超长的队,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色3,趣味1,性价比1,2024-08-24 发布点评,导游服务很差！,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,2024-08-24 发布点评,大老远连夜赶过来从五点排队两小时看熊猫，进来什么都没有，瞎转大圈，路线太差，没有正确引导，成都熊猫是这样做事情的吗？让人心寒,IP属地:四川,,,大熊猫基地差评
奔三三的猫i,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-24 发布点评,一个馆就一两只熊猫，没有什么熊猫，馆很大，都是竹子林，没什么看头。进馆没有凳子，没有空调，没有看熊猫的。1.3都要30块观光车，问题是这观光车就停5个站，有个还是美食街！去其他地方还得走好久好久的路，要你这观光车来干什么？这基地就是来赚观光车费用的吧,IP属地:湖南,,,大熊猫基地差评
M28****9099,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-08-23 发布点评,全部都是人！！！！！,IP属地:河南,,,大熊猫基地差评
斌云若雨,钻石贵宾,1分,不佳,景色2,趣味1,性价比1,2024-08-23 发布点评,熊猫基地不建议，刚踩雷，早上6点到排了两个小时的队，再跑步到6号别墅，再排队看3分钟，连花花屁股也看不到，其他地方也没有看到几只，遭罪,IP属地:四川,,,大熊猫基地差评
_m13****0760,,1分,不佳,景色1,趣味1,性价比1,2024-08-22 发布点评,太太太**了，此刻排队的情况，目的是滞留客人拉动消费，没特别喜欢真是别去了，无比后悔,IP属地:四川,,,大熊猫基地差评
