user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,content_wrap,from,iplocation,,,attraction_name
M43****982,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,"探秘杜甫草堂??古韵悠悠，诗意盎然！???
成都的杜甫草堂，是我心心念念已久的地方。这次终于有机会亲自探访，真的是太美了！??
走进草堂，仿佛穿越到了千年前的大唐。满眼的绿色，让人心情舒畅。??
杜甫的雕像矗立在门口，神态安详，仿佛在诉说着他的诗路历程。??
草堂内的建筑古色古香，充满了文化底蕴。每一步都能感受到历史的厚重。??
在这里，你可以静静地品味杜甫的诗作，感受他的悲悯情怀。??
还可以参观杜甫的故居，了解他的生活轨迹。真的很受教育。??
最后，别忘了在草堂的荷塘边留个影，留下你的诗意回忆。??
总的来说，杜甫草堂是一个充满诗意和韵味的地方，强烈推荐大家去探访哦！??",来自订单,IP属地:广东,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,像个大公园，天气好的时候特别适合逛,来自订单,IP属地:黑龙江,,,杜甫草堂好评
星絮,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,必须推荐去的，带孩子去很棒。,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,值得一去，很好,来自订单,IP属地:北京,,,杜甫草堂好评
M30****1126,黄金贵宾,4分,满意,景色5,趣味4,性价比4,景色优美，景区很大，值得参观,来自订单,IP属地:四川,,,杜甫草堂好评
y茶语人生,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,草堂环境优雅，人文底蕴深厚，文艺演出精彩！,来自订单,IP属地:贵州,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,还行，值得一去的地方。,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,,5分,超棒,,,,"很棒的地方参观,但由于中国新年,非常拥挤",来自Trip.com,IP属地:未知,,,杜甫草堂好评
300****788,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,还是很值得来的，感受川派园林，松竹梅，红梅幽香，绿梅雅致，三色梅奇特。,来自订单,IP属地:北京,,,杜甫草堂好评
M46****6244,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,景点内盆景优美，造型别致有创意，春夜喜雨亭很有特色，就是讲解人员在每一处停留讲解时间过长，造成游客滞留，拥堵，感觉好像人很多，其实几个讲解员带的人都停留在一处，尤其草屋参观通道狭窄,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,环境很好，园区外公园也值得推荐,来自订单,IP属地:江西,,,杜甫草堂好评
Alfree Chan,,4分,满意,,,,值得入来参观，了解我国诗人情怀，场内面积不少，可游足最少半天至一天时间，相当充实。,来自Trip.com,IP属地:未知,,,杜甫草堂好评
M28****4866,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,值得一去的景点，很赞！,来自订单,IP属地:四川,,,杜甫草堂好评
nana_as,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,老师非常厉害，年纪不大。历史典故，诗词歌赋信手拈来厉害????,来自订单,IP属地:四川,,,杜甫草堂好评
半城烟雨半城笛,铂金贵宾,4分,满意,景色4,趣味4,性价比4,旺季来的，人太多了。里面也不是很大，一小时就逛完了。纯纯是来打卡名人住过的地方的，没有什么特别值得看的。感觉有这个时间不如安排去武侯祠锦里。,来自订单,IP属地:上海,,,杜甫草堂好评
M22****912,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,值得一去。春节期间人比较多。,来自订单,IP属地:天津,,,杜甫草堂好评
左蓝右红,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,长见识了。。。。,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,4分,满意,景色5,趣味4,性价比5,孩子学习到很多东西 还是需要找个导游才有意思,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味4,性价比5,趣味性不高 在外面找的导游讲得很好,来自订单,IP属地:四川,,,杜甫草堂好评
_WeCh****23756,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,带孩子了解杜甫也是不错的。,来自订单,IP属地:四川,,,杜甫草堂好评
M10****972,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很好很好很好很好很好。,来自订单,IP属地:四川,,,杜甫草堂好评
M10****972,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很好，很好,来自订单,IP属地:四川,,,杜甫草堂好评
_gf520****405801,,5分,超棒,景色5,趣味5,性价比5,可以说是到此一游，没有什么看,来自订单,IP属地:中国香港,,,杜甫草堂好评
最爱到爆烊的仙女,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,环境优美，带着孩子走一走，能了解很多杜甫和其他文人的事迹，工作人员很多，随时可以咨询！成都是一个去了不想走的城市！非常满意这次的成都之行！,来自订单,IP属地:山东,,,杜甫草堂好评
匿名用户,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,导游风趣幽默 很好 很有耐心,来自订单,IP属地:四川,,,杜甫草堂好评
斯莱克-埃韦克阮籍,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,玩的非常开心,来自订单,IP属地:陕西,,,杜甫草堂好评
匿名用户,黄金贵宾,4分,满意,景色4,趣味4,性价比4,有文化底蕴，爱国主义教育好地方,来自订单,IP属地:重庆,,,杜甫草堂好评
刘黛黛,,5分,超棒,景色5,趣味5,性价比5,很好玩，就是春节人多，不过活动也多，热闹。值得一去。,来自订单,IP属地:天津,,,杜甫草堂好评
ivyleaguegirl,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,那天刚好只有我们4个人报名，张家敏老师不错，会根据小朋友的情况调整内容，温柔耐心，全程讲了差不多3小时，两个小娃娃还是吸收了不少知识。也不会因为我们人少而缩减内容，很敬业,来自订单,IP属地:广东,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,二次游玩，听了一场大戏！,来自订单,IP属地:四川,,,杜甫草堂好评
infinite_wp,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,还不错，比较休闲，适合慢慢闲逛。还可以带娃一起学习杜甫的诗，十分的棒??,来自订单,IP属地:四川,,,杜甫草堂好评
118****370,,5分,超棒,景色5,趣味5,性价比5,不错 很干净舒适,来自订单,IP属地:福建,,,杜甫草堂好评
118****484,钻石贵宾,4分,满意,景色4,趣味4,性价比4,初一去的 逛的夜间庙会 人太多了,来自订单,IP属地:北京,,,杜甫草堂好评
320****327,,5分,超棒,景色5,趣味5,性价比5,杜甫草堂值得看的地方很小，大部分都是后来扩建的，加上假期人太多了，基本没看到啥，不过环境还是挺清幽的，以后有机会再来成都的话，一定要好好游玩！,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,三国迷必去打卡之地,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,不错不错……,来自订单,IP属地:四川,,,杜甫草堂好评
武北,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,带孩子去了解历史，非常值得一去的景点。,来自订单,IP属地:广东,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很值得一去的地方 可以请个讲解，冬天去满园的腊梅香很是怡人 可以背好杜甫的诗去玩，更有感觉,来自订单,IP属地:浙江,,,杜甫草堂好评
M48****323,铂金贵宾,4分,满意,景色4,趣味3,性价比3,一般般，无服务人员，下次不会再去,来自订单,IP属地:四川,,,杜甫草堂好评
妞小宝,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,懂人文地理更有趣味要不就是逛公园的感觉,来自订单,IP属地:江苏,,,杜甫草堂好评
_WeCh****20907,黄金贵宾,4分,满意,景色5,趣味3,性价比3,当公园逛一逛，雨后空气好，景色美。但踩了一个坑，关于讲解，因为春节去，人多，有点慌乱，没仔细看。自动讲解机那，有工作人员指导操作，但是不会提示，你可以选择公众号付费听讲解。然后帮你操作，问你要不要耳机，不说耳机单独收费，说要，结果耳机是12元卖你一个。要是没有人帮你和弄，还会认真看看如何收费。,来自订单,IP属地:辽宁,,,杜甫草堂好评
M42****1485,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,好好好好??,来自订单,IP属地:四川,,,杜甫草堂好评
186****0365,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,讲解非常专业丰富,来自订单,IP属地:四川,,,杜甫草堂好评
灯火阑珊ycx,黄金贵宾,5分,超棒,景色5,趣味5,性价比3,景区环境很好，围绕草堂的浣花溪公园景色很好。唯一不足是景区内指引牌不明显，我们绕了很多路，最终成功错过了“草堂”，只当是逛了一个大公园吧。,来自订单,IP属地:四川,,,杜甫草堂好评
M29****2954,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,很值得去，太大了，了解了很多有关杜甫的事迹，真的很敬佩,来自订单,IP属地:四川,,,杜甫草堂好评
咕小噜907,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,挺有教育意义的，值得一看,来自订单,IP属地:广东,,,杜甫草堂好评
咕小噜907,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,值得看的很有教育意义,来自订单,IP属地:广东,,,杜甫草堂好评
咕小噜907,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,听讲解才能看懂，讲的还是可以的,来自订单,IP属地:广东,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味3,性价比5,人文景点，来成都总还是想拜谒一下忧国忧民的杜甫先生，请了大咖说的老师，孩子很喜欢，从诗圣的生活场景，所写的诗句串起了杜甫的一生。建议带孩子还是要请专业的讲解。,来自订单,IP属地:陕西,,,杜甫草堂好评
mo****18,,5分,超棒,景色5,趣味5,性价比5,一般般，竹林不错,来自订单,IP属地:云南,,,杜甫草堂好评
M67****6120,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,??很好的体验。,来自订单,IP属地:四川,,,杜甫草堂好评
M26****841,,5分,超棒,景色5,趣味5,性价比5,确实值得来,来自订单,IP属地:四川,,,杜甫草堂好评
沧海笑HDZH,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,挺好，省心省力！,来自订单,IP属地:陕西,,,杜甫草堂好评
hello20000,钻石贵宾,4分,满意,景色4,趣味4,性价比4,景区有些碑刻和雕塑，有模拟的当时的草堂，但整体布置有些简单，像个大公园。,来自订单,IP属地:四川,,,杜甫草堂好评
137****7077,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,还不错 黑导游讲解比较普遍 有点乱,来自订单,IP属地:天津,,,杜甫草堂好评
M43****505,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,小朋友很喜欢,来自订单,IP属地:四川,,,杜甫草堂好评
M22****0286,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,讲解的老师非常好,来自订单,IP属地:四川,,,杜甫草堂好评
可爱的萌呆桃,铂金贵宾,4分,满意,景色4,趣味4,性价比4,人很多，讲解的知识点还是不错的，个人建议读了杜甫的传记来就没有必要听讲解了。节日期间人太多了，文创产品确实很不错，娃最欢乐的是吃了文创雪糕。,来自订单,IP属地:广东,,,杜甫草堂好评
M42****4755,,5分,超棒,景色5,趣味5,性价比5,很好，很好，很好,来自订单,IP属地:四川,,,杜甫草堂好评
福特大白,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,在草堂正门进来，属于中轴线的那种，有主要建筑，比南门人少，南门牌匾上边有杜甫草堂，所以人多一下，里边环境非常好，遗留古迹也很多，下次还会去,来自订单,IP属地:北京,,,杜甫草堂好评
_ZFB****40521,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,进入景区快,来自订单,IP属地:四川,,,杜甫草堂好评
M29****8052,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,诗圣杜甫的草堂将《茅屋为秋风所破歌》里的场所具象化。值得来看一下这位忧国忧民的诗人。地方挺大的。有很多小景点点位可以打卡，绿化很好，搭配建筑，拍照很好看。,来自订单,IP属地:四川,,,杜甫草堂好评
M22****3560,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,想带孩子去最好找讲解员，增加孩子的认知，如果单纯打卡就不用了，红墙和园景都不错,来自订单,IP属地:湖北,,,杜甫草堂好评
M54****559,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,如果你带了小朋友，最好找个讲解，红墙那里比较容易出片，有机会还会再去的,来自订单,IP属地:重庆,,,杜甫草堂好评
M53****996,黄金贵宾,5分,超棒,景色5,趣味5,性价比4,带孩子去的很值得,来自订单,IP属地:陕西,,,杜甫草堂好评
匿名用户,钻石贵宾,4分,满意,景色4,趣味4,性价比4,景观不错，本来以为不大的进去后发现一圈逛下来也挺累了，没必要请讲解的，自己进去看看好了,来自订单,IP属地:江苏,,,杜甫草堂好评
匿名用户,铂金贵宾,4分,满意,景色4,趣味4,性价比4,值得慢慢逛逛,来自订单,IP属地:四川,,,杜甫草堂好评
奥列纳依娃,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,讲解得非常好。会与小孩做互动，也会跟大人做互动。态度和蔼。性价比很高。,来自订单,IP属地:四川,,,杜甫草堂好评
延边白山,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,杜甫草堂博物馆位于成都轨道交通草堂北路站附近，装修环境很有川蜀风情，店内工作人员服务态度很好，景区门口有服务咨询台，可邀请解说员进行讲解。,来自订单,IP属地:重庆,,,杜甫草堂好评
_ucwe****626660,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常不错，挺好的。值得一来。,来自订单,IP属地:四川,,,杜甫草堂好评
288****349,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,只能说还行吧,来自订单,IP属地:广东,,,杜甫草堂好评
M31****2362,,5分,超棒,景色5,趣味5,性价比5,还可以到成都玩的第一站,来自订单,IP属地:重庆,,,杜甫草堂好评
qq花??花??,,5分,超棒,景色4,趣味5,性价比4,费非常好，特别是环境卫生，很适合小朋友去。看看，,来自订单,IP属地:四川,,,杜甫草堂好评
lx****12,铂金贵宾,5分,超棒,景色5,趣味3,性价比5,带孩子去的，玩的挺高兴,来自订单,IP属地:北京,,,杜甫草堂好评
海泉0725,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,有助于了解历史，值得去参观！,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,,5分,超棒,景色5,趣味5,性价比5,过年去的杜甫草堂，园区人多热闹，环境干净，清新怡人，好看的绿植，一路感受艺术魅力。,来自订单,IP属地:四川,,,杜甫草堂好评
言言12345678,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,值得一去，环境优美，干净整洁，是个不错的旅游胜地，工作人员态度谦和，乐于服务,来自订单,IP属地:江苏,,,杜甫草堂好评
M12****353,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,过年人超级多，不过真的是很值得去一下的。,来自订单,IP属地:辽宁,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,张导的讲解，就如同细水长流一般丰富深邃，故事中跳跃着无穷无尽的魅力。他如熊熊烈火般热情四溢，为这寒冷冬日带来阵阵暖流。(〃&#39;▽&#39;〃),来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,总体还可以吧。,来自订单,IP属地:福建,,,杜甫草堂好评
勇者无敌@,,5分,超棒,景色5,趣味5,性价比5,建议大家有时间去看看,来自订单,IP属地:云南,,,杜甫草堂好评
勇者无敌@,,5分,超棒,景色5,趣味5,性价比5,朋友很喜欢,来自订单,IP属地:云南,,,杜甫草堂好评
勇者无敌@,,5分,超棒,景色5,趣味5,性价比5,成都市中心的景点，了解杜甫，增加知识,来自订单,IP属地:云南,,,杜甫草堂好评
gzhdlin,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,好啊，挺不错的，就是人多,来自订单,IP属地:广东,,,杜甫草堂好评
110****020,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,非常值得一去！！环境优雅宁静，可以慢慢逛大半天，值得细细品味！,来自订单,IP属地:四川,,,杜甫草堂好评
M10****687,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,不错，值得推荐。,来自订单,IP属地:四川,,,杜甫草堂好评
chxjicindy,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,适合亲子活动地方，环境优美,来自订单,IP属地:河北,,,杜甫草堂好评
M68****3316,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,讲解精彩详细，内容丰富,来自订单,IP属地:四川,,,杜甫草堂好评
300****645,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,环境超好，很有文化。值得一去。,来自订单,IP属地:四川,,,杜甫草堂好评
1966紫气东来,,5分,超棒,景色5,趣味5,性价比5,杜蒲草堂值得推荐,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,挺好的体验。可以选择,来自订单,IP属地:云南,,,杜甫草堂好评
哈哈1314,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,值得去游玩,来自订单,IP属地:江苏,,,杜甫草堂好评
Y Feng,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,较强的教育和历史意义,来自订单,IP属地:北京,,,杜甫草堂好评
象棋嘻嘻,,5分,超棒,景色5,趣味4,性价比5,满满的历史文化，一定要请讲解，要不然非常枯燥,来自订单,IP属地:四川,,,杜甫草堂好评
M22****8955,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,像一个大滴公园,来自订单,IP属地:四川,,,杜甫草堂好评
M48****124,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常不错，就是人多。,来自订单,IP属地:四川,,,杜甫草堂好评
M25****8564,黄金贵宾,4分,满意,景色5,趣味5,性价比4,刚好遇到民俗表演，很浓厚的文化和民俗氛围。,来自订单,IP属地:四川,,,杜甫草堂好评
300****138,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,挺好，导游知识渊博，唐诗宋词出口成章，赞,来自订单,IP属地:四川,,,杜甫草堂好评
110****148,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,叶子老师讲解非常丰富，耐心细致。让人对杜甫草堂有了更深入的了解和认识。,来自订单,IP属地:四川,,,杜甫草堂好评
德An,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,过年去的，各种非遗体验很不错。孩子很喜欢，园区环境优雅宜人。气候也很好。,来自订单,IP属地:陕西,,,杜甫草堂好评
M10****953,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常方便，很好,来自订单,IP属地:四川,,,杜甫草堂好评
_WeCh****534581,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,成都旅行必选之地,来自订单,IP属地:四川,,,杜甫草堂好评
M54****796,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,很好，很快，不错，值得推荐,来自订单,IP属地:四川,,,杜甫草堂好评
M30****287,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,老师讲解的生动详细，文化底蕴比较深厚，小朋友听得仔细,来自订单,IP属地:四川,,,杜甫草堂好评
E52****92,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很不错，值得来,来自订单,IP属地:浙江,,,杜甫草堂好评
匿名用户,,5分,超棒,景色5,趣味5,性价比4,非常棒的地方，可以带着孩子一起去。。……。。。，！，！。。。。。。。。,来自订单,IP属地:山东,,,杜甫草堂好评
嘉善杜如晦,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常大，走好久,来自订单,IP属地:四川,,,杜甫草堂好评
无聊至极,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,环境不错，有文化底蕴。,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,讲解得很专业，知识点很丰富，小孩子听得很有兴趣，值得推荐。。 不错不错。,来自订单,IP属地:四川,,,杜甫草堂好评
cfwh007,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,不错，出票快,来自订单,IP属地:四川,,,杜甫草堂好评
159****7109,,5分,超棒,景色5,趣味5,性价比5,非常好的景点,来自订单,IP属地:广东,,,杜甫草堂好评
匿名用户,,4分,满意,景色4,趣味4,性价比4,很不错，值得去！,来自订单,IP属地:贵州,,,杜甫草堂好评
一王??情深????????,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,杜甫草堂还是比较值得去参观的，逛了园林景区，看了演出??，听了万佛楼的古筝曲等等，更多值得看的内容，很不错。还是很值得带孩子来打卡参观的。,来自订单,IP属地:四川,,,杜甫草堂好评
206****328,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,带孩子旅行首选,来自订单,IP属地:山西,,,杜甫草堂好评
_CFT01****2315551,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,讲解员小李挺好的，喜欢她娴静不失活泼的性格，同时讲解也很好，到这种地方如果没有讲解自己看会感觉没有门道和枯燥，也会很潦草，有个专门的人讲哈会有意思得多，一家3个人都觉得是个很好的的体验。,来自订单,IP属地:四川,,,杜甫草堂好评
M53****6633,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常非常非常满意,来自订单,IP属地:四川,,,杜甫草堂好评
禾he,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,讲解老师是真心喜欢诗词，两个小时背了几十首，博古通今，娓娓道来。诗词、文学、历史、地理都有涉及，还做了书签，发了通关文牒，集了章，很有意思！,来自订单,IP属地:四川,,,杜甫草堂好评
M33****0416,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,很不错，值得一去,来自订单,IP属地:四川,,,杜甫草堂好评
伟伟?? ??,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,非常值去得,来自订单,IP属地:上海,,,杜甫草堂好评
小闹钟2024,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,好好好好好好好好好好,来自订单,IP属地:江苏,,,杜甫草堂好评
M25****7074,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,腊梅花很好看，环境宜人,来自订单,IP属地:北京,,,杜甫草堂好评
M49****8210,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,王老师讲解很棒，孩子边听边学，还get到一些语文学习方法。,来自订单,IP属地:安徽,,,杜甫草堂好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,带着孩子了解一下杜子美，必须要讲讲解！,来自订单,IP属地:陕西,,,杜甫草堂好评
cicicq,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,还是小团讲解好，内容丰富，知识点灵活多变，利于吸收。推荐一下，不虚此行。,来自订单,IP属地:四川,,,杜甫草堂好评
雪儿395472847,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很值得去，很棒,来自订单,IP属地:广东,,,杜甫草堂好评
_WeCh****1490,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,很棒的体验,来自订单,IP属地:湖南,,,杜甫草堂好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,很好很棒………………………………………………………………………………………………………………………………………………………………………,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,房间干净卫生，服务好，停车位齐全，性价比高，值得推荐。,来自订单,IP属地:广东,,,杜甫草堂好评
M37****8263,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,服务温馨，卫生特别干净。,来自订单,IP属地:山西,,,杜甫草堂好评
M25****7684,,5分,超棒,景色5,趣味5,性价比5,环境好导游热情,来自订单,IP属地:四川,,,杜甫草堂好评
186****3659,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,"今天人流量是有点多的，这时候讲解是特别加分的。我们约的10点钟的场次，9点半抵达，讲解老师已经在园内等候。我们先行转了转，微雨朦胧的氛围感与杜甫草堂很相配。
10点准时开始，讲解老师的声音舒适，规划路线合适，能照顾到一行人，也能及时沟通需求。剖析杜甫的出生和逝去，带着问题，运用历时与诗歌深入浅出。也让我们更理解杜甫为什么是人民的喉舌，他的诗为什么是陪伴我们生长着的。还收获了许多有趣的知识点。比如杜甫是官几代，祖上与诸葛同享文武的是谁？他的棺椁到底会在何处？为什么选择陆游、黄庭坚与他作伴。杜甫的朋友圈，他的邻居他的朋友他的天下",来自订单,IP属地:四川,,,杜甫草堂好评
_WeCh****197909,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,王老师的讲解生动活泼，小学高年级和初中生很适合。研学式游览很涨知识，了解了诗人和四川的生活,来自订单,IP属地:四川,,,杜甫草堂好评
徐徐翱翔,钻石贵宾,5分,超棒,景色5,趣味4,性价比5,地方挺大的，假日人多的很，但可看的不算多，逛逛还行，但门票相对有些贵了，性价比不高。,来自订单,IP属地:湖北,,,杜甫草堂好评
186****6050,铂金贵宾,4分,满意,景色5,趣味4,性价比4,各方面都还不错，加油！,来自订单,IP属地:湖北,,,杜甫草堂好评
kendang,,4分,满意,景色5,趣味4,性价比4,人超级多，草屋排队到岔口了，远观了一下就走了，对3年纪的小朋友来说还是有不少收获的，杜甫的生平经历介绍的也比较详细，性价比还是比较高的,来自订单,IP属地:浙江,,,杜甫草堂好评
米纳z,,5分,超棒,景色5,趣味5,性价比5,景点很棒，几乎文创都有免费印章盖，1月底室外有点冷,来自订单,IP属地:四川,,,杜甫草堂好评
M21****014,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,环境特别嗨,来自订单,IP属地:四川,,,杜甫草堂好评
静静,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,订购方便，入园流程简单。,来自订单,IP属地:四川,,,杜甫草堂好评
danta,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,环境好，可以常来,来自订单,IP属地:四川,,,杜甫草堂好评
啊迷诺斯,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,在杜甫草堂偶遇一对父子游客，父亲耐心地为儿子讲解杜甫的诗作，这一幕让我感受到了家庭教育的美好瞬间。??????,来自订单,IP属地:上海,,,杜甫草堂好评
M65****9714,,4分,满意,景色5,趣味3,性价比3,好好好好好,来自订单,IP属地:辽宁,,,杜甫草堂好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,讲解员讲的非常生动，不懂历史的我听的也很投入，忘了她叫什么，好像姓曾，给她点????,来自订单,IP属地:四川,,,杜甫草堂好评
匿名用户,钻石贵宾,5分,超棒,景色4,趣味4,性价比4,挺好的，值得一去,来自订单,IP属地:贵州,,,杜甫草堂好评
dai****843,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,环境优美，空气清新,来自订单,IP属地:河南,,,杜甫草堂好评
M23****8462,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,非常棒！！！,来自订单,IP属地:重庆,,,杜甫草堂好评
肉饼哥哥,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,杜甫草堂里面真的很大，建议花大概5个小时游玩，里面有很多景点，还有园林景色，还有很多诗词，都值得观看。由于里面都是花花草草，建议去之前喷洒一点驱蚊液，这样子可以减少蚊虫的叮咬。,来自订单,IP属地:广东,,,杜甫草堂好评
e33****93,,5分,超棒,景色5,趣味5,性价比5,非常不错的地方，值得一去,来自订单,IP属地:宁夏,,,杜甫草堂好评
320****834,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,杜甫草堂特别大，我们逛了三个半小时还没逛完，有各种杜甫生平介绍，他住过的茅草屋，还有一些展品，尤其是杜甫的诗，孩子背的不亦乐乎，一些展品设施设置非常有乐趣，孩子喜欢。要自带一些零食，否则会饿。冬天的梅花很漂亮。,来自订单,IP属地:上海,,,杜甫草堂好评
_WeCh****10348,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,值得带孩子和家人参观，景区环境不错，跟着讲解能了解到很多历史知识！！！,来自订单,IP属地:江苏,,,杜甫草堂好评
匿名用户,铂金贵宾,5分,超棒,景色4,趣味3,性价比4,带孩子必来打卡的地方,来自订单,IP属地:四川,,,杜甫草堂好评
