user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,video-js src,user_detail_tags_text,resource_date_text,from
信马有疆,5分,超棒,景色5,趣味5,性价比5,位于北京城西北，地铁4号线及多趟公交车都能抵达。公园有北宫门、东宫门、文昌阁门、新建宫门、正门、西门等多个大门进出，交通非常便利，是举世闻名、非常著名的皇家园林，门票超级实惠，30元/人，还有诸多类型的优惠票（见后附照片）。园内山水楼台亭榭舫阁桥殿景景俱佳。每次来，不论正值春夏秋冬哪个季节，都让人流连忘返，心旷神怡。俊秀的万寿山、借景的万泉山，俏美的玉带桥，连绵的十七孔桥，以及水波潋滟游船点点的昆明湖，湖畔的铜牛，麒麟，一段段历史，无尽的传说……。进得东宫门，入仁寿门，瞻仰了勤政殿，铁麒麟，沿左手步入昆明湖畔向南，依次过文昌阁门、新建宫门，看了勉民农耕的铜牛，巍峨壮观的八方亭，美丽的玉带桥，不知不觉已近午时。匆匆拍了几张照片，但不胜遗憾的是，美中不足，今天天气不好，缺了帝都金秋亮瞎人眼的蓝天白云。差强人意，上几张图：,,,,,
M42****063,5分,超棒,景色5,趣味5,性价比5,出差完，和同事们来颐和园玩儿，路遇管理处的吴先生，如何在两三个小时把喜欢的地方玩完。吴先生一路指点，给了我们热情的帮助，北京有厚重又壮美的大格局的皇家园林，皇家园林有这样的热情、大方的守护者，实之幸也！对北京的感觉又好了几分。再次感谢颐和园管理处的吴先生，只知道他开一辆白色现代车。,,,,,
new2000th,5分,超棒,景色5,趣味5,性价比5,颐园百花好 霾重色更浓！尽管今天是个雾霾天，但是颐和园里依然是百花盛开 花团锦簇 在灰色的雾霾天气中 枝头的花朵显得更加艳丽多彩,,,,,
陌默111,5分,超棒,景色5,趣味5,性价比5,以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，颐和园环境不错，有七孔桥，很大的昆明湖。人少的时候适合慢慢游玩，静思。有很多有特色的皇家建筑。最著名的就是长廊，这个长廊有724米，上有1万多幅苏式彩画。是去北京必去的一个景点。,,,,,
nanke2006,4分,满意,景色4,趣味4,性价比4,大年初一，本来以为颐和园的游客不会太多，没想到依然不少，当然比起旺季的节假日还是逊色不少。颐和园做为清朝的皇家园林，历经多个时期的修建，湖光山色交相辉映，亭台楼阁错落有致，可惜的是冬季昆明湖中厚厚的冰层无法泛舟湖上，若是暑假应该是非常舒心的避暑胜地。,,,,,
_WeCh****577349,4分,满意,景色5,趣味4,性价比5,第一天路线。东三环10转4到颐和园，带着老人和小孩爬了两座三，速度相当慢，人很多，景区内消费适中，比常州景区便宜一半。景区内路标、路线图有点少。因为是冬季，少了植物的色彩，缺了点生机。很喜欢佛香阁单向线，走在那窄窄的楼道，很有别样的感觉。,,,,,
yangjack,5分,超棒,景色5,趣味4,性价比5,不愧是皇家园林，只能说皇帝太会享受了，我去了我不想走了，景色迷人。山水湖畔，亭台楼阁，万寿山牌楼不得不说古代建筑艺术高绝。我从北宫门进，上山看牌楼，万佛阁，西侧下山，去了石舫，延长亭到金牛，十六孔桥，路上遇到几个闲逛的当地人，说就是文昌院值得再花钱看看，东西都在里面，其他地方都是新建，没东西。,,,,,
HKWS,5分,超棒,景色5,趣味5,性价比5,颐和园是中国四大名园之一，此次前来，主要为观赏玉兰花，两周前还未开放，每年都不想错过这花开时的美景，乐寿堂前的玉兰花最负盛名，同时也有“玉堂富贵”的美好寓意。,,,,,
ca****y,5分,超棒,景色5,趣味5,性价比5,颐和园的十七孔桥金光穿洞最佳时间：冬至（12月22日）前后下午4点左右，每天持续时间大约20分钟，每年冬至前后，落日余晖穿过颐和园的十七孔桥，照亮全部十七个桥洞，呈现出壮丽景观，俗称“金光穿洞”。,,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"颐和园是有杏花开的，那是在西堤，著名的西堤上有很多花，大多数都是桃花、李子花、还有迎春和连翘。

   柳树是颐和园西堤地面最多的树种，由于柳树婀娜多姿，随风而去的身影，给颐和园平添了许多别样的情趣。",,,,,
Miranda-zm,5分,超棒,景色5,趣味5,性价比5,"突有灵感想去颐和园的西门看看那座著名的拱桥：颐和园（清漪园）玉带桥，记下了桥身两侧的对联，恰如其分地描绘了这里的美景：

螺黛一痕平铺明月镜
虹光百尺横瑛水晶帘

地到瀛洲星河天上近
景分蓬岛宫阙水边多",,,,,
我就是山野村夫,5分,超棒,景色5,趣味5,性价比5,从颐和园北宫门进颐和园后，首先映入眼帘的万寿山后山寂静的森林，有许多二三百年的古树，阳光通过树叶缝隙，斑驳地洒在草坪上，像一幅幅明暗交错的经典油画。,,,,,
危楼高百尺5手可摘星辰,5分,超棒,景色5,趣味5,性价比5,真的很美，简直就是把苏杭搬到北京来了，太大了，可以买个10元的地图，不会错过好地方，还可以留作纪念，可以带件长袖外套，临近昆明湖还挺冷的，可以简单带点吃的，不虚此行……,,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,颐和园百看不厌，这一辈子活了七十五岁，来过颐和园不知道多少次，估计要有百次之多，为什么呢？是没有见识过其它美丽的地方吗，不，世界很多皇家园林都看过，可是都没有感动自己。,,,,,
jack的天空,5分,超棒,景色5,趣味5,性价比5,颐和园的面积非常大，可以玩几个小时，里面的建筑和园林都很有历史故事和典故，可以边走边听边玩，很值得一来，这里的北方园林的建筑风格还融合了南方江南园林的格局，很不错。,IP属地:浙江,,,,
兴宇妈妈,5分,超棒,景色5,趣味5,性价比5,颐和园不愧为皇家园林，风景如画，美不胜收。随便一拍就是大片。很值得坐皇家游船去。万寿山，十七孔桥，长廊，石舫。园林很大，全部逛完估计要一天。我们选了几处精华点打卡。,IP属地:广东,,,,
M39****7377,5分,超棒,景色5,趣味5,性价比5,颐和园，位于山水清幽、景色秀丽的北京西北，原名清漪园，是清代皇家园林“三山五冠”中最晚兴建的一座，也是目前保存最完整的一座。始建于公元1750年，时值中国最后一个封建盛世--康盛世&quot;期,,,,,
huahai2015,5分,超棒,景色5,趣味5,性价比5,外地人来京钟爱的一个打卡处，大门票35元，通票60元，60周岁以上老人刷身份证免票入园，1米2以下儿童也免票，五一小长假带老妈来这里游玩，基本就是去看人去了出行带个野餐垫，明智之举。,,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,颐和园是我们北京人人人必去的地方，一般来说，如果北京人之间问问你活动范围都是说，最近去颐和园了吗，花展开始了，冰场开始了，新园子开门了，桂花飘香的季节，腊梅今天开放了，去颐和园谐趣园看荷花，总之就是非常不错的选择，我们每一个北京人到颐和园就像到了自己家的后花园，一边游览一边念念不忘老佛爷的大手笔如此伟岸。,IP属地:北京,,,,
碧云侠,5分,超棒,景色5,趣味5,性价比5,"如果不拜佛，腿脚也不太好，可以找一条绕山的路，人少还平坦。皇家园林档次就是不一样。早晨早点出发，中午也就出来了。
注意:不要在出口肯德基订餐，人太多了。自备方便。",IP属地:天津,,,,
老鹰在飞翔,5分,超棒,景色5,趣味5,性价比5,颐和园，中国清朝时期皇家园林，前身为清漪园，坐落在北京西郊，全园占地3.009平方公里（其中颐和园世界文化遗产区面积为2.97平方公里），水面约占四分之三。与圆明园毗邻。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”。,IP属地:北京,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"意迟云在
    沿万寿山前山东麓有一处三开间的敞厅名为“意迟云在”。它背叠山石，曲径通幽，周围林木繁茂，极是幽静，为颐和园内一处夏季乘凉地。“意迟云在”取自杜甫《江亭》中诗句：“水流心不竞，云在意俱迟”。意为“虽然水流潺潺，但心中不想去与世竞争；虽然白云在天，但不想青云直上。”表达了一种闲适的隐逸心情。
在这里可以四面看景，山景，秋景，冬景，路过可能不经意，回过头来看，还是很有意境的地方。
三十七，廓（kuò）如亭
廓如亭位于颐和园新建宫门以南的东堤上，俗名八方亭，始建于乾隆十七年（1752年），光绪时重修。与十七孔桥、南湖岛在空间上互相映衬。
廓如亭坐北朝南。建筑面积384.95平方米，平面呈八方形，每面显3间，周围有廊，重檐八脊攒尖圆宝顶，亭中共有42根柱子。亭内每面各有一块木匾（共8块），上镌乾隆御制诗文。",IP属地:北京,,,,
好景致,5分,超棒,景色5,趣味5,性价比5,画中游是颐和园著名的景点，在这里看西山、看昆明湖、看琼岛、看十七孔桥等都是一幅幅美丽的画作，当年的皇上、太后都曾经在这里欣赏美景，当晴空万里可以清晰的看到中央电视塔，这是乾隆、慈禧都没有看到的的美丽景象，到颐和园这里是不能错过的地方。,IP属地:河北,,,,
白猫警长,5分,超棒,景色5,趣味5,性价比5,大夏天38度的高温颐和园里面人也不少，从新建宫门进入，买的到石舫的船票40一人，要是天气凉爽的话更推荐划小船，来画中游打了个卡，很多人在这里拍照，建筑颜色比较鲜亮，确实能出片吧，天气炎热，建议一定要备足水，老冰棍吃起来,IP属地:北京,,,,
白猫警长,5分,超棒,景色5,趣味5,性价比5,"颐和园，确实是一个又大又秀美的后花园。真的感叹古人的匠人精神，真的是一步一景。亭台楼阁，都是巧思，都是心血。
6月的北京，哪哪都又热又晒，颐和园是我们算打伞少的地方了。特别是阵阵湖风吹来，大夏天的还有凉意，仿佛在海边。只可惜全部听到的是慈禧太后的奢侈生活，人民的穷苦，还有清政府的无能。",IP属地:北京,,,,
白猫警长4851,5分,超棒,景色5,趣味5,性价比5,景色很不错，荷花很多，除了遗址还有很多可以拍照打卡的地方，去的时候人很多但是阻挡不了大家想玩的心情，武陵春色那块很美，地上随处可见的被炸毁的建筑触目惊心，一半惊讶，一半心酸。虽然满目疮痍，但是仍能联想到当时的辉煌，之前的全人工建成这样宏伟壮观的建筑，太厉害了,IP属地:北京,,,,
西单大叔,5分,超棒,景色5,趣味5,性价比5,"文昌阁旁颐和园博物馆看展——
        今天来颐和园是专程来看展的，昨天从“文旅北京”公众号上看到的《五月看展指南》，发现现在颐和园博物馆正有一个“形意万千——汉字文化大观展”，对这种题材的展览很有兴趣，而且颐和园博物馆也从没逛过，于是今天一早就特意来了颐和园。
        从西郊线来的，下地铁走几百米就是颐和园西门，颐和园西门恐怕是颐和园众多出入口当中人气最淡的一个了吧，也是很小的一个门，因为这里远离佛香阁、十七孔桥这些园中主要景点，所以旅游团是肯定不会从这里出入的，要不是地铁西郊线设了“颐和园西门”这么一站，估计走这个门的人会更少吧。进西门，这里是颐和园中最“偏远”的区域，主要以昆明湖边的绿地为主，游客也少，显出郊野公园的景致，沿湖岸一路散步，隔湖可以远远观望北边的佛香阁，还有西边的玉泉山，山顶的塔格外醒目，今天天气不错，能见度较高，西方更远处的香山也是清晰可见，甚至仔细观望之下香炉峰顶的重阳阁都隐隐可见。清朝在京西修三山五园可真是下了工夫的，万寿山、香山、玉泉山、清漪园、静宜园、静明园、畅春园、园明园，这一大片全都建成了皇家园林，这得是多大的排场、多大的投入，从南苑到西苑，北京周边的好地方全让皇家给占了，老百姓还真是可怜。从昆明湖西岸一路走到东岸的文昌阁，足足走了几公里，颐和园还真是大，每次在香炉峰上朝东边望，几乎是正对玉泉山和颐和园，好大一片的昆明湖总能看得极清楚，绕湖走这一通也确实辛苦。
        颐和园博物馆在文昌阁东侧，是在原来颐和园御膳房的院落里建起来的，一座平房小院，门口一对铜狮子守门，连厨房都这么气派，不愧是皇上家的产业。博物馆门票20，公园年票不好使，需要另买票，景区的联票好像可以用。这个博物馆不算大，目前开放的有六个展室，其中三个展室就是今天主要来看的汉字文化展，另外三个分别展览颐和园收藏的外国文物、宫廷盆景、宫廷瓷器。文字展主要讲了汉字的产生、演变、发展、汉字文化圈、文房四宝、汉字印刷术等等内容，展厅不算大，但文物都是各地大博物馆借来展览的，有很多极珍惜的展品，非常值得仔细参观，其中二展室里还对颜真卿的生平和主要作品进行了详细的介绍和展示，看完收获很大。其它三个展室里，颐和园收藏的清代文物也很好，毕竟是皇家御用的器物，而且多数与慈禧太后有关，文物的规格还是相当之高的，精美绝伦、贵重无比。",IP属地:北京,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"颐和园的石舫
顾名思义，就是用石头制造的一条不能行走的船，可以防止木船腐烂，做到长久之计。
北京颐和园的石舫位于颐和园北如意门附近，想要迅速看到石舫就走一段路就到了，一般来说现在想上去看看是不太容易的，只能在岸边留影。
由于是颐和园标志图，所以与佛香阁，十七孔桥，知春亭，长廊，玉澜堂，大戏台都是一看就知道是个颐和园的地方。",IP属地:北京,,,,
M27****8743,5分,超棒,景色5,趣味5,性价比5,"北京之旅≡：颐和园
【景色：巧夺天工的园林设计

  ​13日下午壹时半，在弘一法师＜李叔同＞的“骊歌”声中：长亭外、古道边，芳草碧连天…我们和张兴国夫妇辞别，相较于过去明朝“徐霞客游记”中的艰辛，现在京沪之间依托现代化高铁，千里之行仅需5小时即达。此次朋友间的短暂相聚，让我真正品读了：人间有味是清欢…
​    从垡头＜七号线＞→菜市口＜4号线＞→北宫门站，已过下午叁时，我们从北门进入颐和园，该园前身为清漪园，以杭州西湖为蓝本，汲取江南园林的设计手法，是保存最完整的一座皇家行宫御园，被誉为“皇家园林博物馆”。
    我们从北宫门→苏州街→清晏坊→佛香阁→长廊→铜牛→十七孔桥…依次游览，颐和园的最佳观览摄影时间：晨十点前和下午四时后，此刻光线最柔和，照片富有光感又不失细节。
   落日余晖下的苏州街，犹如缩小版姑苏山塘街：绸缎铺、金银手饰店、茶楼…依河而建，极大满足了＜六下江南＞乾隆皇帝，对杨州、苏杭：水巷小桥多、人家尽忱河的念念不忘…
   徐步往上登临万寿山，游览完四大部州，来到佛香阁和排云殿，映入眼帘便是密集的厅堂楼阁依山而建，再现镇江金山寺“寺包山”的奇特景象，登临其上，四周景致尽收眼底，令人心旷神怡，向南眺望：浮光跃金波，霞光染山河之昆明湖；南湖岛的三层望蟾楼阁、东堤侧的廓如亭、横卧湖面的十七孔桥，共同构成了一道高楼、长桥、亭轩起伏有序、颇为壮观的风景线；恰似一幅美伦美奂的江南山水画，令人如痴如醉、恍惚不知今夕是何年…
    穿过湖边长廊，从知春亭远眺那一沫晚霞下的西堤，黄昏的光影投射在西堤的湖面上，暮色仿佛为西堤披上了一层薄纱，如梦如幻…相邻而伴的玉峰塔影，宛如写意的水墨丹青，此刻的落日之美，已经无法用语言形容…奢望能每天到这里：望云起云落，看虚化了的人影、远眺夕阳下的湖面和天然背景板的玉泉山塔影…
​    时光斑驳了记忆，布满了岁月走过的痕迹，虽然红墙黄瓦今犹在，然世事早已更迭，繁华落尽一场空…
   然颐和园依旧是风景这边独好：
   听宫墙，走长廊，天影楼台上下涵。
   踏孔桥，扶奇石，十里青山佛香阁。

​",IP属地:上海,,,,
果汁分你一半✔,5分,超棒,景色5,趣味5,性价比5,"颐和园第十二届“傲骨幽香”梅花、蜡梅迎春文化展位于畅观堂景区，共展出梅花、蜡梅树桩盆景及其他植物百余盆、十余个品种有红梅、白梅（绿萼梅）、粉梅，还有黄黄的腊梅！
今天是节后的第一个工作日，颐和园里明显人少了，而且游人主要集中在长廊东部，昆明湖东岸，再有就是我进园早，绝大多数游人也不会八点就进园

咱北宫门进园，从四大部洲东侧上山，然后一路向西堤，向南部的畅观堂进发！

畅观堂里赏拍梅花的人也不算多，耐心等等还是能等到拍照的最佳位置和角度的。",IP属地:北京,,,,
老鹰在飞翔,5分,超棒,景色5,趣味5,性价比5,清朝乾隆皇帝继位以前，在北京西郊一带，建起了四座大型皇家园林。乾隆十五年（1750年），乾隆皇帝为孝敬其母崇庆皇太后动用448万两白银在这里改建为清漪园，形成了从现清华园到香山长达二十公里的皇家园林区。咸丰十年（1860年），清漪园被英法联军焚毁。,IP属地:北京,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"颐和园68
史诗级景点，必去不解释，里面基本上是慈禧和光绪之前的故事，古代皇室标准园林景观及寺庙及寝宫书堂之类的，颐和园特别大，如果想走全的话必须一天时间，不然就只能走一走主要的景点或者走马观花的流水式游玩了。",IP属地:浙江,,,,
老鹰在飞翔,5分,超棒,景色5,趣味5,性价比5,乾隆十五年（1750年），乾隆皇帝为孝敬其母崇庆皇太后动用448万两白银在这里改建为清漪园，形成了从现清华园到香山长达二十公里的皇家园林区。咸丰十年（1860年），清漪园被英法联军焚毁。光绪十四年（1888年）重建，改称颐和园。,IP属地:北京,,,,
快乐的小飞哥啊,5分,超棒,景色5,趣味5,性价比5,"北京颐和园 ，是清代乾隆皇帝为了筹备母亲60大寿而修建一座皇家园林，于乾隆十五年（1750年）开始建设，主要由万寿山和昆明湖两部分组成。其中水面占四分之三（大约220公顷）。园内建筑以佛香阁为中心，园中有景建筑物百余座，大小院落20余处，3555古建筑，面积70000多平方米，共有亭、台、楼、阁廊、榭等不同形式的建筑3000多间。其中有佛香阁、长廊、石舫、苏州街、十七孔桥、谐趣园、大戏台为代表的建筑。古树名木1600余株。乾隆二十九年（1764年）建成清漪园。
咸丰十年（1860年），清漪园被英法联军大火烧毁。
光绪十年至二十一年（1884—1895年），为慈禧太后退居休养，以光绪皇帝名义下令重建清漪园。由于经费有限，乃集中财力修复前山建筑群，并在昆明湖四周加筑围墙，改名颐和园。
光绪二十六年（1900年）园内建筑及文物遭八国联军破坏，光绪二十八年修复。",IP属地:北京,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"铜牛，就在十七孔桥靠近岸边，这头牛金光四射，牛气冲天。
透过牛角，颐和园的万寿山上的佛香阁正好被包括，俊俊有神。
铜牛上边有了刻字，上面说：“乾隆的《金牛铭》，其全文是：“夏禹治河，铁牛传颂，义重安澜，后人景从。制寓刚戊，象取厚坤。蛟龙远避，讵数鼍 鼋。 潫此昆明，潴流万顷。金写神牛，用镇悠永。巴邱淮水，共贯同条。人称汉武，我慕唐尧，瑞应之符，逮于西海。敬兹降祥，乾隆乙亥。”
颐和园铜牛是这里的一道风景线，与佛香阁，排云殿，长廊，知春亭，大戏台，十七孔桥，石舫组成一道风景线，是颐和园玉澜堂，谐趣园，西堤等等同样著名。",IP属地:北京,,,,
Cteraix,5分,超棒,景色5,趣味5,性价比5,"颐和园原是清朝帝王的行宫和花园，又称清漪园，以昆明湖、万寿山为基址，按照江南园林的设计手法建造，是我国现存规模非常大，保存非常完整的皇家园林，景色极具优雅，还有很多珍贵的文物，被誉为“皇家园林博物馆”。

颐和园规模宏大，全园可分3个区域：以仁寿殿为中心的政治活动区；以玉澜堂、乐寿堂为主体的帝后生活区；以长廊沿线、后山、西区为主的苑园游览区。整个园区约四分之三为昆明湖所占据，湖畔有亭、台、楼、阁、廊、榭等建筑物百余座三千余间，其中佛香阁、长廊、石舫、苏州街、十七孔桥等皆为家喻户晓的代表性建筑，也是游览颐和园不可错过的地方。

游览颐和园，除了参观金碧辉煌的殿堂建筑，乘坐景区内的游船，泛舟昆明湖上，既轻松惬意，又不误观光赏景。园内有游船码头8个：八方亭、文昌阁、玉澜堂、排云殿、石丈亭、铜牛、石舫和南湖岛，5种不同类型的游船：脚踏船、手划船、电瓶船、龙船和大型画舫。游船价格路线各异，可各取所需。

颐和园面积较大，完整的游览完至少要4-5个小时。逛得累了饿了，可以坐下来补充下能量。园内共有三个快餐亭，分别位于知春亭、排云殿东九间和石丈亭处，主要经营日常饭菜和面食，价格相对来说还算公道。如果想要应景儿，园内还有一处专营宫廷御膳的老字号饭庄：听鹂馆，在那里可以品尝到具有宫廷风味的食物，不过价格就比日常菜贵一些了。",IP属地:北京,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园50
颐和园作为一座皇家园林，历经沧桑，是来北京必不可少的一个旅游景点，颐和园虽然占地290公顷，但是绝大多数是湖，主要景点有苏州街、万寿山、佛香阁、十七孔桥等。门票旺季30、淡季20、学生票减半。同时注意浏览时穿轻便的鞋子便于爬山，最重要的万寿山和佛香阁都在山顶，山路不是很平整。登上佛香阁俯瞰整个湖面，真的特别漂亮，同时颐和园可以乘车直接去北京动物园也是一个不错的选择。",IP属地:浙江,,,,
M25****377,5分,超棒,景色5,趣味4,性价比5,作为一个在周边长大的又非常钟爱这个园子的人，给各位即将要到来游玩的人一点温馨提示，首先这个园子非常的大，如果你想走马观花的游玩，可能你只能看到如织的人流，建议下午4:00以后住院才能游览到原汁原味的园林，第2个就是入门，应该大家最熟悉的就是北宫门以及新建宫门，但是这两个宫门我觉得游人是最多的，想要体验原汁原味的园林，建议从颐和园西门或者是北如意门。如果你是带着孩子前来颐和园的，可以带他租一个导游器，非常的方便，也很实惠，在颐和园画方附近有听鹂馆餐厅，餐厅的吃食，没有什么推荐的，但是环境非常不错。,IP属地:北京,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,谁不说自己的家乡好呢？有，现在的新移民者就是不喜欢自己家乡的人。我常在想，既然移民到一个新的环境，那么这个新的环境肯定要比老环境好，否则，为什么要换地方生活呢？人往高处走吗。 漫步在颐和园的西堤，看着这一篇只有颐和园才有的秋色，我不胜感慨，感谢老祖宗给我们留下这样的瑰丽财富，这个公园是世界遗产，是我们祖国的无价之宝。在颐和园经常可以看见一些外国人，愉快的徜徉在小道和林间，他们以最热情的眼睛看着颐和园的每一草、每一树、每一景……他们永远也看不够……,IP属地:北京,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"如果说北京，人们一定会想到故宫，这是为什么呢？要知道，在北京早就存在的时候，故宫还没有呢！
北京的历史
 北京城，辽代时为辽南京，后来又作为金元明清四代的都城，其设计规划体现了中国古代城市规划的最高成就，被称为“地球表面上，人类最伟大的个体工程&quot;。",IP属地:北京,,,,
Jacob54188,5分,超棒,景色5,趣味5,性价比5,如果没有开过，非常建议来一次，感受一下皇家园林的魅力。园内亭子非常多，建筑工艺考究。有山有水，布局合理。溜达一圈下来，不但锻炼了身体，且有美景相伴，心旷神怡。多数建筑物上还有壁画故事，游山玩水中，寓教于乐。,IP属地:北京,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-苏州街20
乾隆太喜欢江南了，于是把苏州热闹的街肆铺面搬到了颐和园里。（需要单独买门票）联票可用。
算是颐和园里的商业街，卖卖纪念品之类的。",IP属地:浙江,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-苏州街16
苏州街没有想象中的那么大，非常的小，站在河岸边，游客在桥上就可以看到全景。
苏州街位于北京的西北郊，是后湖两岸仿江南水镇而建的买卖街，乾隆时仿江南水乡的风貌而建，是专供清代帝后逛市游览的的一条水街。",IP属地:浙江,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-苏州街6
颐和园苏州街位于颐和园北宫门内，距北宫门很近，是仿照江南水乡的模式建造的一条街市，有染坊、油坊、钱局、糕点铺等，古时候的帝王及后妃们游乐的地方。
1860年第二次鸦片战争时，后湖岸边的数十处店铺被英法联军焚毁。现在的景观是1986年重修的。
颐和园有四个景点是单收门票的， 苏州 街是其中一个。",IP属地:浙江,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园46
颐和园被誉为皇家园林博物馆，是现今保存最完好的一座皇家园林。其仿照西湖的造型和江南园林的建造手法让人在游览时恍如身处南国。
风景很美，但是游戏而觉得没有必要买联票，买个30单票就行了，指示牌太少了，走了好多冤枉路。我是来了很多趟了，感觉颐和园至少去5次以上才能游玩全部，真的太大了",IP属地:浙江,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-四大部洲5
颐和园内的这个“四大部洲”，在万寿山后山中部。四大部洲，又称四洲、四大洲、四天下，是 中国 佛教中认为在 须弥山 周围咸海中的四大洲，分别为东，胜神洲；西，牛贺洲；南，赡部洲；北，俱芦洲。",IP属地:浙江,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-佛香阁21

爬了三百多层阶梯才上到来的佛香阁，可以纵观整个颐和园全景，并且顺便看一下千手观音！阳光显得格外温暖，散在香阁的柱子上，以昆明湖为背景，看起来、回想起来都是很舒服的画面!
貌似这里是颐和园最高的地方",,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"！ 颐和园地域宽广水面辽阔，最最重要的的是借景玉泉山，增添了整个园子的和谐与窈窕，就像杭州的宝淑塔一样，给颐和园增加了无穷的魅力。

    在颐和园的湖心岛，有一座十七孔桥，这座桥给我们这些从小的时候就来颐和园的游客，添加了一生的乐趣。",,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-佛香阁17
保存最好的皇家园林的精华值得去看一看.
它就像一座塔一样，旁边有长廊围绕着，还有几个比较矮一点的亭子，亭子旁边有几个假山，真美。",,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-佛香阁13
建筑在一个高高的方形台基上，是一座八面三层四重檐的建筑。
登上高高的台基，在佛香阁前的平台上遥望昆明湖风光。
佛香阁两侧有类似的长廊斜直而上，直通第三层，可惜已被锁死。因此要登顶佛香阁，只有爬台阶这一种途径。",,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,"。 多么简介的对话，对于我来说，几乎每一天在北京的各个景点都可以碰到大同小异的问话，如果不是在北京，不是在颐和园和鸟巢，能有类似的对话吗？ 北京为什么如此吸引人，说真的，这一切都和几十位皇帝在这个城市生活过有直接关系。由于他们的显赫地位，决定了，这个城市的奢华建筑会如此之多。
对于颐和园，是北京最让人觉得最美好的公园，相比之下杭州的西湖，扬州的瘦西湖还是神马武汉的东湖就都不在话下了，就像扬州的瘦西湖就没有可比性。",,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园-佛香阁6
佛香阁是颐和园公园最主要的建筑，也是最高的建筑。金壁辉煌的佛香阁从排雲門开始，遂步登高，一直到达佛香阁，远眺昆明湖，碧波荡漾的湖水在阳光下熠熠生辉，远处的西堤向一串珍珠镶嵌在湖中，龙王岛和十七孔桥尽收眼底。",,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"北京第二天-颐和园42
颐和园景区环境优美，背面是十七孔桥，坐落在昆明湖上，位于东堤和南湖岛之间，用以连接堤岛，为园中最大石桥。石桥宽8米，长150米，由17个桥洞组成。石桥两边栏杆上雕有大小不同、形态各异的石狮500多只。经过十七孔桥，走到面对佛香阁的岛北面码头，乘坐慈禧凤船去往佛香阁。",,,,,
休闲小浩哥,5分,超棒,景色5,趣味5,性价比5,"百年历史看天津,千年历史看北京————夏天，12日暴走津京
北京第二天-颐和园26-德和园12
德和园在颐和园东宫门内。仁寿殿向北即是德和园，原为清乾隆时（1736-1795）怡春堂旧址。光绪时（1875-1908）改建，其主要建筑为大戏楼、颐乐殿和庆善堂，是慈禧观戏的场所。",,,,,
关裕年guanyunian,5分,超棒,景色5,趣味5,性价比5,一览十七孔桥，就可以看出十七孔桥与玉泉山的相映成趣之美。我保存着一张与同事周瑾一起去颐和园的照片，是十七孔桥的照片，距今已有五十年之久。可以看出颐和园十七孔桥至今没有任何变化，有变化的是我们人，来去匆匆的过客。,,,,,
