"user_detail_name","text","text 2","text 3","text 4","text 5","content_wrap"
"138****2501","5分","超棒","景色5","","","台北故宫博物院真所谓有宝无馆，看到三大镇馆之宝，不虚此行。粗心的我又体恤掉链子了，大陆通行证在馆内丢落了。结果出门时才发现，后问了服务中心，工作人员捡到交到门卫处了。和上次日本掉手机一样，又是有惊无险的一次。"
"twinkle同学","5分","超棒","景色5","","","很方便，进门扫码就行了，就是有点可惜，当时没有去借解说器，真的很值得用，这次我们是刚好遇到别的团跟着他们听他们的解说的，和朋友聊了一下，对比起来还是差了一些些，要不就是尽量跟故宫每天预约20个名额的那种专人解说，听说那都是很有研究的，老师或者是一些教授志愿者来说的，下次还值得再去一次"
"186****9288","5分","超棒","景色4","趣味4","性价比5","这里非常值得一看，从春秋战国时代的古迹和明清时期的精美陶瓷作品及皇室的艺术品、美仑美奂的玉器饰品以及字画收藏价值非常丰富，另有国宝级的文物和宝物，一睹风采，甚为震撼，八千年中华文化博大精深，渊源流长！"
"独自旅行的叶子","5分","超棒","景色5","","","门票使用很方便，刷二维码就可以进了，唯一的缺点就是不能换成实体票，本来想换了做纪念的。台北故宫博物院是此次去台湾行最想去的地方了，果然没有失望，里面太多宝贝了，唯一的遗憾就是没能看到一些书画精品，希望下次能有好运气。"
"三十四号","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院有许多清三代的好东西，比如雍正朝的瓷器仿木器的精品，还有就是乾隆朝仿的明成化的鸡缸杯也是到了相当的艺术水平"
"ardellgu","5分","超棒","景色4","趣味4","性价比4","去台湾最值得去的地方。门票啥的大家评论得多，我们带老人去，可以用护照借轮椅，背包可以做个箱子存放，放硬币，取时硬币退出。台北故宫里的头牌，是要排队观看的。展品常换常新，每次去都想去看看。每次去都累得很高兴。"
"15****321","5分","超棒","景色5","","","非常值得一去，参观游客非常多但是现场非常有序。扫二维码免去排队购票，虽然队伍并不长，可能是工作人员非常有效率！79元的价格并不优惠，现场350台币，当天支付宝汇率相当于75.3元！18岁以下都可以免票参观，在入口直接有亲切的阿姨招呼小朋友盖章入馆，能看到那么多的文物真的值回票价，附上镇馆之宝的照片"
"wah1967","5分","超棒","景色5","趣味5","性价比5","看来很久没人来做点评了，包括携程的信息也有误，害我们专程去了嘉义的故宫南院想看肉形石，其实现在肉形石和白菜现在都在台北故宫（302室），希望其他人不要再走冤枉路。两个地方是不同的建筑风格，台北传统，南院现代，个人更喜欢前者。"
"吞吞吞","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院绝对是要看的地方。从小到大听说过没见过的金石玉器、文玩字画，都在这一一找到了。租个讲解器，边听边走边欣赏，嗲嗲的台湾腔，感觉也特别心平气和，一点点焦躁都没有了。
博物馆一天是逛不完的，都马上闭馆了，我们还忙不迭的在那看苏东坡的字。啊！真希望就生活在这里，可以每个周末都来慢慢欣赏。
要注意的是，拍照设备和背包不可以带进展厅，需要寄存。不过小于A4纸大小的包包是可以的。
途中还在楼上的三希堂吃了饭，心情不错，三希堂再点评咯。"
"118****334","5分","超棒","景色5","","","订了周五的票，可以夜间的参观，所以5点多逛到7点多，实在饿了就出来了，里面有直饮水机，不用担心渴。实在太大了，我觉如果认真参观，1天都不够用。
果然，北京故宫有房没宝，台北故宫有宝没房，无法简单用精美来概括，一边参观一边心里暗暗说: 老蒋啊，这老贼……大家都知道参展的只是他当年带去台湾的九牛一毛，还有许多宝贝没有被展出……"
"萧萧白芷","5分","超棒","景色5","趣味5","性价比5","台北故宫去过两次，拍了很多照片。我个人是比较喜欢看古物的，所以每次都安排一整天时间。展馆不算很大，不过陈设丰富。租借语音导览一个个看过去也要一整天时间。"
"一起向前进","5分","超棒","景色5","趣味5","性价比5","台北最期待的是故宫博物院，里面的宝贝早就如雷贯耳，翠玉白菜、肉型石、毛公鼎……故宫里最好的宝贝都被拉到了台湾，那北京故宫里还有什么呢？北京故宫号称世界几大博物馆，但能看到的藏品除了建筑还真不多"
"泰宁根吴承恩","5分","超棒","景色5","趣味5","性价比5","到台湾最期待的地方了，无数的珍宝真的是逛两天都嫌不够的，故宫的宝贝可以说都呆在了台北的，虽然人很多但非常值得过来的，当然也是我每次到台北必打卡的地方的"
"M51****565","5分","超棒","景色5","趣味5","性价比5","捷运到士林站下来转红30公车，直接到故宫门口，门票350NT一人，一天内可无限次出入。公车会路过士林官邸，可以安排一起游玩。出发前在官网预约了今天早上十点的定时华文导览，免费，每天有三个时段"
"爱生活的女汉子","5分","超棒","景色5","趣味5","性价比5","环境优美，展品丰富目不暇接，使人留连忘返，工作人员温柔不燥，热水也有，要是休息区能吃点东西补充体力就更赞。门票也不便宜，几天内给顾客二次参观不要太棒"
"201****560","5分","超棒","景色5","趣味5","性价比5","提前在携程买票很方便，直接刷二维码进，故宫博物院太值得去了，一大早去，一直到闭馆，还没看完，希望下次再去，里面吃饭喝咖啡也很方便品质也很不错，就是比外面贵，但时间宝贵，就在里面随便吃点就好"
"大秦农夫","5分","超棒","景色5","","","都是华夏儿女，没有语言文化障碍，环境非常好！住宿交通都很方便很满意，捷运卡可以坐地铁公交可以在便利店消费，以后还会带朋友去。可以多住几天，最好租车自驾！就是不知道咱们的驾照在那里可以用不？"
"环球旅行家~木子","5分","超棒","景色5","趣味5","性价比5","【景色】台湾最值得去的地方之一，镇馆之宝翠玉白菜等非常令人震惊。
【趣味】台北故宫博物院的手办礼和商品很有特色和文化底蕴。
【性价比】门票性价比很高，比大陆景点门票便宜很多。非常推荐前去参观。"
"M515shunyi1618","4分","满意","景色4","趣味4","性价比4","台北故宫博物院台北的必去景点之一，里面收藏了非常多的真迹宝物包括青铜器，书画，陶瓷器各种玉器，其中最出名的也是台北故宫博物院的镇馆之宝文物翡翠白菜。"
"_WeCh****249363","5分","超棒","景色5","趣味5","性价比5","非常值得一看，官网上可以预约故宫的免费语音导览，讲解员非常专业。值得留一天的时间好好逛，各种服务也很便捷。"
"老王1954","5分","超棒","景色5","趣味5","性价比5","台北故宫真的是超级大！这里有太多的收藏了 特别是瓷器制品和玉 逛了一圈 感觉还是比较符合我的审美观吧 文物都是不可替代 当然这里最著名的还是白菜石和红烧肉 可惜去的时候都外借了"
"大项","5分","超棒","景色5","","","台北故宫与北京故宫相比，面积更小，但藏品更多，而且可以更近距离地接触宝物，园内还有多处多媒体科普教室。这次看到了大名鼎鼎的翠玉白菜，五花肉，毛公鼎，等等。唯一的遗憾是没有看到富春山居图"
"丹东艾希","5分","超棒","景色5","趣味5","性价比5","很好很好很好，不错不错不错。带爸妈和孩子寒假到台北故宫。我是第二次到故宫了。里面的珍宝值得一看，……里面允许拍照了……看到了翡翠白菜，红烧肉……"
"xujungong","5分","超棒","景色5","趣味5","性价比5","非常非常难得的一次参观，见到很多国宝，看到这些中华民族的伟大宝贝都还在我们中国人手里，而不是去了英帝美帝的强盗博物馆里，听着亲切的中国人中文讲解，心里感觉非常感动，为中华崛起而奋斗！"
"独孤仙人","5分","超棒","景色5","趣味5","性价比5","1.第三次前往了，目前在我生涯中看到最多的藏品、保存完整。2.语音导览一定要借的，预留半天的时间至少，场馆不大，但一件件藏品了解它的历史，花费时间较多。3.每隔一段时间会有一些特展。"
"110****268","5分","超棒","景色5","","","故宫的确很棒很棒，不仅仅有白菜红烧肉，还有更多的字画金石。里面的小礼物，更是很花了心思的好东西，买了好多回家做礼物。买的故宫➕101大楼，票面价680TWD，但是携程卖价190RMB"
"伦敦小王子","4分","满意","景色4","趣味4","性价比4","台北故宫博物院的收藏真的是非常的多，最出名的就是那块东坡肉石雕，还有著名的清明上河图，不过这两样东西展出都是不定时的，有时候去了不一定能看到。"
"_WeCh****438373","5分","超棒","景色5","趣味5","性价比5","很值得去看，北京故宫最大，台北故宫藏品最多。。翠玉白菜，东坡肉都非常形象。。还有四库全书，竟然在这里！"
"封kaka","5分","超棒","景色5","趣味5","性价比5","出了捷运士林站后，很多公交可以去到。早上去没有那么多人，一到中午就很多旅游团来了。大家要注意时间安排。"
"linglizi","5分","超棒","景色5","趣味5","性价比5","到台北，怎么能不去故宫呢？虽然和北京故宫相比，台北故宫规模要小的多，但是，里面有很多当年从大陆带过去的宝贝啊。比如那棵有名的清代“翠玉白菜”，惦念了很多年，终于看到，其实是很小的一棵，却价值连城啊！因为游客太多，不能久留，只能匆匆一见，希望早点回归，再去中山博物院。"
"greatpan66","5分","超棒","景色5","趣味5","性价比5","太震撼了，看到最后起了一身鸡皮疙瘩，看的时候心里一直在默念，不得了了不得了了，中华文物瑰宝尽在此处。"
"不在意终点","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院是台湾著名的历史与文化艺术史博物馆。
台北故宫外表很简朴，但是里面的宝贝真是能让你花了眼。台北故宫博物院的三大镇馆之宝，分别是肉形石、翠玉白菜和毛公鼎；找不到任何词语形容自己的震撼！任何图片文字的再现，都无法与亲眼目睹国宝珍品的真切感受相提并论！"
"M11****781","5分","超棒","景色5","","","参观台北故宫博物院遇张大千系列作品展，据介绍此次展出除精选张大千各时期的代表书画、自用印章及相关照片外，还包括台北历史博物馆因休馆整修而寄存于台北故宫博物院的画作，其中多幅是首次展出，庆幸能目睹张大千的艺术传奇与大师风采！"
"三十四号","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院中有许多展品中，有的是各地朝奉给大清皇帝的礼物，这些东西只有在台北故宫博物院才能够看到，还有很详细的介绍，"
"jasminesip","5分","超棒","景色5","","","展示非常精彩！电子门票有专门通道见图九需加盖章于手背，很便捷！可惜红烧肉去澳洲出差了没有观赏到。这次终于把中华三鼎之一的毛公鼎近距离观赏实物，圆满！至此中华三鼎都已亲临现场观赏！"
"享受生活2013","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院内的精品非常多，它每三个月更换一次展品，即使这样也要好多年才能把藏品更换完。像什么翡翠白菜，红烧肉等等，外观看上去都能乱真。"
"张小丸-zy123","5分","超棒","景色4","趣味4","性价比4","感触有点深，这里的文物挺有历史厚重感的，价值挺高。不过整个故宫外在和内外建筑，并没有太多的特色。"
"小妮子吖","5分","超棒","景色5","趣味5","性价比5","台北•故宫，这是我最喜欢的一个纪录片了吧，今天终于看到真实面目了。听到了一种新说法很有意思……了解了解台湾人对事情的理解，也是蛮有意思的"
"martin666","3分","不错","景色4","趣味1","性价比2","有很多珍贵精美的文物，但是观展环境太嘈杂了，大陆游客特别多，没办法专心观赏。感慨现如今两岸中断旅游，熙熙攘攘的人群早已不在，真正的造访者被阻隔在大陆，今非昔比，心生一丝无奈。"
"风吟雪舞^_^","5分","超棒","景色5","趣味5","性价比5","参观台北故宫博物院，白菜离市参展去了，心心念念的红烧肉出省研讨，只剩一口锅等着我们，去到台北故宫博物院未见红烧肉还是有点小小的遗憾啊。"
"魂淡的阿森纳","4分","满意","景色5","趣味3","性价比4","值得一去，展品众多，镇馆之宝玉石白菜确实精致，女儿看了印象深刻。就是排队取票一个多小时，排队存包又一个多小时，不能一次过合并处理吗？"
"mayencelp","5分","超棒","景色5","","","十一长假后过去的，人不算多，一楼租用好讲解器，扫码入馆很方便。中间可以出馆，手上盖个章就可以了，出来有吃饭和喝东西的地方。B1有个小朋友的场馆设计很好，寓教于乐，强烈推荐。"
"travelererer","5分","超棒","景色5","趣味5","性价比5","我个人觉得非常值得来一次台北故宫博物馆，在这边的参观的时间，我个人建议的是可以花上2-3个小时的时间，因为这边的展品真的非常丰富！"
"当地向导爱游台湾","5分","超棒","景色4","趣味5","性价比5","台北故官保留著眾多的文化財產，定時的推换展出。用半天-一天時間，好好欣赏中華文化的美。記得利用它电子的语音解说，能令您玩的更丰富。"
"yi****214","5分","超棒","景色5","趣味5","性价比5","小时候，很小幼稚孩子，只会哭，不知道天地万物有多大，就来台北市参观博物院，说真的非常大，但也需要三小时就看完，不执著，很美但很雄伟，算是有记念价值。"
"杜阿尔斯嵐","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院去第二次，镇馆之宝全都在。性价比真的超级好。人类文明的瑰宝。值得一去再去。"
"YOYOLO","5分","超棒","景色5","","","每去一个地方必去博物馆，台北故宫博物院真的值得好好看一看，买的悠游卡可以直接进，见到了镇馆之宝毛公鼎，旅行团太多没能好好看是一个遗憾，出来的地方可以寄明信片，整体非常好"
"三十四号","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院的青铜器不算博物馆里最多的，不过他家的青铜器都极具代表性，而且极其精明，可能是因为青铜器大而重，当年国军不方便携带"
"Newflyyy","4分","满意","景色4","趣味4","性价比4","台北故宫博物馆主要特色就是各种珍宝，这些珍宝都是国共内战时期从大陆带过去的！这里最有名的当然属翡翠白菜等，微妙微翘，非常有名！"
"hylxz","5分","超棒","景色5","","","跟**比票价没差别，就是方便了也不用取票，凭收到的二维码扫描就可以入场了。翡翠白菜和东坡肉那里人最多，但是有时候也会人少，要是人太多，可以先看别的，过会再来仔细看看。"
"用脚下的路丈量这个世界","5分","超棒","景色5","趣味5","性价比5","台北博物馆大概是除了故宫博物馆之外，藏品最丰富的博物馆了。而且还有跟故宫博物馆一样的高级货，比如玉白菜。博物馆有免费的义务讲解，说话好温柔的阿姨，讲的也很细致，非常好"
"三十四号","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院是我去的最棒的博物馆，主要是他家的展品非常对我的胃口，台北故宫博物院的展品大多来着历代宫廷收藏，非常符合我的审美"
"watergap","5分","超棒","景色5","","","直接刷二维码，手上盖个章可以一天随便进出。除挎包都要存包，10元存包取出后退还。看了6小时还依依不舍，在香港预约了故宫和张大千纪念馆讲解，资深人士讲解，收获超预期！"
"M36****1863","5分","超棒","景色5","趣味5","性价比5","大名鼎鼎的肉形石，然后它的好基友翠玉白菜当天没在馆内，不知道是去休息了还是去别的地方展出了，还有点小遗憾吧。故宫非常壮观。"
"105****801","5分","超棒","景色5","","","台北故宫还是不错的，夏天去的，空调太足冻得慌。租了语音谅解机，不过还是有导游比较好。蹭到个不错的山东导游，跟着看了一溜。里面的下午茶餐厅也不错，只是等位等了很久。"
"Luffybabyfaye","5分","超棒","景色5","","","网络订票性价比不说，还能走网约通道，真是方便你我他。不要把台北故宫误会成故宫，他就是一个博物馆形式的，只是名曰故宫而已。带着这样的心态去鉴宝，应该会有满意的行程。"
"맛있는 오늘","4分","满意","","","","我从成人和小学的立场中购买了3张大和小的优惠券。提前购买后,小学生在现场得知没有收钱,使用了两张,想用一张未使用的部分取消,但是不能取消,所以预约的人参考一下预约比较好。好像!!没看到东坡肉和白菜的形状ㅋㅋ很多人都喜欢它,但是感觉就像是博物馆。台湾人非常友好!"
"jyh1363","5分","超棒","景色5","趣味5","性价比5","坐落于台北的故宫博物院台湾地区规模最大的历史博物馆。其建筑风格与故宫有类似，它是仿照传统宫殿式建筑，气势恢宏，庄重典雅，民族特色非常浓郁。
台北故宫博物院内藏品非常丰富，可以说是中国历史的百科全书。有著名的书画，古董等，琳琅满目。非常值得一看。"
"ste****509","4分","满意","景色4","","","去的时候人挺多，要在门口寄包，不要钱。没有想象中的这么大，里面有四层，123是正常的场馆，可以借用中文讲机，b1有儿童体验区，儿童体验区不错，还有电影播放，是博物馆自制的，很特别。整个下来2个多小时，充实。"
"游走四方的鱼🐟","5分","超棒","景色5","","","去台北的主要目的有两个：台北故宫和101。早上11点从酒店出发，坐上MRT，士林站下来，到处是去故宫的大巴标示。很容易，坐上一个大巴，直接到故宫。我没有买那种卡，就是备了些零钱，很方便。没花多少钱，就找到了故宫。人很多，公交车上遇见一个同胞，告诉我携程上买故宫101套票很划算。我一边走一边就买好了票。立马可用，不用拿票，专门通道，扫码即过。节省了很多时间，太方便啦。应该也省钱了。故宫博物院很不错，无论如何要去。珍品精品琳琅满目，很喜欢！"
"噼里啪啦","4分","满意","景色5","趣味5","性价比4","【景色】台湾故宫以及展品小巧精致超出之前的想象；这里好多宝贝呀。
【性价比】还不错，很大，要逛至少3 小时呢，这个门票值得。"
"流放在外11","5分","超棒","景色5","","","里面的宝贝实在是太多啦，仔细逛的话一整天都没有问题。设施非常好，服务也很不错，还有很多坐的地方，逛累了可以休息。非常喜欢，里面的文创产品格外地棒，看到啥都想买。"
"m16****81","5分","超棒","景色5","","","1、好像18岁（还是12岁？）以下免费参观，为此为****点赞！点赞！点赞！2、工作人员态度非常好，很热心，很细心，有时逗留在台阶上看手机都会过来轻声提醒当心，以免跌倒。点赞！3、进入参观不可带水、饮料、食品，有免费寄包处。4、参观时工作人员会举牌默默地提醒保持安静，人员集中的展区会安排排队参观，使得展馆参观保持安静、有序。5、讲解器出租每台150元台币。6、出租车可至展馆楼下，从公交车站至展馆也仅几分钟，很方便。"
"带着檬宝去旅行","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院，导游介绍说它是世界四大博物馆之一，和法国罗浮宫、英国大英博物馆、美国大都会博物馆相比，藏品更侧重于民族性、皇权性、私用性，缺少世界性，但是藏品样样精美，件件绝伦，耐看耐玩，留给我们两个小时的参观时间用来擦口水都来不及；"
"M612449675","5分","超棒","景色5","趣味5","性价比4","台北故宫博物院是上世纪60年代修建的。白墙绿瓦，建筑宏伟，馆藏丰富，珍宝众多，是台北人气景观第一名。我们从台北火车站捷运站坐淡水线到士林捷运站下车，25台币，再坐大巴到故宫博物院站下车，15台币。大巴直接拉到景区入口处，交通便利。"
"欢乐随喜","4分","满意","景色5","趣味5","性价比4","台北故宫实名中山博物馆，是台湾地区最大的一家博物馆，馆内馆藏丰富但岛内原有藏品并不多，大多数藏品都是二战时期蒋介石政府为了预防故宫博物院文物被列强掠夺才下令将故宫文物南迁，后来蒋退到台湾将其中的一小部分文物（精华中的精华）带走了，现藏在台北故宫。"
"小月亮弯弯","4分","满意","景色4","趣味4","性价比4","台北故宫博物院！外观宏伟，内部展品很多，青花瓷汝瓷珐琅粉彩字画另人目不暇接！可惜镇馆三宝只看到了毛公鼎，其他两个不在家！"
"moon_moon","5分","超棒","景色5","趣味5","性价比5","今天打卡台北故宫博物院之后已经集齐了中国四大博物馆 虽然肉形石和白菜不在家但瓷器和书画藏品仍令人叹为观止～特别令人印象深刻的是今天的语音导览谢老师——已经在台北故宫做了21年志导，期间辞职读了一个艺术史硕士，游历了世界很多地方，本来今天要飞巴基斯坦，因领空封闭滞留才有缘给我们导览，讲解时她所散发的博学多识令人敬仰～她跟我们讲“要保持一颗Open Mind，就会发现世界上有很多有趣的东西，生命充满了可能性～"
"tiger5000","5分","超棒","景色5","","","台北故宫博物院：带着孩子时间太赶了，东西太多，只能走马观花了，如果有时间，至少可以把一天的时间分配在这里。我提前在携程买好了票，直接刷二维码进入，但是双肩背必须存包，女士小包可随身携带，租一台导览器可以让你原本苍白的观感提升质的飞跃，而且特别人性化的是可以提供给4~7岁小朋友听的儿童导览。翠玉白菜和肉形石在1月中旬刚刚撤展，总之时间仓促，不够看呀。"
"138****0228","5分","超棒","景色5","","","购票是相当快捷方便，在去博物馆公交上订的，即刻便有二维码，扫码进园，就是后来发现大众点评便宜三块，博物馆馆藏很丰富，预约讲解体验更佳，周五去的，老师从两点半讲到快五点，结束出门吃饭，博物馆可盖章出馆，一天反复进馆，很人性化，吃完六点待到九点闭馆，很精致，讲解器也蛮贵，150新台币一台，但还是建议租，不然搞不懂这么多门道，看到了肉形石很小，翡翠白菜在南馆无缘相见，但国宝展也超赞，但不能拍照，很喜欢很值得多看"
"淡水河谷的地盘","5分","超棒","景色5","趣味5","性价比5","离市区有点小远，但交通比较发达，可以看到晚上十点，非常喜欢。
文物也很好，都是大家名作。
建议提前网上预约讲解，讲解非常好。"
"233****046","5分","超棒","景色5","趣味5","性价比5","1949年3月蒋中正到台湾之前装包了五千多箱宝贝，结果时间紧迫只带来了2972箱最重要的珍品中的珍品，真是的珍品中的珍品啊好东西都到这儿来了。宝贝雕刻出神入化，有很多都是架着放大镜看纹路，古代的匠人牛的一批[强]，还有很多国宝是爱国人士从国外重金拍买回来捐赠的，实在令人敬佩！"
"sw_2006zyl","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院第一次去，内展，内饰设计、文物储存让人震惊不已、值得推荐给大家一去"
"玲珑水瓶","5分","超棒","景色5","","","台北故宫第一展馆里面有四层，三层展览，地下一层文创，展览也分为常设展和特展，展品真的非常多，可以租一个设备自己自助听介绍，也可以去预约定时导览，有专业的讲解老师带30位贵宾一起游览重要的珍宝，会介绍很多文字没写出来的知识，很棒~~运气很好，我有预约到，老师对青铜器和玉器很有研究，一般讲授一个小时，工作人员会发放耳机设备，保证讲课时尽量不打扰到别的观众，展馆的所有工作人员都很棒，服务态度很好，很细心~主要注意事项和票价我也发图出来~~国际学生证跟台湾民众只要150台币就可以来看哦，真的可以经常来，听说展品3个月换~"
"_WeCh****65915","5分","超棒","景色5","","","根据我们的悠闲，旅游，放松皆顾的要求，美女妹妹为我们定制了八天七晚的台湾旅**程。整个行程安排合理，符合我们的预期。台北的三徳饭店交通便捷，位于民权西路地铁站口，旁边便是seven_eleven，购日常用品很方便，美中不足，三徳饭店的房间，因标准房装修比较老，有股霉味，下次要住行政房，行政房为新装修，当然价格也稍贵些。宜兰是定制美女妹妹推荐的地方，很赞，很喜欢，静谧，柔和，舒适，喜欢泡汤的美眉可以选择这里，住一晚礁溪的温泉酒店，赞。旅游第一次住民宿，以下就是宜兰晨露庄民宿的照片，也是美女定制师所推荐，看图便知民宿的品质了。花莲的民宿也很赞。整个行程，有定制团队七八个美女帅哥一路关心关顾，有事也可以随时联系。总之，这次的定制旅行很满意。下次继续找定制师定制。"
"f****t2","5分","超棒","景色5","","","台北必去景点，请留充足的时间去参观。走马观花地逛了一圈，用了半天时间。里面的宝物真的很多，可以租个导览设备，或者跟着别人家的旅游团，听听导游介绍（哈哈）。故宫博物院旁边的至善园不要错过，每走一步皆为一景。我徜徉其中时，遇到了美少女拍写真，很有意境。"
"M35****9348","5分","超棒","","","","最丰富的中华文化一次满足
在台北市区，轻松又优雅，就可享受到中华5000多年文化洗礼，绝对是人生一大乐事！定期或不定期的特展，更是物超所值，来了就不要错过！推荐"
"320****987","5分","超棒","景色5","趣味5","性价比5","故宫里面分了很多不同的展馆，非常清晰，除了‘五花肉’石外，可以看到很多商周时代的用具，还有玉石等历史文物！不过故宫规矩很严格，连婴儿喝的水都不能带，比机场还严格，这点觉得有点夸张"
"zhangfeifei","4分","满意","景色5","趣味4","性价比4","台北故宫博物院（Taipei Palace Museum），又称台北故宫。1948年人民解放战争胜利在即，国民政府令故宫博物院挑选贵重文物以军舰转运台湾。目前院内辟有铜器、瓷器、玉器、书画等各种陈列室。"
"脆狗","5分","超棒","景色5","趣味5","性价比5","很多文物可以看！非常值得一去 去台湾每次都会过来看看 学生半价票也很划算哦！除了里面吃饭的地方卖的有点贵了之外其他都很好"
"135****9332","5分","超棒","景色5","","","很方便快捷，在网上预订后收到门票二维码，到台北故宫博物院后出示二维码扫描就可以进去，免去排队买票的麻烦，还省下很多时间，而且预订门票价格比现场买票还要优惠。"
"东张西望望东西","5分","超棒","景色5","趣味5","性价比5","来台北最大的心愿就是去台北的故宫博物馆，北京故宫说实话只能看建筑，而且真正想看文物我觉得还真的得过来台北的，人超多，我们逛了两天，依然看不够，以后还会再来。"
"小冬冬冬","4分","满意","景色4","趣味5","性价比4","无论来多少次都会被馆藏震撼，可以说是汇集中华之精华了，赞叹古人工艺高超。现代人说是轻奢简约，但已经很少有如此匠心了。"
"M37****6833","5分","超棒","","","","几年前来过之后再算再到台北时候都没再来， 这一次特别安排来走上半天，虽然当天下著雨， 但仍是感觉是值得来的， 有历史、有文物、有艺术， 真的可以花上大半天时间。。"
"人鱼小公主🧜‍♀️👸","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院，跟北京故宫一起，值得去，尤其要带孩子去，看看咱们国家的宝贝，激发爱国情怀，引人深思💪👍👌我国劳动人民的智慧👍"
"M33****2987","5分","超棒","景色5","趣味5","性价比5","这里展览的主题是中国古代不同朝代玉和铜的演变。展览非常有教育性也很让人惊叹。早上在博物馆里走走很放松，但当人潮在中午12点左右到达后，就开始有挑战了，甚至从一个地方走到另一个地方都让人很烦恼。"
"M33****1136","5分","超棒","景色5","趣味5","性价比5","我们是乘坐地铁到士林站，然后乘了一趟公交，要么是经过博物院，要么就是在博物院地下一层外面，就在纪念品商店附近刚好有个站点；这里的一切都非常有条理，点赞！"
"D小亮","4分","满意","景色5","趣味5","性价比5","毛公鼎 散盘 东坡肉形石 很多藏品 值得一看。官里展出的展品时常会轮换。这次比较遗憾 最为珍贵的汝窑没展出 只能下次再来看。"
"文文玫瑰","5分","超棒","景色5","趣味5","性价比5","初入台北，像进入民国戏。除了肉形石不在，翠玉白菜和毛公鼎都在~ 都亲眼看到了 之前只是在攻略上看到过 感觉还是很亲切的，故宫看宝贝看得恋恋不舍 增长了我们的学识"
"沃森大厨","5分","超棒","景色5","","","去北京故宫看空房子，去台北故宫看真珍宝。的确，后者比前者更吸引人，门票相比大陆更便宜，RMB75=***336，学生凭证还可以免费参观。幸福指数爆表。"
"201****226","5分","超棒","景色5","","","非常好，去的时候人也不太多，游玩共计5个小时。服务人员热情有礼，很遗憾镇馆之宝肉石和白菜都外出借展了，只能看照片。旁边的花园可以免费参观，风景也很雅致"
"Jony211","5分","超棒","景色5","","","博物馆和士林官邸有点距离，公交4站路。博物馆很推荐去看看，奇珍异宝琳琅满目！士林官邸不能拍照，但免费提供导览机，空闲的话可以去看看，行程紧就没必要了。"
"百合1203","5分","超棒","景色5","趣味5","性价比5","去了台北故宫博物院，这里确实有很多精品白菜和五花肉外展了没看到，但是一点也不亏，光看瓷器和青铜器就不虚此行，确实好美啊，瓷器部分很惊艳啊，想买周边啊！"
"selma1982","5分","超棒","景色5","趣味5","性价比5","需要花起码半天的时间过去，而且最好是早上过去，那里有一个大的储物柜，可以把行李寄存在那里，进去的时候不允许携带任何的饮料，还有零食都会要求被放在外面。"
"106****218","5分","超棒","景色5","","","台北故宫博物馆很值得去看看，我们看到了“红烧肉”肉形石，&quot;大白菜&quot;玉石，还有许多收藏。值得一提的是博物馆把以前的雕刻等构图线现代艺术结合，比较直观。"
"系统错误提示","5分","超棒","景色5","趣味5","性价比5","故宫博物馆，里面不可以拍照，只能拍外景。里面有一个老爷爷讲解员很棒，知晓好多文化历史，说的头头是道，还会提问答对有小礼物，很贴心的，文创产品也很有趣"
"LOVYAYA","5分","超棒","景色4","趣味4","性价比5","台北故宫比较小，但里面的宝贝很多，有很多北京故宫看不到的宝贝，但去的人很多，有点拥挤，来台湾必须去的一个景点就是这里，可以带小朋友过来，挺有意思的。"
"CFHsu","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院里面虽然范围没北京故宫大，但是里面的馆藏文物确实丰富，这次特地先来看看闻名的肉形石和翠玉白菜，另外还有很多让人惊叹的收藏，值得一游。"
"strike","5分","超棒","景色5","","","台北故宫绝对值得一去，都是孤品珍品，而且每周换展品，一年不重样的。刘益谦喝茶的2.8亿明成化斗彩鸡缸杯，台湾有6个，而且都不算珍品，房租在角落里。"
"诗意情节","5分","超棒","景色5","趣味5","性价比5","这对我参观台北故宫起了极大的启示，同时也有了与参观北京故宫的横向比较的意识。這裡的展整體突出一個精巧，感覺這邊的文化專注和展示的是小巧精緻，很有趣"
"不死精灵","5分","超棒","景色5","趣味5","性价比5","台北故宫博物院收藏的文物都是真品，游览的时候可以照相，可以慢慢欣赏"
"Hanru7","5分","超棒","景色5","趣味5","性价比5","藏品太丰富，认真看的话一天根本就看不完。服务也很好，我手机拍没电了，充电站也被占满了，服务台的人很helpful帮我又借充电器又借电源的解决了。"
"phoenix_geng","4分","满意","景色4","","","总体不错，提前在官网预约了免费的讲导，虽然一波人太多，基本听的时候就看不见，但也能大概了解下博物院里的珍宝历史和看点。运气不错三宝正好都在，据说有时会外借，所以也不是任何时间都能看全。"
