user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,user_detail_tags_text,resource_date_text,from
阳光的张小金,5分,超棒,景色5,趣味4,性价比5,想体会站着巨大景画面前的体会嘛？那就来九寨吧，这里分部者汉，藏，羌，回，四个族，当地人非常的朴实，那美景是用镜头都记录不下来的震撼，当早上8：00 ，被摆渡车拉到第一张五彩池时，就已经不想走了，望着高山美湖，心灵已被净化。,,,,
136****0420,5分,超棒,景色5,趣味5,性价比5,九寨归来不看水，四川省景点第一名，这些称呼并非浪得虚名，确实是实至名归。高山，湖泊，海子，瀑布，在这里相互呼应，相互映衬，将九寨沟的景美的让人流连往返。每个季节的九寨景色都不一样。,,,,
yuyanjia~,5分,超棒,景色5,趣味4,性价比5,“九寨归来不看水”，九寨沟的水绝对是天下第一。有的蔚蓝如天空，有的清澈如明镜，蓝中带紫，紫中带靛，靛中带绿，绿中带青…丰富有层次的色彩如上帝的调色盘，令人陶醉。,,,,
丶大官人丶,5分,超棒,景色5,趣味5,性价比5,九寨沟位于四川省阿坝藏族羌族自治州九寨沟县境内，地处青藏高原、川西高原、山地向四川盆地过渡地带，南距成都市300多公里，是一条纵深50余千米的山沟谷地，总面积64297公顷，森林覆盖率超过80%。因沟内有树正寨、荷叶寨、则查洼寨等九个藏族村寨坐落在这片高山湖泊群中而得名。,,,,
_WeCh****460040,5分,超棒,景色5,趣味5,性价比5,九寨，梦幻的天堂！永远值得一去的地方！那水或蓝或绿，那瀑布或细如发丝或宽阔如悬挂的大河，水深却清可见底，游鱼一群群一簇簇，仿佛在为自己身处仙境而向游人炫耀。那真是让人流连忘返的地方！哦，那山那水那九寨……,,,,
今生为鱼狂,5分,超棒,景色5,趣味5,性价比5,风景如画，即使冬天去的，也是很美，水特别好看，瀑布群很美。路标标的清楚，景区观光车服务态度好，一路介绍景点，每辆车还配一名工作人员提醒游客游玩路线和注意事项。不过不满意的这点和景区无关。沟口到景区，不太方便，没找到景区直达车，这对散客不太方便。坐出租车，被多坑了20块，让人不太舒服。,,,,
何先生家的小肥猫,5分,超棒,景色5,趣味5,性价比5,九寨沟黄龙真的是此曲只应天上有，人间难得几回闻。来了就不会后悔，美到炸裂，九寨沟的美是无法用言语形容的，五彩池已经把我的魂吸走了，真的是五彩池边死，做鬼也安逸。黄龙也是大惊喜，我们去的时候正好前一天下雪了，上山的时候一路雪景，激动的无以复加，下山的时候出太阳，化雪，又是另一番景象，真实的乐不思蜀。为我们带来了很棒的行程。最后要感谢一下司机师傅，三天就全都是1.5车道的超窄十八万山路，技术一流。,,,,
michelle_yo,5分,超棒,景色5,趣味5,性价比5,九寨沟简直不要太美！！以前看照片还有图片，还以为只是照片后期，结果真的去了之后真的太惊艳了，景色实在是太特别！太美了！我是冬季淡季去的，逛起来很舒服，会下点微微的小雪，别有一番味道，而且整体也比较方便，进去后上山有大巴车，可以先坐到山顶，然后慢慢往下逛，逛累了再坐车到大门。,,,,
无言千山春自来,5分,超棒,景色5,趣味5,性价比5,漂亮得此生必去，辛亏在地震前去过看过了，美好的回忆。待了三天两夜慢慢游览。住的是沟口的喜来登酒店，很方便，慢慢走过去就到了，吃的很多川菜选。,,,,
良辰美景hh,5分,超棒,景色5,趣味5,性价比5,"寨沟位于四川省阿坝藏族羌族自治州九寨沟县漳扎镇，是白水沟上游白河的支沟，以有九个藏族村寨（又称何药九寨）而得名。九寨沟平均海拔在2000-3500米，遍布原始森林，沟内分布108个湖泊，有“童话世界”之誉。
1992年12月14日，联合国自然遗产委员会16届会议一致通过将九寨沟列入《世界自然遗产名录》，九寨沟成为世界自然遗产。2007年5月8日，阿坝藏族羌族自治州九寨沟旅游景区经国家旅游局正式批准为国家AAAAA级旅游景区。",,,,
丶喵丶,5分,超棒,景色5,趣味3,性价比5,头一次来九寨沟，真的很美，不知道用啥来形容，说碧海蓝天一点也不为过，算是我如果这喜欢的地方了，清新的空气带着一阵阵清凉，走在通往景点的林间栈道上，完全没有了那种坐观光车道时暴晒的刺眼和燥热感。如果不是团里规定了回程时间，我想我和妹妹大概会恨不得一个个景区慢慢行走过去。虽然看久了后会觉得每个海都差不多，蓝色绿色，清澈见底。从一开始的看到海子就哇哇的惊叹，到后来看到满意的就拍下来，有的景点太远没车站上车也就只车观了。只能说这是我见过最美的景色。但是景区东西不便宜5元的水，25元的自热米饭，建议自带饭食。,,,,
匿名用户,5分,超棒,景色5,趣味5,性价比5,预订方便，出票快，直接刷身份证进入景区，九寨沟风景区的风景正漂亮，随便一拍就出大片，九寨沟的水清澈干净，有的海子的水像蓝宝石，景区游览车是方便，但上车有点乱。,IP属地:四川,,,
匿名用户,5分,超棒,景色5,趣味5,性价比5,九寨沟风景秀丽优美，水和景那是自然美，在景区内尽量利用大巴在每个景点之间转换，这样既可以节约体力，又可以节省时间，才能更好完成景点游玩打卡,IP属地:四川,,,
匿名用户,4分,满意,景色5,趣味4,性价比4,不知道是不是期待值拉太高了，有一丢丢小失望，然后现在又是处于枯水期，有些湖泊已经变成平地了，瀑布水流也小的可怜，好看是好看的，就是感觉不值,IP属地:四川,,,
M49****450,5分,超棒,景色5,趣味5,性价比5,"非常棒，特别喜欢景区观光车的调度，尽管景区人多，但不会显得拥挤不堪。长海、五彩池非常值得去，非常漂亮。
诺日朗那里可以解决午饭问题，也可以自带干粮，都不用愁的。",IP属地:四川,,,
亲亲股太乐,5分,超棒,景色5,趣味5,性价比5,有这样一片神奇的风景，这里五彩斑斓，色彩艳丽，湖水如有灵性，各种碧绿变幻无穷，这里四季都有不同的美景，远处雪山与湖水倒影成趣，迷人的风景。,IP属地:山东,,,
shilin0427,5分,超棒,景色5,趣味5,性价比5,冬天的九寨沟不同于夏天的九寨沟，更不似秋天的多彩靓丽，但是有他独特的静美，虽然经历过地震的洗礼，但是仍然不失他的独特。很喜欢冬天的九寨沟，希望下次还有机会再来看冬天九寨沟的样子。,,,,
大辛,5分,超棒,景色5,趣味5,性价比5,九寨沟童话世界，一生必去景点，仙境一般，会感叹大自然的鬼斧神工，美到窒息，如果有机会一定会再去一次，虽然景区很大，但是快一点一天还是够用的,,,,
者风007,5分,超棒,景色5,趣味5,性价比5,虽然震后很多景点没有开放，但是真的超级美，都说九寨归来不看水，大自然的神奇之作，不加人工雕饰，美的自然。沟里还有藏族的房子，经幡随风摇曳，,,,,
如东海,5分,超棒,景色5,趣味5,性价比5,九寨沟，十分震撼的超5A景区，可惜行程很赶，要是有2日有效的门票就完美了哈。,IP属地:广东,,,
Arong66,5分,超棒,景色5,趣味5,性价比5,九寨沟封神了，这是非常直得推荐的赏秋胜地，简直就是上帝在这里打翻了的彩色盘，让人流连哗忘返，目不暇接。景区的交通便利，设施完善，每个景点都有车接送，非常方便,IP属地:广东,,,
萌萌喵喵兔,5分,超棒,景色5,趣味5,性价比5,九寨沟风景如画，是个值得去多次的地方,IP属地:辽宁,,,
e02****55,5分,超棒,景色5,趣味5,性价比5,震后第一次去，大自然的神奇之处，还是值得一去的，我想除了以往的美，8.8那块有纪念的石头，还是让人会深思一些其他的东西。珍惜当下，但劫后重生也一样值得庆祝～,IP属地:内蒙古,,,
盘旋的鹰,4分,满意,景色3,趣味3,性价比3,"九寨沟不愧是高原上的明珠，瑰丽之宝！任何季节过来都可以领略它不同时期的彩色美绢！
长海是水之源头，悠长而深邃。再到五彩池和五色海的斑澜多姿，不得不赞叹自然界的鬼斧神工，美不胜收！",IP属地:陕西,,,
186****9099,5分,超棒,景色5,趣味3,性价比3,十月九寨的树叶基本都黄了，景色绝美！需要提前一天预约门票，景区内没有餐厅，只有简单的餐食。如果时间允许，可以考虑两天游玩景区内的三条线路，因为人太多，各个观景台都是人。值得去！,,,,
M22****2435,4分,满意,景色4,趣味4,性价比4,冬天的九寨沟，别有一番风味。仿佛是一幅精美绝伦的画卷，让人纯净而神秘。虽然第二次未能偶遇冰雪下的九寨，但她依旧向我展现了她独特的魅力。九寨的清，九寨的静，九寨的蓝，宛如诗中的花卷，美得让人窒息。,IP属地:四川,,,
134****9047,5分,超棒,景色5,趣味5,性价比5,九寨归来不看水，风景确实不错，很难见到这种山水一体的景点，对于北方人来说非常震撼，对于懒人来说全程可以光坐车，只在每个景点下车拍照就行,IP属地:四川,,,
Wumeei,5分,超棒,景色5,趣味5,性价比5,四川成都周邊最出名的風景區之一就是九寨溝，有幸在未崩塌之前和同事去了一趟，如果說黃山是雄壯威武，那九寨溝的湖泊真是小而美，那翠綠的水，顏色還會隨陽光角度不同而變，真是太美妙了,,,,
M24****8461,5分,超棒,景色5,趣味5,性价比5,人间仙境，太漂亮了！景区服务很专业，就是转乘过很长商业区体验不太好，希望不买东西不走商铺区，买东西游客自己会去。公厕多，还可以自动换坐垫，这个太贴心了！,IP属地:四川,,,
老广一双人字拖鞋游天下,5分,超棒,景色5,趣味5,性价比5,回归自然，释放包袱，用心感受风景,IP属地:广东,,,
M25****718,5分,超棒,景色5,趣味5,性价比5,手机不怎么样，随手一拍都是大片。,IP属地:山东,,,
M49****342,5分,超棒,景色5,趣味5,性价比5,五彩池，五花海，长海，镜湖，诺日朗瀑布，珍珠滩瀑布美不胜收，九寨归来不看水一点不假，深度玩了两天，现在回来看别的地方有没有意思了，这到底是好事还是坏事啊,IP属地:北京,,,
亲亲股太乐,5分,超棒,景色5,趣味5,性价比5,告诉大家一个常识，去九寨沟一定要选择一个最晴朗的天气去游玩。太阳越晒九寨沟的景色越美。水的颜色，水里的倒影越是晴空万里越绚丽多彩。阴天或下雨会大大影响观景和拍照。祝您好运！,,,,
M25****7236,5分,超棒,景色5,趣味4,性价比5,"值得一看
【景色】景色很美，人间仙境。
【性价比】门票费似乎有点高
【趣味】天然氧吧，天然景色。
这里简直就是人间仙境，自然景色令人陶醉，不同的绿色水潭，但又清澈见底。值得一看👀",,,,
超级Bad Boy,5分,超棒,景色5,趣味5,性价比5,九寨沟：世界自然遗产、国家重点风景名胜区、国家AAAAA级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络，是中国第一个以保护自然风景为主要目的的自然保护区。,,,,
新新Happy,5分,超棒,景色5,趣味5,性价比3,"确实好美，一个湖里有5种颜色，手机像素再好也拍不出实际的样子，实际的更美
当然所有的池子中属五彩池为最，暑期人虽然很多，但景区管理秩序有条不紊基本不用怎么排队，景区里的物价也不会乱喊，相对正规",IP属地:四川,,,
叶秋,5分,超棒,景色5,趣味5,性价比5,来的路上就在想，什么样的终点，能配得上一路上的颠沛流离。结果让我惊艳，很美，没有更多的话语去解说，有时间了，都去看看吧，让这些美不只是出现在书本上❤️,IP属地:四川,,,
倩影影,5分,超棒,景色5,趣味4,性价比4,N年以后重刷的九寨，不得不感叹大自然的偏爱，虽然地震后很些景点在修复中，但留下的还是那么美。值得点赞的是景区卫生，作为接待量那么大的著名景区，仍然少见一堆堆的垃圾，洗手间也很干净，非常棒了。,IP属地:重庆,,,
shilin0427,5分,超棒,景色5,趣味5,性价比5,冬天的九寨沟很漂亮，门票可以使用两天，门票也便宜，冬天的九寨沟具有一种独特的静美，很容易让人陶醉。冬天的瀑布水流不大，但是静态的冰花和流动的水花混在一起有一种別味的滋味。,,,,
沈福成,5分,超棒,景色5,趣味5,性价比5,四川之旅—碧蓝澄澈九寨沟。这地方真的是犹如仙境啊，就可惜交通不是最方便，要四飞才行，不过真的是不虚此行，每张照片都是精华美照，简直是感觉自己不在人间啊,,,,
ston****2303,5分,超棒,景色5,趣味5,性价比5,人间仙境，排队的人总是很多，连买票都要排很长的队。在网上买票方便快捷，取票后就能入园。省去了排队的时间。取票机都有指示牌，容易找到,,,,
行至水穷路自横；坐看云起天亦高,5分,超棒,景色5,趣味5,性价比5,九寨沟真的太美了，不愧被称为人间仙境，10月下旬的九寨更是美的无法用语言来表达！来了九寨有种不想走的感觉，现在的高铁特别方便！大大缩短了路上的时间！,IP属地:四川,,,
M35****793,5分,超棒,景色5,趣味5,性价比5,风景超级赞，景色优美，而且景区内，公共洗手间很干净，景区也很干净，洗手水都是暖，工作人员的服务态度也特别好，给人感觉特别的温馨和贴心，超级超级超级爱,IP属地:四川,,,
柳豆夫,5分,超棒,景色5,趣味5,性价比5,景色怡人，在美景中沉醉，景区以公交式接送游客，游客自主性强。海拔也不是很高，男女老少身体健康的人都可以放心来玩，一生中条件许可下尽可能安排体验一下。,IP属地:河南,,,
大大星的小太阳,5分,超棒,景色5,趣味5,性价比5,"景色太美啦令人震撼！
景区的行程安排，观光车循环接送，十分方便！
尤其是珍珠潭瀑布（80版《西游记》的水帘洞拍摄现场）值得一看哦👍👍👍👍👍👍",IP属地:四川,,,
M25****7236,5分,超棒,景色5,趣味4,性价比5,值得一去。这里有最美最清澈透明的水，有最为自然的风景，蓝天白云下穿梭于水旁边，呼吸着新鲜的空气。人顿时感觉分外清爽。几十个湖、几十个深浅不同的兰绿色，让你如临仙境一般。,IP属地:陕西,,,
亲亲股太乐,5分,超棒,景色5,趣味5,性价比5,九寨沟是我认为最美的风光，有人间仙境和童话世界的美称。这里的湖水碧蓝深蓝湛蓝色，变幻莫测。天气越晴朗，湖水颜色越漂亮。我已经陶醉在这山水景色中了。流连忘返。都来游玩吧。,IP属地:山东,,,
匿名用户,5分,超棒,景色5,趣味5,性价比5,景色太美了，九寨回来不看水，名不虚传。而且景区管理井井有条，景区车是自动分流的，每辆车都有讲解员。景区丽里的保洁也做的很好，这样可以持续保持美景。,IP属地:陕西,,,
M46****7775,5分,超棒,景色5,趣味5,性价比5,全方位好评！景区设施，交通各项服务是我去过这么多地方中最优质的。九寨沟的山水更是风光无限，相当震撼，这美景让人猝不及防，人间绝色，水域仙境啊简直！,IP属地:浙江,,,
M32****2008,5分,超棒,景色5,趣味5,性价比5,高山湖泊，叠泉瀑布，美不胜收！2017年8月8日地震，给九寨沟的山体植被、湖泊，造成了难以恢复的影响，它警示人类要敬畏大自然！,IP属地:陕西,,,
M31****130,5分,超棒,景色5,趣味5,性价比5,九寨沟的水确实非常漂亮，长海，五彩池，五花海...如果时间允许还是建议二次进沟，这样可以慢慢赏每个海子，一天行程还是有点赶的！,IP属地:四川,,,
M25****4468,5分,超棒,景色5,趣味5,性价比5,真的是九寨归来不看水～九寨沟太美了，4月初的九寨沟早上乘坐景区大巴到原始森林，下雪了，一路下山变成了雨，后来雨停了太阳出来了～一天经历了3个天气～,IP属地:四川,,,
匿名用户,5分,超棒,景色5,趣味5,性价比5,九寨沟景色非常棒，湖水、瀑布、潭泽非常好看！而且景色很多，体力不行一天还看不完。本次是家庭亲子游，建议尽量挑景区精华来看。以免时间不够，留下遗憾,IP属地:江苏,,,
M47****3913,5分,超棒,景色5,趣味4,性价比4,九寨绝对是个值得去的地方，九寨中任意一个景点都能跟其它地方此类自然景区中台柱子级别的景观一较高下甚至完胜，毫不夸张的说，九寨真的集人间美景于一身,,,,
_WeCh****95191,5分,超棒,景色5,趣味5,性价比5,"九寨归来不看水，门票虽然贵，但是景色超值，美的让人窒息，相机根本记录不下的美，值得去很多次的景区。
我是16年去的，经过地震、泥石流灾害后，不知道九寨沟现在什么样了，真的心疼，为你祈祷。",,,,
者风007,4分,满意,景色4,趣味4,性价比5,很美的自然风光，虽然是震后还没有完全开放，很多漂亮的景点不能看，但是就这仅仅开放的几个小景点就可以窥见九寨沟的神奇。期待以后完全开放后再来一次。,,,,
匿名用户,5分,超棒,景色5,趣味5,性价比5,九寨沟好看也出片，景区流水大巴也很方便，最高海拔三千多米，有一点高反但问题不大，体验剧【见九寨】一路跟着演员走的体验剧挺有意思的，前台服务很好,IP属地:四川,,,
_WeCh****91544,5分,超棒,景色5,趣味5,性价比5,九寨沟一定是平时一定要来一次的地方，因为我们是冬天来山上有雪，相信夏天的时候一定是处处是风景，处处是瀑布处处是美景。即使是冬天还是有很多瀑布和海子没有结冰，美的像极了镶嵌在山中的宝玉,IP属地:四川,,,
M33****7642,5分,超棒,景色5,趣味5,性价比5,景色优美 这是第二次和朋友一起去九寨沟了 希望等高铁通了能带老人去（晕车）因为开车去太累了 一路都是弯道 还要开七八个小时 真的很累,IP属地:广东,,,
老鹰在飞翔,5分,超棒,景色5,趣味5,性价比5,九寨沟的得名来自于景区内九个藏族寨子（树正寨、则查洼寨、黑角寨、荷叶寨、盘亚寨、亚拉寨、尖盘寨、热西寨、郭都寨）这九个寨子又称为“和药九寨”。,,,,
苦海无边，望不到岸,5分,超棒,景色5,趣味5,性价比5,"刚刚，九寨沟全域，重新开放！

她
是世界自然遗产
国家重点风景名胜区
国家5A级旅游景区
国家级自然保护区

她是
人间仙境
童话世界
九寨沟",,,,
噼里啪啦,5分,超棒,景色5,趣味5,性价比5,"【趣味】9点入沟，5点半出沟。带娃游玩8个半小时！九寨沟景色太美，来四川必打卡之地！钢琴演奏，咖啡，香弥漫，秋天打开的方式！
【性价比】配套不错",,,,
郑州空谷幽兰,5分,超棒,景色5,趣味5,性价比5,九寨沟的风景优美，特别是海子让人惊艳，水的颜色清澈纯净，呈现出碧绿或碧蓝等五彩的颜色，与蓝天白云，青山绿树，高耸的雪峰互相辉，非常漂亮，这独特的风景值得你去欣赏。,,,,
M25****5363,5分,超棒,景色5,趣味5,性价比5,九寨沟的景色实在是太漂亮了，不虚此行，景区内的交通运行也非常有序，坐观光车顺着路线游览下来非常的轻松，下次有机会还会继续来看不同季节的美景！,IP属地:四川,,,
M42****634,5分,超棒,景色5,趣味5,性价比4,景內景观车上下站有的地方设置太长，特别是走3000米才能上车的，这样很多人会吃不消。上下车处管理尚需加强，不能让游客一拥而上，尤其是第一站。,IP属地:四川,,,
M49****1717,5分,超棒,景色5,趣味5,性价比5,"中国国家5A级旅游景区，世界自然遗产
九寨沟，位于四川省西北部岷山山脉南段的阿坝藏族羌族自治州九寨沟县漳扎镇境内，地处岷山南段弓杆岭的东北侧，是国家5A级旅游景区、国家重点风景名胜区、世界自然遗产、国家级自然保护区、国家地质公园、世界生物圈保护区网络[1]，被世人誉为“童话世界”，号称“水景之王”，故有“九寨归来不看水”之说[2]。。九寨沟距离成都市400多千米，系长江水系嘉陵江上游白水江源头的一条大支沟。 九寨沟自然保护区地势南高北低，山谷深切，高差悬殊。北缘九寨沟口海拔仅2000米，中部峰岭均在4000米以上，南缘达4500米以上，主沟长30多公里，总面积65074.7公顷",IP属地:甘肃,,,
M16****797,5分,超棒,景色5,趣味5,性价比5,太美了，真是大自然赋予人间的仙境，用什么样的语言都无法描述这种美，强力推荐，地球上应该不会再有比九寨沟更美的山水瀑布了吧,IP属地:四川,,,
旅游达人000001,5分,超棒,景色5,趣味5,性价比5,首先说交通，我从武都客运站过去的，20号后上午七点半和两点半各一班，现在只有下午两点半，4个小时到，如果到九寨沟县城的话，就要去老县城也就是城关大桥那有公交图1，也就是在豪特嘉美大酒店对面，目前每天7点、12点、15点各一班发九寨沟景区，5元一小时，返回最后一班是在5点，现在九寨沟门票全部网络购买，基本上门口再没有设立游客中心，早上八点半开门，检票进门后直接坐景交车经过诺日朗换成中心调度再去原始森林公园或者长海（原始森林公园冬天没有开，只到长海目前也是冰图2），然后游览五彩池后乘车出去经过诺日朗到箭竹海，徒步或者观光车，一直到诺日朗瀑布，这其中的精华是五花海图3和珍珠滩瀑布图4（86版西游记取景地）风景特别美，最后换成景交车到诺日朗中心吃饭或者走到诺日朗瀑布图5，然后可以坐车去最后一个沟树正，有老虎海、犀牛海、黄龙海、芦苇海等等一直到沟口，出沟前最后一个景点是盆景滩图6，整个景区很大，游览时间至少9小时，从沟口到沟底坐车需要半小时，也就是正常游览9点开始，里面拍藏装拍照从80-300不等，包括化妆、服装和拍照，景区提供玉米、烤肠、泡面开水，到树正寨还有酥油茶，随便你冬天，但是风景不错,IP属地:甘肃,,,
风随心动1976,5分,超棒,景色5,趣味5,性价比5,"首先请注意，我评价的是神仙池景区，而不是九寨沟景区。
强烈推荐神仙池景区！景区面积不算大，但兼具九寨沟和黄龙的特色与神韵，景观集中，由于目前名气不大，游客不多（无团队，以散客和自驾游为主），景区最高海拔在3000米上下，游玩体验度好，离九寨沟主景区只有1.5小时行驶时间，沿途风景好，经过28道拐，翻越3600多米的垭口，目前秋季彩林观赏期已到。景区游览路线主要是一条环线和一条需要走回头路的路线，主要景观基本都在小环线上，3小时可以轻轻松松走完小环线，走走停停，拍拍照，赏赏景，3小时完全足够。
如果不是自驾，建议乘坐早上从九寨沟口客运站（九寨沟旅游集散中心）发车的17座直通车，80元往返车费/人，可以从集散中心上车，也可以在沿途上车，去程司机师傅会停多个打卡点，下车拍照，一般下午两点回程，如果到景区比较晚，会延迟到下午三点回程，给的时间足够游览主要景点。",IP属地:四川,,,
320****257,5分,超棒,景色5,趣味5,性价比5,名不虚传！！！景色超美，九寨归来不看水，让人留恋往返，一天三万多步也没觉得太累，就是天公不作美，烟雨蒙蒙，没有蓝天白云，不过也另有一番景色。,IP属地:四川,,,
M51****7503,5分,超棒,景色5,趣味5,性价比5,太美了，景区挺大的虽然累点但是这么美丽的风景值了，长海海拔过3000了有点反应不严重，从长海下来可以直接坐车到原始森林一路走下来景色美不胜收,IP属地:四川,,,
随忆,5分,超棒,景色5,趣味5,性价比5,九寨沟如果想玩好，那么必须2天时间，如果走马观花一天就够，如果一天时间想玩的安逸，那么就挑选3-4个精华的进行游玩，我是自由行，提前做好了攻略，走马观花的差不多都看看，如果一天时间建议玩3个左右精华的发达呆挺好，来之前建议做下攻略就不迷茫了，随时随地都能知道自己在哪。,IP属地:天津,,,
M42****244,5分,超棒,景色5,趣味5,性价比5,"盼望已久的九寨沟，2023年5月25日终于来到了，从天津飞到成都，成都住一宿，然后在从成都开车8个多小时的盘山公路，历时两天啊‼️，不容易啊！
    既不是节日也不是假日，也不是国家统一放假日，但是看看进口的人群，用一个成语形容：免费的吧
      门票190元，通用车票90，然后又交了210元的VIP车费，座了一个散客VIP的车，总共门票和车费花费490元。
     午餐有25元、35元的盒饭，或者60元、90元的自助餐，按照个人钱包自行选择。
     景区里的小吃很贵，一根玉米10元，一包方便面15元，其他小吃自行脑补。
     九寨沟景区里主要是看水，九寨归来不看水，黄山归来不看山，这里的水景真的很美很美，随随便便的一个海子都非常非常漂亮，我们来的当天是阴天，但是即使阴天也掩盖不住九寨沟的美景，看照片。
    说五月份并不是九寨沟最美季节，最美的风景是在10月份，如果还有机会再来九寨沟，希望在10月份再来一次。
     照片最多能9张，许多漂亮的传不上来了。",IP属地:四川,,,
JJ77,5分,超棒,景色5,趣味5,性价比5,九寨沟 位于 四川 省 阿坝 藏族羌族自治州  九寨沟 县境内，是 白水 沟上游白河的支沟，以有九个藏族村寨（所以又称何药九寨）而得名。 九寨沟 海拔在2千米以上，遍布原始森林，沟内分布一百零八个湖泊，有“童话世界”之誉； 九寨沟 为全国重点风景名胜区，并被列入世界遗产名录。 九寨沟 特别美丽，国家中唯一获得“世界自然遗产”我们的“童话世界”,IP属地:湖南,,,
盘旋的鹰,4分,满意,景色3,趣味3,性价比3,绿山青山，真的太好看了，水的颜色真的太清澈了，这里的当地居民称这里的水叫圣水或者神水，太好看了，清清亮亮，这里天气很好，阳光灿烂，照在身上暖洋洋的，池子里的水从不同角度看有不同的颜色，景区东西卖的也不贵，下次再来！,IP属地:四川,,,
博士小美女,5分,超棒,景色5,趣味5,性价比5,九寨沟位于四川省西北部岷山山脉南段的阿坝藏族羌族自治州九寨沟县漳扎镇境内，地处岷山南段弓杆岭的东北侧。距离成都市400多千米，系长江水系嘉陵江上游白水江源头的一条大支沟。 九寨沟自然保护区地势南高北低，山谷深切，高差悬殊。北缘九寨沟口海拔仅2000米，中部峰岭均在4000米以上，南缘达4500米以上，主沟长30多公里。,,,,
盈锦,5分,超棒,景色5,趣味4,性价比5,从成都自驾直九寨沟，400公里不到的路程开了近9个小时，幸好早点七点半就出发了。一路基本上是国道，汶川那一段路不好走，交通管制很多，过了汶川路就好了，风景美的让人震撼。选择住在景区大门最近的酒店，周边吃饭和购物很方便，有KFC。因为地震，九寨沟原始森林部分未开通，景区里有大巴（买的含大巴的票），按着大巴的路线安排就好。不过无需全程坐大巴，有些景点跟景点之间离的很近，步行还能看看沿途的风景。早上七点半入园，下午三点不到机会出来了，想着赶路，往西安方向，到晚上九点半才到广元市，一路都是山路，比去的路更难走。九寨沟的风景还是不错的，静态的湖、壮丽的瀑布、川流不息的河流，值得～,,,,
shi****101,5分,超棒,景色5,趣味5,性价比5,九寨归来不看水！景区很大，换乘也很方便，游览顺序：五花海—珍珠滩瀑布—长海—五彩池—诺日朗瀑布—犀牛海—老虎海—树正群海—火花海—双龙海，景色不错，全程7小时！现在的天气不冷不热，就是下午晒人，注意好防晒！,,,,
精光葫芦娃,5分,超棒,景色5,趣味5,性价比5,九寨沟位于四川省阿坝藏族羌族自治州九寨沟县境内。地处青藏高原、川西高原、山地向四川盆地过渡地带，南距成都市300多公里，是一条纵深50余千米的山沟谷地，总面积64297公顷，森林覆盖率超过80%。因沟内有树正寨、荷叶寨、则查洼寨等九个藏族村寨坐落在这片高山湖泊群中而得名。,,,,
ke****loi,4分,满意,景色4,趣味4,性价比4,"九寨回来不看水，真的是很美很美很美！现在还是枯水期有几个景点是完全没有水。景点车的安排也算不错，将客人分散到不同的景点做到分流。如果体力可以的话，可以从最高处沿着栈道一直不行下来，空气好，景美，重点还没什么人，非常舒服！
【景色】",,,,
M58****162,5分,超棒,景色5,趣味5,性价比5,九寨沟是人间天堂，从诺日朗瀑布到原始森林的日则沟是九寨风景线中的精华区段，风光绝美，而长海和五彩池则在则查洼沟的最里面。,,,,
侑子不是柚子噢,5分,超棒,景色5,趣味4,性价比4,4月去的，景点处的湖水不多，但是景色还是很美，最高处还是有少量的雪，山上不冷，服务区居然不提供免费开水，要上山的朋友不要带泡面，最好是带自热米饭，交通很方便，走累了可以直接去程车点去下一个景点（每个景点都有公交车）景区外面的酒店价格也很实惠，房间舒适，餐馆也蛮多。,,,,
pola小姐,5分,超棒,景色5,趣味5,性价比5,"九寨的风景真的不是盖的,游览车上的导游小姐姐说我们运气很好,前一天刚下了大雪,可以看到长海的雪景,还有久违的太阳天气也不会很冷.海拔低的地方因为没有雪看到的就是秋天的九寨红黄绿三色交汇,真的很美.九寨真是没时候去都可以看到不同的美景的.还有***的村寨感受***的文化",,,,
qy小平,5分,超棒,景色5,趣味5,性价比5,"九寨沟的秋天，犹如上帝打翻的调色盘，错过要等一年，现在出发还不晚！
秋天是九寨沟最美丽的季节，放眼望去，世界都是彩色的，那五彩斑谰的红叶，好像泼墨山水画一般，让人如痴如醉。
那些五颜六色的彩林，倒映在明丽的湖水中，美的极其不真实，抬头仰望，那湛蓝而碧净的天空，就好像一块透明的镜子，充盈在眼底。总体超赞，景色不错，",,,,
诗和远方很贵,4分,满意,景色4,趣味4,性价比4,挺好，大景点就是不一样，但天气不是很好，除了看水，看不了远山。附近吃饭，住宿都还好，吃饭两个菜，70块钱，味道也好，毛血旺48，份量足，就是在三喜宾馆旁边的梅子小吃饭店。一天完全能耍完，就是最高点长海景点海拔3100米，我们今天天气（2020.10.20）有点雨，上去了全是雪和雾没什么好玩的，路上全是冰，打滑，五彩池也很一般，还没得其他景点好玩。,,,,
小白qian,4分,满意,景色5,趣味4,性价比4,不愧是“九寨归来不看水”，不枉费坐这么长时间的车，大自然的鬼斧神工创造了九寨沟如此美的景色，五花海里清澈见底，犹如一副画，静谧的让人不敢打扰，图片拍不出它的美，还是要现场感受才行。景区每个景点都有观光车，一天游览时间足矣。,,,,
cc350,5分,超棒,景色5,趣味5,性价比5,"16年淡季去的九寨沟，本想着4月应该春暖花开了吧，没想到还是冰雪覆盖啊，之后第二年就大地震了，额
去的时候，导游说由于08年的地震，好多地理环境已经改变了，但魅力依旧啊
从成都到九寨沟大巴要开一天啊，那悬崖峭壁的。看着就心慌，还有很多自驾去的，那驾驶技术太佩服了",,,,
