user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap
巅峰Aaron,5分,超棒,景色5,,,虽然台北夜景没有想象中好，但101大楼还是值得上去看看的。可以了解一些大楼建设的技术理念，以及防震的知识。
yi****214,5分,超棒,景色5,趣味5,性价比5,打卡的，我也不知道去干嘛，就是高楼下面有商场这样。看101应该去象山什么的拍夜景把它拍进来。到101观景台看的话就是平平无奇的台北了，没什么看头。
118****421,5分,超棒,景色5,,,随时换票，7天内有效挺好的，方便，就在售票处直接换就可以了！去的时候天气不好，但是我们还是没听售票员的劝说，等了一会儿云开雾散了，夜景还是很美滴！
谢超洪,5分,超棒,景色5,,,预定确认很快，价格也划算，换票、入场都很方便。101的景观真是不错！楼顶几层有餐厅，就餐环境很好！值得！
JohnnyQ20,5分,超棒,景色5,,,来了台北还是决定上101看看，可以当天下雨，上楼后雨雾较大，视野就比较模糊，整个台北的夜景还是比较好的。
文文玫瑰,5分,超棒,景色5,趣味5,性价比5,冒雨登顶台北101大厦俯瞰台北，89层高楼 望出去雾蒙蒙的 其实对于上海人的我们来说 这样的楼太一般了 但是听导游介绍后 才知道 当时的设计者还是很用心的！
sha****anna,4分,满意,景色4,趣味4,性价比4,台北101大楼可以说是台北的标志，高耸入云，非常壮观。从内部眺望台北的全景，特别是夜景也是非常之妙，但是我感觉还是比从阳明山眺望的感觉差点哈哈？
初心still,5分,超棒,景色5,趣味5,性价比5,台湾以前只出现在我的课本里，101 大厦也只出现在网上的视频中，没想到在如今的环境下还能奔赴台湾一睹真容，真的是无比幸运，我在台湾留下了足迹，心中也留下了台湾的痕迹
M19****417,5分,超棒,景色5,趣味5,性价比5,参观101，逛逛楼下的卖场，中餐用餐的时间可以到B1的地下美食广场用餐，但建议绝对不要在休息巅峰时间前往，因位子数量与前往用餐人数绝对不成正比
旅行博主小张,5分,超棒,景色5,趣味4,性价比4,台北101是位于台湾台北市信义区的摩天大楼，楼高509.2米。5楼设有观景台售票处、纪念品商店、免费寄物柜与电梯入口。上观景台也是一定要去的！
M22****3363,4分,满意,景色4,趣味4,性价比4,这个大楼也是当地城市地标建筑之一，很多人慕名而来打卡，建筑造型犹如竹子，很特别，登上高楼观景台，可以一览周边美景，夜晚城市景观灯开了尤其美。
AnnPun AnnPun,5分,超棒,景色5,,,買了這個後，記得到前台辦手續取票，否則上不到上畫去！在這扣票會比較方便，便宜了，好好好好好好好好好好
E21****20,5分,超棒,景色5,,,台湾的地标，去台湾必去的景点，很漂亮，比东方明珠塔漂亮很多，人也不是特别多，不用人挤人，舒服多了！！
M33****8363,5分,超棒,景色5,趣味5,性价比5,很多人排队上观光层，电梯非常快，排队时可拍照到观光层可买回，精品店也很多特色手信可买，唯入场和离开时都要排队，而且都半小时以上，其他都很好
李小白_先生,4分,满意,景色5,趣味4,性价比4,确实很高，在上面看台北市夜景很漂亮，台北市讲真的高楼不多，不像深圳上海，所以整个城市在脚下的感觉很棒，有一种电影中的感觉，推荐夜景，完美！
suifeng2019,4分,满意,景色4,趣味4,性价比4,作为台北地标性建筑，曾经的世界第一高楼，台北101大楼，成为无数游客的打卡地。89层是室内观景台，大致饶了一圈看了各个角度的台北全景。
110****003,5分,超棒,景色5,,,确实应了那句不去后悔去了更后悔，还好小朋友们玩得很高兴！阻尼球挺有意思，101吉祥物小朋友喜欢
Amy Lou,5分,超棒,景色5,,,101这里真不错！观景，吃饭，购物，喝咖啡，可以在这里一整天！入口处的卫生间，超级超级棒！！！
工匠,4分,满意,景色4,趣味4,性价比4,台湾人眼中的骄傲，可是现在就高度来说，已经也排不上什么名次了，但还是台北的绝对的标志性建筑，看惯了陆家嘴对这个也不太感冒，看看就好。
菜菜的后花园,4分,满意,景色4,趣味4,性价比4,台北的地标之一，也是台北打卡地，登上观景平台可以俯瞰整个市区，里面有一个巨大的风阻尼器，电梯也很快，不是周末，人不多，排队时间很短。
M50****3400,5分,超棒,景色5,趣味5,性价比5,非常非常非常棒的一次体验，台北101非常高，可以看到整个台北的景色，携程平台的门票非常优惠，还有伴手礼赠送，我每次预定都首选携程。
Tracy_ccf,5分,超棒,景色5,,,台北标志性的景点，必须打卡，不论白天还是夜景都太棒了，感受了台北的繁華
心情好好的毛怪,5分,超棒,景色5,趣味5,性价比5,台北的地标！当地人介绍，每天变换一种外观颜色！非常得炫美！所以你看到今天什么颜色，就能知道今天星期几了！值得推荐，体验不同的建筑美！不管是宝塔形状，还是圆形，都是美！！
老人家,4分,满意,景色4,趣味4,性价比4,首选打卡景点 登高望远 可以俯视台北城区 还有消费场所
jiaqi52666,5分,超棒,景色5,,,第一次来台湾 台湾同胞好热情 非常善良谦和 ，服务行业非常棒，态度非常好，101大厦风景非常棒
taotaolee,5分,超棒,景色5,趣味5,性价比5,曾经的世界第一高楼，台湾必去景点之一。可以俯瞰整个台北的风光（最好在天气好的时候，傍晚最佳）。阻尼球很赞，一定要看。楼下有商场。
xi****n45,4分,满意,景色4,趣味3,性价比4,其实对于大都市来的我们，看多东方明珠 金茂大厦 环球金融中心 上海中心 而言，台北101真心也就酱紫。而且超级多的大陆团客呢，感受一般。
志远188,4分,满意,景色4,趣味5,性价比4,台北最高的建筑物，上去能看到整个台北的景色，特别是营运电梯，好像是目前世界上速度最快的，从低层到89层只需要37秒，感觉超赞！
重新连接,5分,超棒,景色4,趣味4,性价比4,台北地标性建筑，位于忠义商圈的台北101大楼很惊艳。台北高层建筑并不多，楼下负一层有餐饮，楼上是商铺，另外还有观景台和酒店。
三十四号,4分,满意,景色4,趣味4,性价比4,台北101大楼是台湾最有标志性的建筑我们没有登楼，我们是爬上了象山去看台北的夜景，爬香山步道还是比较痛苦的，每节台阶高低不等
香槟配红酒,3分,不错,景色3,趣味3,性价比3,台北101高度508米，101层，相当于5个我们公司的办公楼叠加在一起的高度，这里要不就是观景要不就是裙房里购物。每年跨年烟花最著名。远观即可。没必要去观景台看。
Princesstt,4分,满意,景色4,趣味4,性价比4,是觉得101大楼，如果登顶的话，没有太大的必要，我们是在他楼下里面的商店圈逛了一圈，，这里汇集了许多国际的时尚大品牌的东西
gz当地向导伊妹儿,4分,满意,景色4,趣味4,性价比4,站在101大楼绕楼一圈可观台湾全景，景色不错，登高望远，视野开阔，风光无限美，趣味性强，有特色，性价比超高的，非常不错哦！
ᥫᩣ 🐯X、X、L🐯 ᥫᩣ,5分,超棒,景色5,,,电子票很方便 直接到柜台出示手机即可领取 风景很好 可惜当天天气不佳 没有到观景台 有点可惜
_NV***87,5分,超棒,,,,"如果点心是吃的目的的话应该没关系大厦的夜景也不坏,但是人太多了,等待的时间很长,参观了望台一圈拍照出来的时间是20分钟左右我觉得它比停留时间和景点贵,点心有多种套餐,质量是值得称道的地方,所以等待有点多。显示QR并等待30分钟似乎比现场接收要快,似乎要单独管理待机时间(号码表),待机号码牌上显示的号码中没有我们的待机号码。收到了"
루루베,5分,超棒,,,,"与其他地方相比,Trip.com以新会员的特价购买,即使您有优惠券,在周末或活动当天也必须等待30分钟以上,因此,如果您想看日落,最好在2小时前来。如果您想坐下来拍一张人生照,只看夜景或阴天,建议6点预订!只有天黑了,所以没有反光,所以照片很好。"
奶龍,3分,不错,,,,其实真系冇乜特别，还很多人呢，只系比钱坐架䢂上去高楼大厦远望台北的地方，就是台北一个景点而已，就到此一游，今次我系第二次去，因为细佬未去过，去完佢都明点解我话不值得买票上去，不知大家有没有同感？不过旅行就是这样？
走出去玩呗,5分,超棒,景色5,趣味5,性价比5,台北夜景很美，门票还附食品优惠卷，可以在89楼买吃的。有一张B1郭元益免费的卷，如果不是一开门就去兑换建议就不用去了。一天一共300份，很早就领完了。89楼上面吃的也没有很贵，味道也不错。总之一切都很完美😍
mingzinian,5分,超棒,景色5,趣味4,性价比4,台北101大楼，前名台北国际金融中心又名台北101、台北金融大楼，位于中国台湾省台北市信义区金融贸易区中心，其东临信义广场，北依信义21号公园，西近富士洋行，南靠台北捷运信义线。地标建筑，性价比不高哦……
新澤西州,5分,超棒,景色5,趣味5,性价比5,去台灣當然肯定去台北，去台北兩個景點是必須的，一個是故宮博物院，第二個肯定是101大樓了，尤其夜景特別好，周圍環境目前應該來說是台北最高檔區，購物，餐飲玲瑯滿目。觀景台門票有點貴但是還是值得上去一次的。
xixi,5分,超棒,景色5,趣味5,性价比5,台北101大楼，前名台北国际金融中心（Taipei Financial Center），又名台北101、台北金融大楼，位于中国台湾省台北市信义区金融贸易区中心，其东临信义广场，北依信义21号公园，西近富士洋行，南靠台北捷运信义线
jiessy,5分,超棒,景色5,趣味5,性价比5,"台北101（英語：Taipei 101）[2]是位於臺灣臺北市信義區的摩天大樓，樓高509公尺（1,670英尺），地上101層、地下5層，自落成以來即成為台北重要地標與觀光景點之一[5]。台北101是台灣第一高樓、以及唯一樓層超過100層的建築物，曾於2004年12月1日至2010年1月7日間擁有世界第一高樓的紀錄。目前為世界第十一高樓（截至2022年）以及世界最高的綠建築（LEED EBOM）[6][7]。大樓內擁有全球第二大、全球唯二開放給遊客觀賞的巨型阻尼器。標高509公尺的101樓上方之觀景台為全球最高的戶外屋頂觀景步道。"
暖色调19726,5分,超棒,景色5,趣味5,性价比5,台北101大楼又名台北101、台北金融大楼，位于中国台湾省台北市信义区，坐落于台湾省台北信义区金融贸易区中心，其东临信义广场，北依信义21号公园，西近富士洋行，南靠台北捷运信义线。
Silver111,4分,满意,景色4,趣味4,性价比4,还可以吧，就是那里的退税气死我了，没有证件，不能退，卡也没有优惠，把我给气着了，真是对我自己太无语了，去的时候还能自由行
_WeCh****442257,5分,超棒,景色5,,,台北每个景点，每个商店的服务真的特别棒，不得不佩服！由于之前去过广州塔，上101的时候期待感不大，但是走完最后，反正还是有很多不一样的地方。感觉台北101更有体验感，不像广州塔只是看景，101还有一个防风的大球可以看，有小短片专门介绍这个球的作用，学到不少！
Apopooooo,5分,超棒,景色5,趣味5,性价比5,作为台北标志性建筑，还是要去下的。人会有点多，但排队不用很久。电梯很快有点耳鸣，到达89后可以在室内观赏夜景。还有一些小纪念品买，参观完后下一楼可以看到世界最大的阻尼器（虽然我也不知道阻尼器是干嘛的）。
琉璃月-疏离,5分,超棒,景色5,趣味4,性价比4,台北第一高楼，必须要去一次，楼下是购物中心，上面是瞭望台。因为是晚上去的，可以看到整个台北霓虹闪耀的繁华景象，但是错过了白天的景致，下次一定要白天再去看一次。也有很多卖纪念品的柜台，喜欢集目的地印章的小伙伴可以准备好本子，可以免费盖纪念章。楼很高，风吹动的时候可以感受到一丝晃动，但是很安全可以放心观赏精致！
破之殇,3分,不错,景色3,趣味3,性价比3,有两个点值得体验：一是搭乘速度极快的升降梯，二是看看圆滚滚的巨型风阻尼器，风大的时候可以清楚看到它在微微晃动。 上去和下来都排了老长时间的队，身心俱疲。露天观景台的防护设备太严密了，基本上什么都瞧不见。 如果再给我一次机会，我选择不上去…… 回到地面之后，我问已经来过一次、知道真相的老刘为什么不阻止我，他说，不让你体会一次你是不会死心的…… 很有道理。
spencerS,4分,满意,景色4,趣味3,性价比3,"101大楼是台北新地标之一 造型非常有特色 下面又各种商场 餐厅以及精品点
上面的的观景台要单独收费 当然你如果没有登高赏景爱好可以去中间那家星巴克消费个套餐也是不错选择"
URV大战冠道,5分,超棒,景色5,趣味5,性价比5,台北101大厦总高508米，在2010年以前台北101是世界第一高楼高，即便今日在台北也没有这么高的建筑与其相提并论，在台北市区的任何角落基本上都能看到101，当之无愧的成为台北市的地标。 每到夜晚来临，台北101外观会打上灯光，并以赤橙黄绿青蓝紫彩虹七种颜色为顺序主题，每天更换一种颜色，如星期一是红色、星期二是橙色等，每天落日时间开始点灯，至晚上10点关闭。 台北101大楼自2004年末以来，固定于阳历每年阳历除夕12月31日至次年元旦1月1日间数分钟中以烟火作为主题所举办的跨年活动——台北101跨年烟火表演。在508米的高空释放烟花场面特别壮观。
omiki,5分,超棒,景色4,趣味4,性价比4,台北101大楼是闻名世界的摩天大楼，曾一度是世界最高楼的摩天大楼之一。台北整体是一座规划混乱的城市，房屋大都低矮，杂乱无章，但是在这一大片的房子里面，唯独有一幢大楼拔地而起，鹤立鸡群，一枝独秀，让人想不注意到都难，他就是台北101。台北101大楼由建筑师李祖原设计，是台北的观景圣地，在这上面可以看到整个台北市的情况，甚至可以看到新北市的部分风光，在101观景台上的夜景，是最令人难忘的极致美景。这么高的大楼，当然要配上急速的电梯，101拥有世界上最快的电梯，38秒钟时间，伴随着音乐，就可以直达89层的观景台，是不是很刺激。总之，台北101是去台湾必去的地方，没有之一。
vale92,5分,超棒,景色5,趣味5,性价比5,The view from the observatory deck is amazing.
狮后,5分,超棒,景色5,,,101大楼，台北地标打卡点，观景台可以俯瞰整个台北，电梯速度超快，观景好地方。
MisterZ,5分,超棒,景色5,,,101算是著名景点了，携程订票很方便，在101五楼直接兑换门票就好，十分便捷！
288****175,5分,超棒,景色5,趣味5,性价比5,台北的101大楼和上海的高楼比起来是另外一种味道，也是曾经的世界第一高楼。这里有五层的购物中心，买好票后预约好上楼时间，在纪念品店可以买明信片，上去之后有邮筒可以投递，电梯速度非常快，观景台有讲解。
1981ch,5分,超棒,景色5,趣味5,性价比5,101大楼门票略贵，感觉有点坑。而且上面的东西没什么看的，只是去坐了两趟世界上最快的电梯，能在101上面看的，在象山同样可以看得到，不过既然来到台北，不上101又好像没到过台北一样，所以还是去了。
super Chao,4分,满意,景色4,趣味4,性价比4,101大楼夜色下也很美！可惜去的有点晚，晚上九点半商家都关门了。楼下很多小吃没尝到，特别是鼎泰丰，感觉很遗憾。错过了美味的小笼包，不过，101确实值得一去！
嘟嘟游啊游,5分,超棒,景色5,,,来台北地标还是要来的，天气不好，基本看不到外面，云雾缭绕，阻尼宝宝还是可爱
Chuanlun Mo,5分,超棒,景色5,趣味5,性价比5,景色还可以。毕竟是台湾地标建筑 不错
樱宝宝eileen,5分,超棒,景色5,趣味5,性价比5,台北地标性建筑，两次去台北都上了101，看上去跟首尔的南山塔、上海的东方明珠差不多，看出去的景色耶差不多，都是一些高高低低的楼房，只是多了一点101的元素
haixindianshi1,5分,超棒,景色5,趣味5,性价比5,台北101游览过2次。第一次和第二次去参观里面的布置有一些改变，其它还是一样。第一次比第二次参观的人要多。雄伟壮观的101伫立在台北醒目的街头。电梯又快又稳就到了楼顶，可是观赏台北的整个夜景。
Ethan Hsiung,4分,满意,景色4,趣味3,性价比4,"來到台北 

「台北101」怎能錯過

位於89層的101觀景

可以直接俯瞰整個台北市

大家要是上去的話留意下天氣

台北101觀景台成人票約為111元

還是性價比不錯的哈"
喜欢旅行的Mrpatrick,5分,超棒,景色5,,,主要来的时候不太多，台北一直在下雨，是在观景台关闭，室内的也只能看到☁️
微风轻扬37vivi,4分,满意,景色4,,,排队人不多，旅行团是以队伍来的，买门票不是人很多就是上电梯这里会排队。夜景很美 ，从四周拍了动态视频。给大家观赏
willem_king,5分,超棒,景色5,,,在101使用的时候还是要去前台换票的，省不了排队。故宫使用还是很方便
sunshinewhy,5分,超棒,景色5,,,值得一去，大人孩子都玩的很开心。地标性建筑，电梯体验也很好，推荐！！
晚依,4分,满意,景色4,趣味4,性价比4,我是元旦去的 风景还是不错的 当晚去的时间可能有点晚了 里面商店都快关门了 101每层都上了 建议尽早去 因为人多要排队
M25****2476,4分,满意,景色4,,,网络购票也得跟现场买票一起排队取票，排队时间较长，跟现场票价基本上一样。景色还可以，不能去室外观景很遗憾。
_WeCh****04206,5分,超棒,景色5,,,37秒就到89楼了，还可以到91层室外观景，下到88楼看防震阻尼。
闻香识玖,5分,超棒,景色5,趣味5,性价比5,去的正好刮风下大雨，但是一点没有影响看景，灯光闪闪像满天的星星⭐️
我在等风来f,5分,超棒,景色5,,,"携程订票方便，排队人特别多，好像去了台北就一定要去101，朋友学建筑专业，对风阻尼球格外感兴趣
，到了上面有许多卖纪念品的地方"
～如月＊芬芳～,5分,超棒,景色5,趣味5,性价比5,台北101大楼，很漂亮。电梯很快就到了顶楼。我前几年带着爸爸妈妈过去一次，在上面可以看到台北全景，一圈都能看到，很棒的建筑。
D79****33,4分,满意,景色4,,,特意等待夜幕降临的时候才登上观景台的，电梯快得你不得不咽口水，夜景果真很赞！还有一张电梯的运行速度证书哦
紫色康乃馨,5分,超棒,景色5,趣味5,性价比5,从中山纪念堂，远远望去，整个101大厦尽收眼底。最佳的拍照位置。
褚飞燕强,5分,超棒,景色5,趣味5,性价比5,特是电梯是最快，而声音也是超轻、只是几秒就88层，走二层是露天台
_WeCh****133289,5分,超棒,景色5,,,可以看到台北最美的夜景，电梯速度超级快，就是人有点多，需要排队
135****5478,5分,超棒,景色5,趣味5,性价比5,"101是台北必打卡景点之一
站在高楼上俯视整个台北的感觉真的很棒"
小丫,5分,超棒,景色5,趣味5,性价比5,第一次去，超级期待又害怕高，但上去才发现真的超美，还想再去一次
黄虫虫15011,5分,超棒,景色5,趣味5,性价比5,台北的地标建筑，飞机落地桃园机场的时候一眼就可以捕捉到的景。可以坐电梯登顶，观光整个台北夜景。地下一楼有各种特产，还可以办理退税。糖村牛轧糖🍬很好吃，还有著名的小笼包餐厅-鼎泰丰
联城蓝翼,5分,超棒,景色5,,,和上海之巅一样，有个大大的阻尼，不过这个阻尼被做成了吉祥物！
M23****7009,5分,超棒,景色5,,,超快超方便，下单直接用二维码到前台换票，比前台标价600台币便宜了不少，等上大楼俯瞰台北夜景，棒棒哒
Mikhail Misha,5分,超棒,景色5,趣味5,性价比5,曾经的世界第一高楼，台湾省地处太平洋地震带，建筑抗震构造是一个命门所在，因为如果解决不好，高就没有意义甚至危险。然而建筑师李祖原用阻尼球技术很好的解决的安全问题，去台北推荐一游！
魂淡的阿森纳,4分,满意,景色4,趣味4,性价比3,台北地标，值得一去，就是国庆排队太久，网上订了票也一样。
泰宁根吴承恩,5分,超棒,景色5,趣味5,性价比5,101是台北的地标的，非常的漂亮的一幢建筑的，最感兴趣的是101里面的那粒稳定大楼的球，非常有意思的，当然这里欣赏夜景还有购物吃饭都很棒
嘟嘟游啊游,5分,超棒,景色5,趣味5,性价比5,阻尼球宝宝都挺可爱的，由于天气不好，偶尔能看到外面的风景
tt梦幻小妖,4分,满意,景色4,趣味4,性价比4,这一次来台湾，特意参观101大楼，台北101大楼占地面积153万平方米，其中包含一座101层高的办公塔楼及6层的商业裙楼和5层地下楼面，
热爱珍惜,5分,超棒,景色5,,,比现场买便宜一点，相当于团队票，还可以领一张明信片，推荐
M67****08,5分,超棒,景色5,,,举头星空几变，电梯瞬间已达，俯瞰台北城中，直是车水马龙。
magie112,4分,满意,景色4,,,台北必打卡的地方，脚下看确实壮观，37秒升至384米第一次感受，完全没有异样的感觉，值得一游！
鹏城伟哥,5分,超棒,景色5,,,携程上买的果然是团体票，现场要600台币，建议网上购买
_TSXX****lra0t,5分,超棒,景色5,趣味5,性价比5,It’s one of a kind experience and indeed the best part of my lifeeee!
Phil赞,5分,超棒,景色5,,,当然是简洁实用又方便了 不用排队咯 到现场买票不用排队 不过电梯上去还是要排队的 希望对大家有帮助哈
sunny宽旭,5分,超棒,景色5,趣味5,性价比5,非常漂亮，雄伟！灯光美丽，附近人流量大，楼下美食很多
LinLin1987,4分,满意,景色4,,,国内也观光过几个摩天大楼，所以不觉得有什么特别的了，之所以还买票上来就是为了看看台湾的全景！
haixindianshi1,5分,超棒,景色5,趣味5,性价比5,"台北101去了两次都在疫情前去的，登上楼顶眺望台北夜景🌃第二次去和第一次去略微有一些变动。不过还是那么的壮观。去台湾还是值得一游的地点。
第三次去要等照顾完老爸之后的了。"
你呢,5分,超棒,景色5,,,还不错，毕竟是地标！有自己的特色！象山可以拍夜景！
美炜炜,5分,超棒,景色5,,,傍晚时候入场，可以看到白天和晚上的景色。现场门票600台币，携程购票当场生效，取票也方便。
昵称叫小什么,5分,超棒,景色5,趣味5,性价比5,一定要去天台！五月天拍MV的那个天台，夜景超美！
M74****12,5分,超棒,景色5,,,到了现场才在携程下单的，不用拍人工窗口，可以直接在机器上取票。省了几十块钱，非常开心~~
M25****4239,3分,不错,景色5,趣味3,性价比3,全台北唯一的高楼，除了101外没有其他地方比东莞繁华！房子也没有我们地方高，101一定要晚上去早上去太没意思了，但下次不会再去
willem_king,5分,超棒,景色5,趣味5,性价比5,台北必到地标打卡，在台湾玩唯一要排队进入的景点
TinaTien1105,5分,超棒,景色5,,,方便，关键是比柜台便宜一些，需要上去的时候再换票，直接排队上电梯。门口有很多电子取票机，但是携程的还是需要排队在柜台人工取票。
xuziran,5分,超棒,景色5,趣味5,性价比5,台北的象征，去台湾一定要打卡。象征意义比较大，大陆比101高的比比皆是。捷运出来就是鼎泰丰，也有其他很多吃的。买门票可以上去观景台。12月31的烟花秀有机会一定要看。
M28****5697,4分,满意,景色4,趣味3,性价比3,"台北101名气在外是到台北必去的景点。真正的景色和名气相比差了一些, 晚上排队上楼看夜景，没有达到预想的美丽，可能因为台北地标性建筑不多，在高处看下去也没找到特别之处。"
飞越仙女岛🧚‍♀️,4分,满意,景色4,,,去的时候是雨天，啥也看不到 户外光景台也关了 就一层楼一个圈走了一遍就下去了  不值这个价位
丁丁,4分,满意,景色4,趣味3,性价比4,现在101看着落日 看着台北的夜景 还是很不错的
_WeCh****61535,5分,超棒,景色5,趣味5,性价比5,没去过的还是要去的，总体还可以吧，价格不便宜
缘来是你0112,5分,超棒,景色4,趣味3,性价比4,很壮观的大楼，不仅楼房高，建筑风格也很特别！那高速电梯37秒就可以登顶！太刺激啦！
angela pao,5分,超棒,景色5,趣味5,性价比5,曾经是全世界最高楼的101台北大楼，每当夜幕降临，璀璨的灯光把整个摩天大楼点缀得无比鲜艳夺目，去到观景台还可以360度无死角地远眺远处的车水马龙和繁华的城市都景
willem_king,5分,超棒,景色5,趣味5,性价比5,台北地标101第一次来台北当然要来看看了
winner98,3分,不错,景色3,趣味3,性价比3,想到台北，沒有人會不知道台北101大樓。身為全台最知名、讓各國旅客慕名而來的大景點，這裡是每個人此生都必拍必來的好地方！
北极熊茶包,3分,不错,景色3,,,我觉得很一般吧。这是台北市地标性建筑，世界最早建成的500m高塔，一定地去，但是总体上觉得内容一般。景色看城区规划看起来还是挺乱的，我个人觉得不如东方明珠，广州塔甚至澳门塔来的震撼。场馆内知识介绍以台风气象为主。 楼下商圈可以吃饭，价格还行
M33****951,5分,超棒,景色5,,,比现场买要便宜。台北没什么特别高的建筑，101倒是可以一览众山小了，顶层有个防风的阻尼可以看一下，赶上雾天视野不是特别好
M34****4067,5分,超棒,景色5,趣味5,性价比5,虽然是101重要收入来源之一，可是票价愈来愈高，实在是很不亲民。 我们看到101的游客并不少，但是会买票上观景台的游客却很少。 大家宁可选择不花钱在楼下广场，或是5楼售票处背景墙拍照、打卡，当做&quot;到此一游&quot;的标记
蒲公英宝贝,4分,满意,景色5,趣味4,性价比4,台北101楼高509米，地上101层，地下5层。其英文名称Taipei 101除代表台北，还有“Technology、Art、Innovation、People、Environment、Identity”（技术、艺术、创新、人民、环境、个性）的意义
大脸猫睡醒了,5分,超棒,景色5,,,体验了最快电梯，风景不错，有很多人上去。
可不可以都重来,4分,满意,景色4,趣味4,性价比4,个人觉得这是台北地区最现代化的地标建筑物了。非常不幸，登塔赶上了下大雨，高处不胜寒，室内玻璃又起了雾气。不过还是参观不限时间，慢慢的雾散了，夜景还是超级美的 看了夜景，还一定要看世界上最大的阻尼宝宝，绝对是世界之最啦。阻尼宝宝被卡通化后，各种旅游纪念品都超级可爱。有收集邮戳习惯的小伙伴们，到这里来要带好自己的小本本。101大楼礼品店外提供了寄明信片的地方，那里有好几个阻尼宝宝邮戳。超级有纪念意义。
天高云淡静,4分,满意,景色5,趣味4,性价比4,101大楼是台北的标志性建筑，尤其入夜，在灯光的衬托下显得更加的雄伟、绚丽。有名，又在台北市内，容易达到，人是真心的多。可以坐电梯直接到顶层，租一个电子导游器，看看东西南北各个方位的景色的前世今生。再往上有一个防止大楼因风摇晃的阻尼器，类似不倒翁的原理，到是蛮有科学性与观赏性的。楼下有吃饭的好馆子，但是人同样都是太多。
ARTinTin,5分,超棒,,,,去了台北101，俯视整个台北的夜景，留连忘返，觉得这一趟旅程必须要去的地方！！
M26****520,5分,超棒,景色5,,,非凡体验，非凡感受！九月美丽台湾之旅！
205****509,5分,超棒,景色5,,,打卡景点，没有过多的景色，就类似于到了上海，要上个东方明珠，晚上去的时候条件不佳，不能抢室外观景台，有点可惜，能直接寄明星片，小礼物也不贵，排队下来花了点时间
_WeCh****73925,4分,满意,景色4,趣味3,性价比3,我们是白天去的 可以看到台北的风貌 还是很大气壮观的 希望下次去台北可以是跨年的时候 和老公看101的烟火 他一直想去台湾 还没去
h****hq,5分,超棒,景色5,,,先去隔壁的眷村——四四南村，下午4点到101，登高可以360度俯瞰台北，可以到外面的平台上看日落，然后欣赏台北夜景。
m23****8437,5分,超棒,景色5,,,很快，方便要收到码在5楼售票台换票！
_WeCh****010998,5分,超棒,景色5,,,人不多还好，携程送了50元优惠券感谢
67****283,5分,超棒,景色4,趣味4,性价比3,101大樓除了逛街購物，吃鼎泰豐小籠，還能在景觀台上欣賞美麗的夜景。它同時也是台北市跨年放煙火的重要地標。附近還有威秀影城及新光三越商業區，很好吃很好逛。
肇东李存恭,5分,超棒,景色5,,,台北的繁华，璀璨尽收眼底；极速电梯真的快；91楼风真大，腿是真的有点抖。101购物很不错，吃饭购物赏美景一条龙哦！
M31****4419,5分,超棒,景色5,,,美丽的101大楼，我们会再次光临！
_WeCh****103615,5分,超棒,景色5,,,非常方便 就是一点 下雨天101室外观景台关闭需要注意 雨停了也关闭 只有晴天开放
godknows,4分,满意,景色4,趣味4,性价比4,台北101大楼89楼设有室内观景台、纪念证书的摄影服务、语音导览柜台、冰淇淋商店、纪念品商店、阻尼器参观区等；91楼设有室外观景台、7台40倍的望远镜等。
牧白A,4分,满意,景色3,趣味5,性价比3,地标性建筑，到此一游的还是值得去看看，元旦的101烟火比较特别些，平日里受天气浓见度的影响，登高观赏夜景总会受限。
syjscy,5分,超棒,景色5,,,从观景台俯瞰台北全景，超美超爽。
_WeCh****72962,5分,超棒,景色5,,,101名不虚传，就是当天天气不好
M21****474,5分,超棒,景色5,趣味5,性价比5,确实建得很好，尤其是看夜景不错！
东北大菜刀,5分,超棒,景色5,,,台北必去景点，高速电梯非常快！
香菜冰淇淋,5分,超棒,景色5,趣味5,性价比5,夜爬香山看101，很累但是景色超美，观景台超开阔，夜色中漫步很有意境！
pretty-magic,5分,超棒,景色5,趣味5,性价比5,很漂亮啊，高大上的社区喔:-O
320****987,5分,超棒,景色5,趣味5,性价比5,台北101大楼，曾经的世界第一高楼，可以俯瞰整个台北市，夜景更是漂亮。登塔的售票处在5层。我们去时虽然游客并不算上多，但购票后还是要排队乘坐电梯的。
巅峰Aaron,5分,超棒,景色4,趣味5,性价比4,整体看起来是不错，但周边景色实在是一般，比厦门都不如。胜在大楼规模大，确实很有气势。性价比略差。还有，大楼是leed白金认证，节能设计应该很出众。
穿梭在硅谷与华尔街,5分,超棒,景色5,,,下午4到的，正好看到了白天还夜景，台北的夜景很漂亮，值得一去的地方
M10****076,5分,超棒,景色5,,,特别好，还买了手信，好喜欢
M35****1779,5分,超棒,,,,今天和朋友一起去101观景台看风景。天空作美，气候舒适宜人。适合拍照打卡留念。搭乘高速电梯，参观周边商品，仰望窗外的景色。别有一番滋味。值得一看
百合1203,5分,超棒,景色5,趣味5,性价比5,登顶台北101观景台，这里是台北最具地标性的建筑 高速电梯 升楼显示屏，37秒抵达 而且没有任何摇晃的感觉 真的高科技啊 到达观景台 俯瞰整个台湾 景色很不错
PinkLi,5分,超棒,景色5,,,很方便喔，买票后到101观景台到柜台兑票。排队上去的时候会经过一个留影区，每组旅客一张合影，上去之后可以买照片（纸质打印、或者u盘拷贝的电子版）
