user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,video-js src
M48****4158,5分,超棒,景色5,趣味5,性价比5,"八达岭长城缆车改时间了
索道/缆车从5月4日起，
🚡空中索道早上改为7：00准时运营，
南线地面缆车时间早上9:00准时运营，13:30停售双程票，16:30南北两线同时收车，
如果去玩的朋友们早点去呦☺️☺️☺️

空中索道是到达北7楼，再往上就是八达岭长城最高点北八楼，打卡拍照哈，北7到北8的路，一路向上，陡肯定是有点陡的，但是有扶手，比较安全，一定要上去，记住，高处的风景，特别震撼，超级超级好看📸📸📸

地面缆车是到达南4楼，往上爬到南7楼，南楼相对来说人少一些，地面缆车像是一节火车车厢一样
值得一提的还有梦幻长城球幕影院一个360度全方位的视野、同步动感座椅和3D观影效果的影院🎦，关于一场长城的精彩史诗，从万里长城的兴起、建造，到古时长城经历的战患，再到现如今长城内外四季美景，到最后关于太空长城的大胆幻想，又好玩又好看，还了解到更多长城的故事，很适合亲子家庭。
最后推荐大家选择一日游前往，免换成摆渡车，不然还要排队，可能需要等很长时间，我是选的北斗国旅的一日游，各大平台都有，不踩坑，可以冲💯💯💯",IP属地:北京,
毛豆爱分享,5分,超棒,景色5,趣味5,性价比5,"下雨天游八达岭长城，人依然很多，山上雾气很大，跟的一日游去的，选择的北斗国旅，旅游公司挺好，🈚其它消费，也不带着购物，这点挺好，看过之前别的散团，带着去买东西，看玉，纪念品什么的，这个团什么都没有，只有帮买缆车票，价钱还和景区一样，我是从车上买了缆车往返，在长城上玩了玩，山上雾气太大了，跟在仙境一样，简单打卡之后，想到导游介绍的9D电影了，导游那里买票有优惠，又让导游给买的票，去看的球慕电影，看完真的太震撼了，绝绝子
最后推荐一下北斗国旅，很不错呦，可以去",IP属地:广东,
m39****7350,5分,超棒,景色5,趣味5,性价比5,这次长城之旅很满意。我们是坐的都游巴士直通车去的，客服主动帮我们设计了线路及玩法让我省了不少心，够专业很热情服务很好。司机师傅提亲一天晚上主动联系了我，按我定的时间来接的，车子打扫很干净也没有异味，一路上给我们介绍景点，不寂寞。开车技术棒棒哒，路况熟悉，到了长城主动帮我们取票，我们省了不少事，不用排长队了，总之玩得很开心，就是节假日人比较多，下次一定避开节假日出行！回来的时候我们临时改变了送回地点，咨询了客服，客服很快就安排给司机送我们去了，很满意，一定要给5分好评！会再来的！,,
m39****6507,5分,超棒,景色5,趣味5,性价比5,八达岭长城，位于北京市延庆区军都山关沟古道北口。是中国古代伟大的防御工程万里长城的重要组成部分，是明长城的一个隘口。坐都游巴士直通车去，不浪费游玩时间和精力。八达岭长城为居庸关的重要前哨，古称“居庸之险不在关而在八达岭”。,,
m39****3615,5分,超棒,景色5,趣味5,性价比5,值得一去的地方，但是人很多，景色不错，有毛泽东题词，不到长城非好；自己在公众号上提前买的票，想早点去就选的早班车在东四地铁站上的车，很快就到了；八达岭长城非常美丽，里面的景色特别好看，有这各种各样的颜色，样子也是不同的，而且里面还有好多好吃的，味道也非常美味，颜色也好看，服务态度也特别好。,,
m39****1187,5分,超棒,景色5,趣味5,性价比5,对去八达岭长城的路线不是很熟悉所以乘坐的都游巴士八达岭直通车，速度很快，订票也方便，在公众号上就可以定，有三个班次，都是在地铁口集合；八达岭长城供游客游览的区域从南一楼至北十二楼，走完全程大概需要两三个钟头，攀登长城时切切要注意安全，有的地方会比较陡峭（尤其是从烽火台下来），行走时一定要拉好扶手。,,
m39****7370,5分,超棒,景色5,趣味5,性价比5,第一次爬长城选择去八达岭，为了方便乘坐的都游巴士直通车，高速直达，我们选了早班车七点多在健德门地铁站上的车，地点很好找，路途上导游给我们讲了很多注意事项；八达岭长城分为南楼和北楼，北楼风景更好，南楼相对陡峭，人少，多数都会选择北楼。如果要去找“不到长城非好汉”这块碑，可以先往南楼走，不到50米就可以看见，留念后再返回北楼。,,
m39****3621,5分,超棒,景色5,趣味5,性价比5,"&#128073;关于长城
中国军都山山峰之一。位于北京市西北延庆县的南部，南口西北的居庸关的附近。层峦起伏，群峰叠嶂，雄伟壮丽的八达岭万里长城屹立在崇山峻岭上。
&#128073;交通安排
1.如果出发地较远去八达岭长城的话可以考虑坐高铁！八达岭长城有直达高铁全世界最深的高铁站；凿山而建地铁到北京北站/清河站，去八达岭最早是8:51，回北京末班车是19:58，受时间影响较大，千万注意时间哦‼️
2. 根据时间安排可以通过地铁和公交倒车前往：①地铁2号线，【积水潭】B出口，按指示牌走10分钟左右到德胜门公交站。②公共汽车877，直达长城(中途不停靠)，很方便。3、中午12:30是去长城最后一班车，下午17:00是回德胜门最后一班车。注意时间安排，必要的话早点出发！
3.如果想要节省精力又不耽误游玩时间，可以选择都游巴士直通车前往；早中晚三班次可以任选，都是在地铁口附近集合，很方便，随车都有导游讲解还可以协助出票，性价比很高；在都游巴士公众号上可以提前预定，到达时间比较有保障。。
&#128073;开始登长城
门票成人四十元，买完之后验票进去，你会发现长城有南楼和北楼之分，南楼路程短，一会会就能爬完，没有挑战，不过，“不到长城非好汉”的石碑在南楼方向，往南楼方向走一小段阶梯就看到了（好多人光去北楼的是找不到这个石碑的）
在石碑之前留念之后就可以去北楼方向登长城了，一般情况下人们会听别人的介绍，选择到北八楼原路返回下长城，或者选择到北七楼做缆车和滑车下山。可是，我选择继续爬。从北八楼爬到北十一楼，北十一楼至北十二楼之间会有一个小道下长城。",,
M54****101,5分,超棒,景色5,趣味5,性价比5,长城是古代军事防御体系，八达岭长城是其中重要组成部分，现在是闻名中外的旅游景点。作为生活在北京的人，能够很方便到八达岭游览，是很荣幸的。长城蜿蜒曲折，台阶陡的有时要手脚并用，登长城变成爬长城。每到这个时候就万分感慨，由衷敬佩古代先人，一步步一块砖一块砖垒出了万里长城。当时作为军事体系防御外侵，现在是后人欣赏壮阔美景胜地。美景尽收眼底，我们中华民族吃苦耐劳，坚韧不拔的精神更要一代代传承好。,,
金沙水拍1,5分,超棒,景色5,趣味4,性价比5,不到长城非好汉，作为中国人，长城是必须要去的。在这里，抬头就能看到蜿蜒曲折历经百年风霜的长城，广袤辽阔的晴空下极具年代感的断壁残垣随处可见。行走长城之巅，欣赏云卷云舒，许自己一刻美好的时光，来这里寻觅遗世的美丽。,,
M41****9830,5分,超棒,景色5,趣味5,性价比5,"1.八达岭在什么位置？
八达岭位于北京郊区延庆，从城区三环出发，单程距离80公里，常规车程2小时。
八达岭景区以八达岭长城为主。是明长城中保存最好的一段，也是最具代表性的一段，是明代长城的精华，是长城重要关口居庸关的前哨，海拔高达1015米，地势险要，城关坚固。八达岭长城史称天下九塞之一，是万里长城的精华和杰出代表。高超的建筑技艺和不朽的艺术价值，充分体现了中国古代劳动人民的智慧和力量。 八达岭长城是万里长城向游人开放最早的地段。
去八达岭的公交车都在德胜门发车，877路（前山）、919路（后山），单程车票均为12元。乘车时长大约2.5-3小时。
还有巴士达Busda一站式直达车，往返车费80/人，因为全程走高速，一站式直达不停顿，所以乘车时长节省1.5小时。
2.一日游大巴到了八达岭停在哪儿？
八达岭长城景区的停车场比较多，大体分为前山和后山两部分，前山有3个停车场，1号停车场在八达岭熊乐园（有877、879公交），距离登城口最近；2号停车场在山下，稍远点儿，差不多距离登城口2公里；3号更远一些，差不多3公里。后山有2个停车场，1号是滚天沟停车场，距离缆车站只有300米；2号稍远一些，需要乘坐摆渡车进景区。
一日游服务的巴士达Busda大巴车是优先选择后山1号停车场，并专享“免乘景区双程摆渡车”。",,
M18****097,5分,超棒,景色5,趣味5,性价比5,赞巴士八达岭，头天下午就有人通知出发时间，集合地点，很是贴心！10分钟就上高速了，今天很幸运没有堵车，1小时左右就到八达岭了，导游在车上讲解长城历史，服务周到热情，4个小时游览时间，登上了好汉坡，很愉快的一次旅游体验！,,
纳乌萨庞统,5分,超棒,景色5,趣味5,性价比5,真正的值得一去的地方。非常非常的美。交通也很方便。八达岭长城是整个长城当中，主要的核心参观地方。如果说是初次来，一定要选择把八达岭长城。去到北京的重点打卡之地。人此生都想去长城看看，不失所望。没票也很合理。不过可以坐缆车也可以选择徒步。但觉得徒步上去还是有点累。所以上去可以选择坐缆车下来，可以选择走路。风景很美很壮观。可以选择旅游淡季了。节假日人特别的多。去的那天天气也很好。挺愉快的一次旅行。下次还要去看看。,,
王诗清,5分,超棒,景色5,趣味1,性价比5,长城很值得去的，我只是来强力谴责这家饭馆的，到了八达岭停车场，千万不要相信说是来给你带近路，直接能到山脚下的人，那人会让你先交一百块钱停车押金，说是你从长城下来，去他家吃饭就行了，吃饭不低于100抵消就行，还会告诉你，他把你带到停车的地方离山脚下只有五六百，错，我女儿才五岁，就因为相信他，足足走了将近两公里才到山脚下，返程回来又走，到了他们饭店，两大一小，三个菜，就花了198块钱，白米饭15块钱一份。就像是馊了的一样，大家千万别途所谓少走路省时间，都是山脚下那个寨子村民的套路,,
最爱雨生,5分,超棒,景色5,趣味5,性价比5,不到长城非好汉，巍峨雄壮的长城必须带着孩子去一次，很有经验的提前一天上山，找了一个索道旁边的旅馆，当然是通过携程预定的啦，然后第二天一大早在别人还在起早往这边赶时，我们已经排队坐上了上去的索道，来到好汉坡留念后，走下山，上山已经是人山人海了，我们走着侧面的下山通道边走边欣赏，好不自在，记得一定要避开高峰，建议像我们一样上去坐索道下来步行，不堵棒棒滴，上图,,
冰与火之鸽,5分,超棒,景色5,趣味5,性价比5,"不到长城非好汉，到了长城也没见得就是好汉啊。
八达岭长城是万里长城最著名的一段之一，位于北京市延庆区，有火车，公交，巴士抵达，是游览北京必去的景点之一，某年在还没有完点评的时候与一群浙江小伙伴去的。

由于时间相对比较久远，记忆不是很详细，对于很小踏足北方的我来说，八达岭长城既可以感受古人的勤劳与智慧，也可以领略北方不一样的河山。",,
189****0677,5分,超棒,景色5,趣味5,性价比5,推荐自己做长途公交去，到德胜门做877公交12元一位，到就近地铁办张卡半价6块就可以，我们是早上七点四十到德胜门做的877到八达岭大约一个小时，没出现堵车，最好早走，去了人也少不挤，我们爬的是北线，其实就爬到北八楼就行了，也不用买缆车和滑车的票自己爬上下两个半到三个小时足够，我们听导游忽悠说缆车离售票点要步行四十分钟，没买，滑车离售票点就三分钟而且不用爬一二三楼，从四楼峰开始爬，就买了滑车，其实都不用买，如果只爬到北八楼就自己爬行了，我们做滑车上去从四楼峰开始爬到北八楼再原路返回到售票点才不到十一点。,,
小兔的旅行日记,5分,超棒,景色5,趣味5,性价比5,八达岭长城位于北京市延庆区，公交地铁均可到达，来回大概要花2个多小时。如果想避免换乘的麻烦，可直接坐旅游公交直达。站台在正阳门对面，那边有喇叭在喊，一定要上正规的公交，不要被一些路边的导游给忽悠了，因为他们带你去的可能不是八达岭长城。长城可爬可坐缆车，乘坐缆车5分钟左右即可到达烽火台。天气好，精力充沛，想挑战自我的人，可以自己爬。我们去的那天，市区没有下雨，到了长城居然下雨，我选择坐缆车上去，之后继续爬，在雨中爬长城，也是种挑战，没有台阶，有点滑。唯一的遗憾是放眼望去，一片雾茫茫，没能看见全景，不过雨天也有不同的美，烟雾缭绕，宛如仙境。,,
redmaria,5分,超棒,景色5,趣味5,性价比5,"八达岭长城还是报个携程官方一日游，有导游讲解才不会走错，建议缆车上下rmb140，大巴路上还给介绍北京游玩攻略以及沿路景点，国字头央字头建筑没人介绍谁知道是什么。基本长城加颐和园一天120，建议团餐＋30，早上吃好了去。那没地买吃的，除了玉米和超难吃又贵的汉堡，缆车上去就是最高的好汉坡。在王府井之类的景点都有人举牌子拉散客，也就这个价了。 我11月5号早上去的，穿羽绒服的 上面很冷。要带手套和帽子。扶手冰凉的。如果下午爬会热点，但人暴多不好拍照。留点体力下午颐和园或者定陵吧。散场是在水立方。我是长城-颐和园-北京大学-鸟巢水立方-什刹海-烟袋斜街-南锣鼓巷，特别满的一天。水立方可以等晚上亮灯了拍照。南锣鼓巷周边是最正宗的北京美食所在，但这条巷子本身就纯商业模式化了。烟袋斜街必去，路口很小，找不到路就问当地人吧。搜一下大众点评，或者看我点评照片的几家美食。
最好的全聚德在王府井，不建议吃，好吃的太多留点肚子吧。",,
别塔乐羊,5分,超棒,景色5,趣味5,性价比5,八达岭长城太值得去了，万里长城永不倒，它为抵御外来入侵者立下了汗马功劳，一直在电影上看到长城，今天终于登上了万里长城，心情无比的激动和自豪，虽然游客比较多，但是，游玩的很开心，有历史性的纪念意义！拍了好多照片，值得珍藏一辈子！谢谢大家的提问！回答不周请多包涵！谢谢！,,
M29****330,5分,超棒,景色5,趣味5,性价比5,不到长城非好汉，错开高峰期去还是很不错的，也没堵车，也不堵人，10月去有的地方还是红枫叶也挺好看的。北楼是好汉坡和题字不到长城非好汉的地方，到北八楼最高就到顶了，自己爬上去也不是很累，感觉没发力就到了,,
漢江鴨鴨,4分,满意,景色4,趣味4,性价比4,八达岭长城，位于北京市延庆区军都山关沟古道北口，是明长城中保存最好、也最具代表性的地段。作为北京市的屏障，这里山峦重叠，形式险要。八达岭长城典型地表现了万里长城雄伟险峻的风貌，气势磅礴的城墙南北盘旋，延伸于群峦峻岭之中，陡壁悬崖上古人所书的“天险”二字，显示了八达岭位置的军事重要性。八达岭驰名中外，誉满全球。,,
M36****473,5分,超棒,景色5,趣味5,性价比5,不到长城非好汉，来北京的旅客们一定要去登长城，我纯粹来北京玩的（第一次来哦）是从火车站出来直接把行李寄存了（24:00之前取15块钱），坐地铁2号线到德胜门下车从B出口一直走再坐877直达公交车，车上讲解员讲的很仔细，大概70分钟（不堵车的话），到地方讲解员领着去拿滑车票，本人不建议买滑车票，我想既然是来爬长城的就一步一步爬上去才能体会长城的雄伟，门票从买滑车窗口的右边一直走，大概两里路，先过安检，再进去买票，票价40元，进去有南长城，北长城，车上讲解员说南长城没什么好玩的，因此直接爬了北长城，从出发好像11点，下来两点多，拍了好多照片，本人是一个人去的，我用手机拍的不好，就随意上传两张吧！,,
樱桃,5分,超棒,景色5,趣味5,性价比5,长城，人类的巨着，中华之魂！她象一条巨龙，屹立于世界的东方。她是一部气魄恢弘的史诗，两千年的风风雨雨在长城镌刻下宏伟的篇目。八达岭长城是民族的象征，是中国人民与世界人民友谊交往的纽带和桥梁，是通向世界的窗口。,,
M24****2200,4分,满意,景色4,,,回好几天了，给大家特别提个醒，我也是做了很多攻略，去八达岭长城路线！坐地铁到积水潭站下，好像是b2出口，地铁站里有标示，八达岭长城方向，然后出来，跟着提示做877路公交车，排队上车，一定要提前办好地铁卡，就是一卡通，20元押金，充值的钱用不完最后也可以和押金一起退，北京西站就有自助的退的机器，特别方便，上877路公交车上车刷卡下车也一定记得刷卡，可享受政府补贴，单程只需要6元，如果现金的话需要12元，最后重要的，一定不要听导游忽悠，我个人认为真心不需要做索道，滑车之类的，我在网上买的门票，那导游说认证需要到后山认证，前边不能用，去后山需要40分钟翻过一座山。。，我信了，我退票了竟然，然后下车的地放导游带着你去买套票，和滑车一起的那种，一个人套票160.送到北四下来自己还有爬到北八，真的没必要。。然后我票不是退了嘛，下车的时候导游领的售票点我是去买门票，他们不卖，只卖联票，经过我冷静思考，我觉得肯定被导游忽悠了，然后我就不买哈哈跟着指示走到登山口，大概需要十分钟左右吧是有点路程。到登山口问了工作人员说可以使用携程购买的票，我就又买了 直接刷身份证进去，特别方便，给携程点赞，，一定要爬北长城，我觉得只要不是腿成腰疼年龄特别大的，真的推荐自己爬，我和老爸弟弟一个小时就上到北八了，好像还不到一个小时哈哈，沿途还能看风景，北四北八是最陡的，要注意安全，爬到北八下来的时候长城左侧有个小路，也是景区修建好的道路绝对安全的，比着长城的台阶缓和很多，转转悠悠就下来了，全程我们只用了不到两个小时，下来一定原路回到你下公交的地方做回去的877路公交车，到积水潭站地铁站坐地铁去你想去的地方。。希望对大家有帮助。我大祖国真真美美哒！,,
M54****297,5分,超棒,景色5,趣味5,性价比5,"前门内877路公交上去 交通卡6元 现金12元
随车讲解会把注意的地方说给大家
不堵车一个小时十分钟这样就能到地方
入口处有吃午饭的地方  小吃也很多  反正务必不能空着肚子爬长城
南北两条线
体力差不多的年轻人大概40到60分钟就能登顶了 有老人小孩的可以考虑滑车或者缆车 也是另一种乐趣吧 
景区售票只收现金 有时候检票口只有人工检票 所以建议现场现金买票 
路上别忘不时回头看看风景 很美呀",,
巴扎黑嘿嘿嘿嘿,5分,超棒,景色5,趣味5,性价比5,第三次去八达岭，试过火车，877和919。这次是坐877去的，德胜门处坐车，现在黑车确实少了，个人认为没必要坐出租车，和大巴比贵太多且并不快，我们去的这天，路上多起交通事故，主路辅路全部堵死，开了4个小时才到，坐出租车得多少钱啊。其实坐火车去，877回来，应该是最方便的。长城上的风景来说，第8楼到第11楼更险更美，且人少，入口在第10楼半，可以选择从这边爬长城或者从这边下来。,,
_CFT01****5082450,5分,超棒,景色5,趣味5,性价比5,不到长城非好汉，不仅是对古人说得也是对现代人说得，现在科技发达很多人不需要走出家门也可以看到长城。可是不到真正的长城上去走一走是根本没有体会到古人的智慧和古人的心酸苦楚的！走一次长城让我们有更深刻的体会，体会到今日的幸福生活是多么的不易。要珍惜现在的生活，努力学习，像古人一样有智慧！,,
M43****287,5分,超棒,景色5,趣味5,性价比5,我们是6月底去的，人还不算特多，如果有机会一定会再去一次长城！一定是徒步从登城口到北八，值得再仔细观看感受长城的雄伟壮观！我们有60岁的老人同行考虑太累太晒就选择的滑车，离下车的地方很近，但到达乘坐滑车的地方居然在太阳下排了2个多小时的队，滑车就10分钟以内到达北四，如果徒步只要半小时左右就能到达北四，有点小遗憾浪费了近2个多小时！登城其实不险也不难，很安全的，腿脚方便的老人都没有问题。对于这次行程老人小孩都很满意！！！,,
cty94123,5分,超棒,景色5,趣味5,性价比5,在德胜门城墙下有877路专线车到长城，因为我们要去长城脚下的岔道古城住宿所以搭乘919路慢车，下午登长城游人相对少很多，因为在北京旅游团很多都是最早，所以不要跟他比早，个人建议不用搭缆车，老人家可以往南北城各走2∽3个城楼就足够了。要徒步的话下车后往回走500米到博物馆那可以徒步登长城。,,
远方的征途,5分,超棒,景色5,趣味5,性价比5,“不到长城非好汉”，到北京不能不游八达岭，八达岭是明长城的重要关口，也是北京市境内万里长城比较经典的地段，总体来说规模比较庞大，城墙和敌楼保存得较为完好，建议游览八达岭长城早一点去，不然的话，那是人满为患，照片拍出来都是合影。,,
suo****409,5分,超棒,景色5,趣味5,性价比5,八达岭长城非常雄伟壮观，现在有缆车直接上去方便了很多。但是去北京旅游坑子太多了。我住在王府井，滴滴打车叫了出租车，驾驶员非常热情问去哪里。当得知我们去故宫时，他就说去不了，交通管制了，哪国领导人来了，还会问边上其他出租车司机，打电话确认，所有一切都是为游客着想，然后他会推荐你附近有去长城的直达车，150元全包，结果报团后才发觉是去八达岭长城水关登城口，水关，水关，水关，人都没有。旅游团还会带你去十三陵哦，是车览，就是开过看一下，不下车。另外报团时问好行程结束后送回的地点，哪上车哪下车，如果途经你住的宾馆可以直接下。但是导游会在回程的中途下车，过一会会有一个押车员说在德胜门下车，自己想办法回去。当你问他导游怎么怎么说时，他让你找导游去，这时到哪找去。最后押车员会善意提醒大家在北京只坐公共交通，其他都是骗人的，不骗你们外地人骗谁啊！说白了，所有这些人都是一伙的。,,
_WeCh****652422,5分,超棒,景色5,趣味4,性价比3,为了让孩子做好汉，一定要去的地方！没有跟团，因为不想早起，自然醒吃个早饭，然后坐车去德胜门。坐877大巴直达八达岭熊乐园，12元一个座位，坐70分钟左右。到了那里买了140一人的滑道上下票。比较希望坐缆车，但是说要走40分钟去后山，美中不足的是，不能选择滑道＋缆车的混搭模式上下，来回要重复步行路线。回来也是坐877回德胜门。应该还可以乘S2铁路回的，但是去车站也要走很多路，就放弃了！提醒：山上有刻字金牌10元，山下5元！免费拍照领证书的，打印照片30元！,,
皇脚丫儿,5分,超棒,景色5,趣味5,性价比5,【路线】石家庄卧铺---北京西站；北京西站---地铁9号线（白石桥南）---地铁6号线（车公庄）---地铁2号线（积水潭）；【出站后】沿着积水潭出站的方向走，一路会有去往八达岭长城的877路线指示牌，按照指示牌一直走，不会错。到达877路公交车前面，刚好来了一辆车，有人一直喊877路去往八达岭长城的请在此上车，刷卡6元，先进12元。一开始还是很怀疑，害怕坐错车，当听到公交加钱的时候，放心了。车上还有导游，讲解一路上的风景，地点，长城的注意事项等。快到达目的地的时候，会安排我们排队听他讲解，并带到售票口的窗前。我们去的很早，买票口都是我们辆车下来的人，很迅速的买到票【不能手机支付，只能现金】（我们当时没有带够现金，导游人很好，帮助我们借钱，所以大家出门在外一定要带够现金）。【门票】40元，学生半价20元。我们坐了索道【索道票】来返一人100元。【车程】从北京西站下车到长城脚下，时间很快，八点左右就到了，路上很顺，有一丢丢堵车。到达长城，人还是很多的，我们往上走的时候，有一些人开始下来了，可想他们去的时候比我们更早。,,
_CFT****53200,5分,超棒,景色5,趣味5,性价比5,长城是我这几年一直想去的地方，长城攻略那肯定是做足了劲儿。北京八达岭长城位于延庆区，【路线】石家庄卧铺---北京西站；北京西站---地铁9号线（白石桥南）---地铁6号线（车公庄）---地铁2号线（积水潭）；【出站后】沿着积水潭出站的方向走，一路会有去往八达岭长城的877路线指示牌，按照指示牌一直走，不会错。到达877路公交车前面，刚好来了一辆车，有人一直喊877路去往八达岭长城的请在此上车，刷卡6元，先进12元。一开始还是很怀疑，害怕坐错车，当听到公交加钱的时候，放心了。车上还有导游，讲解一路上的风景，地点，长城的注意事项等。快到达目的地的时候，会安排我们排队听他讲解，并带到售票口的窗前。我们去的很早，买票口都是我们辆车下来的人，很迅速的买到票【不能手机支付，只能现金】（我们当时没有带够现金，导游人很好，帮助我们借钱，所以大家出门在外一定要带够现金）。【门票】40元，学生半价20元。我们坐了索道【索道票】来返一人100元。【车程】从北京西站下车到长城脚下，时间很快，八点左右就到了，路上很顺，有一丢丢堵车。到达长城，人还是很多的，我们往上走的时候，有一些人开始下来了，可想他们去的时候比我们更早。【既是坎坷也是幸运】【1】凌晨1点开车到石家庄站，进站后发现车晚点一个多小时，在候车室等了十多分钟，想了想不行，要改签其他的车票。我们买的都是下铺，改签的车票都是中铺，受票人说会有差价，建议退了重新买，好就这样。付钱的时候发现不能手机支付，只能现金，好，付现金。买到手后，急匆匆的去赶车，虽然还有二十分钟的时间。（没哟带银行卡，只有现金200的我们，知道我有多后悔没多带点现金，没带银行卡吗？唉）买完车票的时候，两个人身上只有几块钱，坐地铁的钱都没有怎么办。一个字借，还真借了一百。感谢那个姑娘，感谢自己积攒的善心。感谢幸运。【2】一百元坐坐地铁，买买门票，坐公交地铁一个人是可以不花钱的（小米手机办了一个京津冀一卡通，超方便），但是，到了长城脚下，选择坐一半索道上去，加上门票，两个人一共需要240，唉咋办，咋办，导游帮我们喊，哪位朋友多带现金了，帮帮这位小姑娘。最后我们是借到了。真的，出门在外太感谢这些帮助过我们的人，真的很感谢，也是很幸运。希望大家都能帮助有困难的人。一日游还是很满意的。下午我们还去了清华大学，时间真的是绰绰有余。,,
M26****9408,5分,超棒,景色5,,,早上6点多做的877公交车，从2号线到积水潭站下，顺着路标走到箭楼的北侧坐车，白绿相交的公交车，正好到站满员就发车，有卡6元现金12元，车上有个导游，提醒注意事项，70分钟路程，走的早路上无堵车，快到地方是导游叫醒了大家，然后说三种登城模式，索道，滑道，步行，说索道要走40分钟到后山，步行也要走40分钟再登城，让我们下车跟她入买滑道票，其实根本没有必要，滑道是到北7楼的，我们几分钟就到了登城口，根本不是她说的40分钟，登到北4楼才20分钟，那天天气很好，风和日丽，北8楼是最高峰，然后不要顺原路回，原路回的话和登城的人挤在一起不好走。过了北8楼再往下走到北9楼，这边的路很刺激，有的需要拉住栏杆倒着走，走到北11楼就下去了，没有走北12楼，从11楼下来看到熊乐园，一直走就到了877的公交车站，一共才花了两个多小时。这次是自由行，以前跟团走从来没爬上去怕时间不够用，最早的返程车是11点，回到市里是12点多。,,
殇-ynf,5分,超棒,景色5,趣味5,性价比4,有积雪的八达岭更美哟，云雾缭绕，而且还可以打雪仗，趁着这回倒春寒的大雪，携一帮好友，爬长城，打雪仗，赏花，一路还遇到了好几只小猫，甚是不错。,,
维维酱vv,5分,超棒,景色4,趣味4,性价比4,我是自由行，在天安门前门集散中心拼散团来的，110元含来回车费，长城门票和一顿简单的午饭，上长城是听导游的坐索道来回140元，不是身体特别好的是吃不消的，太陡了。我来的时候是淡季，图一感受下人潮。以前都是在电视上看到长城，没想到真的长城好难爬，坡度非常大，又是雾霾天，戴着口罩，气都要喘不过来了，不过老祖先的智慧还是非常让人膜拜。,,
幸福人生LOVE,5分,超棒,景色5,趣味5,性价比5,八达岭长城分为南线和北线，南线7个烽火台，北线8个烽火台。对比来讲，南线由于只能步行，所以人相对少很多，适合喜欢徒步且不喜欢人太多的人。有几段路好陡，并且可以看到北线全景，很不错哟。南线刚上去左手边有好汉碑，就是“不到长城非好汉”那几个字，不过拍照人好多！！！北线呢，有滑车和索道，加上有个好汉坡。好汉坡并没有标志，在爬长城过程中你只能看到每个烽火台的标志，好汉坡是爬北八楼的那一段，并没有可以拍照的地方，是北七到北八那段。不过北线有一段确实也蛮陡的，大多数游客都在北线。 爬北线的话大概需要2-3个小时。,,
春春,5分,超棒,景色5,趣味5,性价比5,必去，孩子一点也不累，感受千古文化！建议自由行，过年人多，哪哪都排队，早晨就去。体力好别坐缆车，我们就是排队耽误时间紧坐了缆车，其实没必要。,,
baidongmei,5分,超棒,景色5,趣味5,性价比5,"本来以为初一人会很少，结果发现初一车依旧，人依旧。虽然出行有点冷，但是爬长城就热了，我们爬的是大约三四个楼，因为老人家所以走的慢。
1.做缆车上去是必要的，否则，老人家到的位置也看不到山峰顶的风景。那样也需要更长时间。
2.携程大巴48元往返，导游解说很棒！或者去做旁边的旅游一号公交也可以，我们因为老人家坐车哦不便就直接定了携程，省心。
3.因为停留只有两小时，所以建议带好吃的（别带有异味的，吃的人不舒服，同行人也讨厌）我们带了全麦面包，和牛奶，矿泉水就ok了，山下也有吃的，但看起来不干净。",,
雷克斯欧斯董翳,5分,超棒,景色5,趣味5,性价比5,停车场很大，接驳车免费，天气好周末赏秋人多，秩序好不拥堵，层林尽染，景色如画。,IP属地:北京,
匿名用户,5分,超棒,景色5,趣味5,性价比5,"不到长城非好汉
灯光映照下的夜长城之类向我们展示了别样巨龙之美
避免了人多拥挤带来的不佳体验
民俗非遗等活动也值得观看
出入口的灯光氛围也十分应景",IP属地:上海,
M33****6429,5分,超棒,景色5,趣味5,性价比5,八达岭长城位于北京市，去过了几次还一直总想去的地方，景色很美，登长城的体验非常不错，每次都有不一样的感受！游客很多、非常热闹的景点！也是北京最具特色景点之一！,,
卡邦吉兰萨米,5分,超棒,景色5,趣味4,性价比4,"價位:跟一般小公司相比品質跟價格是成正比的。
車子很乾淨，司機跟導遊大哥都很友善。
有午餐提供，餐點的份量很多，我們整桌一半都沒吃完，導遊大哥結束前，還跟我們推薦的地道老北京吃的餐廳很小吃，真的很給力。",,
M39****7377,5分,超棒,景色5,趣味5,性价比5,八达岭长城位于北京市延庆区军都山关沟古道北口。是中国古代伟大的防御工程万里长城的重要组成部分，是明长城的一个隘口。八达岭长城为居庸关的重要前哨，古称“居庸之险不在关而在八达岭 。,,
果汁分你一半✔,5分,超棒,景色5,趣味5,性价比5,八达岭长城的美、它的雄伟壮观大多数人是在白天领略，也经历过暴晒和人多，拥挤。夜长城就没有这些烦恼，清风徐徐，有灯光伴你一路攀登，就看蜿蜒盘旋的巨龙熠熠生辉。,,
丽,5分,超棒,景色5,趣味5,性价比5,毕竟是驰名的景区 果然不负众望  地势显耀 雄伟壮观  蜿蜒曲折 应该是长城中最为值得身临其境的一段了  虽然是非工作日，但也是游人如织 风好大 但天气也很给力 多年以后的故地重游 唤起回忆  感慨而满足,,
